Address Name	Booth Number	Settlement Name	Settlement Number
הרי גולן 2	120.1	אשדוד	70
הרי גולן 2	120.2	אשדוד	70
הרי גולן 2	120.3	אשדוד	70
הרי גולן 2	120.4	אשדוד	70
הרי גולן 2	120.5	אשדוד	70
ראש פינה 13	124.0	אשדוד	70
פתח תקווה 10	125.0	אשדוד	70
ראש פינה 13	126.0	אשדוד	70
פתח תקווה 10	127.0	אשדוד	70
פתח תקווה 12	128.0	אשדוד	70
פתח תקווה 10	129.0	אשדוד	70
פתח תקווה 12	130.0	אשדוד	70
"קק""ל 9"	131.0	אשדוד	70
"קק""ל 9"	132.0	אשדוד	70
"קק""ל 9"	133.0	אשדוד	70
ורדימון יצחק 6	134.1	אשדוד	70
ורדימון יצחק 6	134.2	אשדוד	70
ורדימון יצחק 6	134.3	אשדוד	70
ורדימון יצחק 6	134.4	אשדוד	70
"קק""ל 90 א"	138.0	אשדוד	70
ברק בן אבינועם	142.1	אשדוד	70
ברק בן אבינועם	142.2	אשדוד	70
ברק בן אבינועם	142.3	אשדוד	70
המלך רחבעם 11	143.1	אשדוד	70
המלך רחבעם 11	143.2	אשדוד	70
המלך רחבעם 11	143.3	אשדוד	70
המלך רחבעם 11	143.4	אשדוד	70
המלך שלמה 27	147.1	אשדוד	70
המלך שלמה 27	147.2	אשדוד	70
המלך שלמה 27	147.3	אשדוד	70
המלך שלמה 27	147.4	אשדוד	70
המלך שלמה 43	150.1	אשדוד	70
המלך שלמה 43	150.2	אשדוד	70
המלך שלמה 43	150.3	אשדוד	70
המלך שלמה 43	150.4	אשדוד	70
המלך שלמה 43	150.5	אשדוד	70
"קק""ל 9"	151.0	אשדוד	70
"קק""ל 90 א"	152.0	אשדוד	70
"קק""ל 55"	154.0	אשדוד	70
"קק""ל 90"	155.1	אשדוד	70
"קק""ל 90"	155.2	אשדוד	70
"קק""ל 55"	158.0	אשדוד	70
שד הפרחים 18	159.1	אשדוד	70
שד הפרחים 18	159.2	אשדוד	70
הכלנית 19	160.1	אשדוד	70
הכלנית 19	160.2	אשדוד	70
הכלנית 19	160.3	אשדוד	70
הכלנית 19	160.4	אשדוד	70
העצמאות 41	163.0	אשדוד	70
העצמאות 7	164.0	אשדוד	70
העצמאות	166.1	אשדוד	70
העצמאות	166.2	אשדוד	70
העצמאות	166.3	אשדוד	70
העצמאות	166.4	אשדוד	70
העצמאות	166.5	אשדוד	70
העצמאות 7	168.0	אשדוד	70
העצמאות 41	188.0	אשדוד	70
פתח תקווה 10	189.0	אשדוד	70
ראש פינה 13	190.0	אשדוד	70
פתח תקווה 12	191.0	אשדוד	70
פתח תקווה 10	192.0	אשדוד	70
ראש פינה 13	193.0	אשדוד	70
פתח תקווה 12	194.0	אשדוד	70
מבוא השרביטן 8	197.0	אשדוד	70
שד רוטשילד	199.1	אשדוד	70
שד רוטשילד	199.2	אשדוד	70
שד רוטשילד	199.3	אשדוד	70
שד רוטשילד	199.4	אשדוד	70
שד רוטשילד	199.5	אשדוד	70
סירקין נחמן 2	203.1	אשדוד	70
סירקין נחמן 2	203.2	אשדוד	70
סירקין נחמן 2	203.3	אשדוד	70
סירקין נחמן 2	203.4	אשדוד	70
סירקין נחמן 2	203.5	אשדוד	70
סירקין נחמן 2	203.6	אשדוד	70
קרן היסוד 16	207.1	אשדוד	70
קרן היסוד 16	207.2	אשדוד	70
קרן היסוד 16	207.3	אשדוד	70
חטיבת הנגב 30	211.1	אשדוד	70
חטיבת הנגב 30	211.2	אשדוד	70
חטיבת הנגב 30	211.3	אשדוד	70
חטיבת הנגב 30	211.4	אשדוד	70
חטיבת הנגב 30	211.5	אשדוד	70
חטיבת הנגב 30	211.6	אשדוד	70
שד עוזיהו 26	212.0	אשדוד	70
בוסקילה יצחק	213.0	אשדוד	70
יאיר	214.1	אשדוד	70
יאיר	214.2	אשדוד	70
יאיר	214.3	אשדוד	70
תשרי 11	220.1	אשדוד	70
תשרי 11	220.2	אשדוד	70
תשרי 11	220.3	אשדוד	70
תשרי 11	220.4	אשדוד	70
תשרי 11	220.5	אשדוד	70
תשרי 11	220.6	אשדוד	70
אב 4	222.0	אשדוד	70
שבט בנימין 19	225.0	אשדוד	70
העצמאות 63	227.1	אשדוד	70
העצמאות 63	227.2	אשדוד	70
העצמאות 63	227.3	אשדוד	70
העצמאות 63	227.4	אשדוד	70
העצמאות 63	227.5	אשדוד	70
העצמאות 63	227.6	אשדוד	70
העצמאות 54	228.1	אשדוד	70
העצמאות 54	228.2	אשדוד	70
העצמאות 54	228.3	אשדוד	70
העצמאות 54	228.4	אשדוד	70
העצמאות 54	228.5	אשדוד	70
העצמאות 7	231.0	אשדוד	70
העצמאות 7	234.0	אשדוד	70
ביאליק 10	236.0	אשדוד	70
הציונות 107	237.1	אשדוד	70
הציונות 107	237.2	אשדוד	70
הציונות 107	237.3	אשדוד	70
הציונות 107	237.4	אשדוד	70
הציונות 107	237.5	אשדוד	70
שבט בנימין 19	244.0	אשדוד	70
שבט בנימין 19	245.0	אשדוד	70
הרותם 33	246.1	אשדוד	70
הרותם 33	246.2	אשדוד	70
הרותם 33	246.3	אשדוד	70
הרותם 33	246.4	אשדוד	70
הרותם 33	246.5	אשדוד	70
הרותם 33	246.6	אשדוד	70
אבן גבירול 6	248.0	אשדוד	70
סיני 25	250.0	אשדוד	70
אב 4	251.0	אשדוד	70
שד עוזיהו 26	253.0	אשדוד	70
העצמאות 7	264.0	אשדוד	70
רב ינאי 3	265.1	אשדוד	70
רב ינאי 3	265.2	אשדוד	70
רב ינאי 3	265.3	אשדוד	70
רב ינאי 3	265.4	אשדוד	70
רב ינאי 3	265.5	אשדוד	70
רב ינאי 3	265.6	אשדוד	70
רב ינאי 3	265.7	אשדוד	70
שבט ראובן 2	276.1	אשדוד	70
שבט ראובן 2	276.2	אשדוד	70
שבט ראובן 2	276.3	אשדוד	70
שבט ראובן 2	276.4	אשדוד	70
שבט ראובן 2	276.5	אשדוד	70
שבט ראובן 2	276.6	אשדוד	70
ברקת 4	277.1	אשדוד	70
ברקת 4	277.2	אשדוד	70
ברקת 4	277.3	אשדוד	70
ברקת 4	277.4	אשדוד	70
ברקת 4	277.5	אשדוד	70
ארן זלמן	279.1	אשדוד	70
ארן זלמן	279.2	אשדוד	70
ארן זלמן	279.3	אשדוד	70
ארן זלמן	279.4	אשדוד	70
ארן זלמן	279.5	אשדוד	70
ארן זלמן	279.6	אשדוד	70
תפוז 5	281.1	אשדוד	70
תפוז 5	281.2	אשדוד	70
תפוז 5	281.3	אשדוד	70
תפוז 5	281.4	אשדוד	70
תפוז 5	281.5	אשדוד	70
תפוז 5	281.6	אשדוד	70
תפוז 5	281.7	אשדוד	70
חרמון 1	283.1	אשדוד	70
חרמון 1	283.2	אשדוד	70
חרמון 1	283.3	אשדוד	70
חרמון 1	283.4	אשדוד	70
חרמון 1	283.5	אשדוד	70
חרמון 1	283.6	אשדוד	70
המעפילים 21	285.0	אשדוד	70
אליעזר בן הורקנוס 18	286.1	אשדוד	70
אליעזר בן הורקנוס 18	286.2	אשדוד	70
אליעזר בן הורקנוס 18	286.3	אשדוד	70
אליעזר בן הורקנוס 18	286.4	אשדוד	70
אליעזר בן הורקנוס 18	286.5	אשדוד	70
אליעזר בן הורקנוס 18	286.6	אשדוד	70
אליעזר בן הורקנוס 18	286.7	אשדוד	70
אליעזר בן הורקנוס 18	286.8	אשדוד	70
ראש פינה 13	290.0	אשדוד	70
מבוא השרביטן 8	291.0	אשדוד	70
מבוא השרביטן 8	292.0	אשדוד	70
שהם 2	294.1	אשדוד	70
שהם 2	294.2	אשדוד	70
שהם 2	294.3	אשדוד	70
שהם 2	294.4	אשדוד	70
שהם 2	294.5	אשדוד	70
"רשב""י"	296.1	אשדוד	70
"רשב""י"	296.2	אשדוד	70
"רשב""י"	296.3	אשדוד	70
"רשב""י"	296.4	אשדוד	70
"רשב""י"	296.5	אשדוד	70
"רשב""י"	296.6	אשדוד	70
חטיבת הנגב 45	300.1	אשדוד	70
חטיבת הנגב 45	300.2	אשדוד	70
חטיבת הנגב 45	300.3	אשדוד	70
חטיבת הנגב 45	300.4	אשדוד	70
שבט בנימין 19	301.0	אשדוד	70
פתח תקווה 10	306.0	אשדוד	70
העצמאות 41	953.0	אשדוד	70
שבט בנימין 19	954.0	אשדוד	70
הנשיא ויצמן	990.1	אשדוד	70
הנשיא ויצמן	990.2	אשדוד	70
"הפלמ""ח 3"	1.0	אשקלון	7100
"הפלמ""ח 3"	2.0	אשקלון	7100
אריה 9	4.1	אשקלון	7100
אריה 9	4.2	אשקלון	7100
אריה 9	4.3	אשקלון	7100
אריה 9	4.4	אשקלון	7100
אריה 9	4.5	אשקלון	7100
לכיש 9	5.1	אשקלון	7100
לכיש 9	5.2	אשקלון	7100
לכיש 9	5.3	אשקלון	7100
לכיש 9	5.4	אשקלון	7100
לכיש 9	5.5	אשקלון	7100
לכיש 9	5.6	אשקלון	7100
לכיש 9	5.7	אשקלון	7100
"הפלמ""ח 3"	6.0	אשקלון	7100
הרב קארו יוסף 6	7.0	אשקלון	7100
הרב קארו יוסף 6	8.0	אשקלון	7100
בן דוד	9.0	אשקלון	7100
שיבת ציון 5	13.0	אשקלון	7100
אבימלך 1	15.1	אשקלון	7100
אבימלך 1	15.2	אשקלון	7100
אבימלך 1	15.3	אשקלון	7100
אבימלך 1	15.4	אשקלון	7100
אבימלך 1	15.5	אשקלון	7100
"הפלמ""ח 3"	17.0	אשקלון	7100
שיבת ציון 16	18.1	אשקלון	7100
שיבת ציון 16	18.2	אשקלון	7100
שיבת ציון 16	18.3	אשקלון	7100
שיבת ציון 16	18.4	אשקלון	7100
שיבת ציון 5	21.0	אשקלון	7100
שיבת ציון 5	22.0	אשקלון	7100
בעל שם טוב 11	26.1	אשקלון	7100
בעל שם טוב 11	26.2	אשקלון	7100
ברגר דוד 12	27.0	אשקלון	7100
מילרוד אליעזר	28.0	אשקלון	7100
ברגר דוד 12	29.0	אשקלון	7100
שפינוזה	30.0	אשקלון	7100
שפינוזה	32.0	אשקלון	7100
הרב עוזיאל	33.1	אשקלון	7100
הרב עוזיאל	33.2	אשקלון	7100
הרב עוזיאל	33.3	אשקלון	7100
גרופר יעקב 15	34.0	אשקלון	7100
שפינוזה	35.0	אשקלון	7100
הרב מימון 32	37.1	אשקלון	7100
הרב מימון 32	37.2	אשקלון	7100
גרופר יעקב 15	38.0	אשקלון	7100
מילרוד אליעזר 11	39.1	אשקלון	7100
מילרוד אליעזר 11	39.2	אשקלון	7100
הנשיא 70	40.1	אשקלון	7100
הנשיא 70	40.2	אשקלון	7100
הנשיא 70	40.3	אשקלון	7100
הצפצפה	41.1	אשקלון	7100
הצפצפה	41.2	אשקלון	7100
הצפצפה	41.3	אשקלון	7100
הצפצפה	41.4	אשקלון	7100
הצפצפה	41.5	אשקלון	7100
הצפצפה	41.6	אשקלון	7100
זונאבנד יחזקאל 12	43.0	אשקלון	7100
הראל 8	44.1	אשקלון	7100
הראל 8	44.2	אשקלון	7100
הראל 8	44.3	אשקלון	7100
הראל 8	44.4	אשקלון	7100
הראל 8	44.5	אשקלון	7100
סמ שמגר 1	50.1	אשקלון	7100
סמ שמגר 1	50.2	אשקלון	7100
יוהנסבורג	52.1	אשקלון	7100
יוהנסבורג	52.2	אשקלון	7100
יוהנסבורג	52.3	אשקלון	7100
יוהנסבורג	52.4	אשקלון	7100
בר כוכבא 209	53.0	אשקלון	7100
בן צבי יצחק 4	54.0	אשקלון	7100
ההסתדרות 4	55.1	אשקלון	7100
ההסתדרות 4	55.2	אשקלון	7100
ההסתדרות 4	55.3	אשקלון	7100
"עגנון ש""י"	56.1	אשקלון	7100
"עגנון ש""י"	56.2	אשקלון	7100
"עגנון ש""י"	56.3	אשקלון	7100
"עגנון ש""י"	56.4	אשקלון	7100
שד שפירא	58.0	אשקלון	7100
מילרוד אליעזר	60.0	אשקלון	7100
בן עטר	61.1	אשקלון	7100
בן עטר	61.2	אשקלון	7100
בן עטר	61.3	אשקלון	7100
שד שפירא	63.0	אשקלון	7100
שני אליהו	64.1	אשקלון	7100
שני אליהו	64.2	אשקלון	7100
שני אליהו	64.3	אשקלון	7100
שני אליהו	64.4	אשקלון	7100
שני אליהו	64.5	אשקלון	7100
שני אליהו	64.6	אשקלון	7100
ברגר דוד 12	68.0	אשקלון	7100
סמ שמגר 1	72.1	אשקלון	7100
סמ שמגר 1	72.2	אשקלון	7100
סמ שמגר 1	72.3	אשקלון	7100
סמ שמגר 1	72.4	אשקלון	7100
זונאבנד יחזקאל 12	73.0	אשקלון	7100
בן צבי יצחק 4	78.0	אשקלון	7100
"עגנון ש""י"	80.0	אשקלון	7100
הסוכנות היהודית 14	81.1	אשקלון	7100
הסוכנות היהודית 14	81.2	אשקלון	7100
הסוכנות היהודית 14	81.3	אשקלון	7100
שד' עופר 5	83.0	אשקלון	7100
שד' עופר 5	84.0	אשקלון	7100
שד' עופר 5	85.0	אשקלון	7100
שד שפירא	86.0	אשקלון	7100
שד שפירא 7 א	87.1	אשקלון	7100
שד שפירא 7 א	87.2	אשקלון	7100
שד שפירא 7 א	87.3	אשקלון	7100
"רמב""ם 13"	90.0	אשקלון	7100
בן דוד	91.0	אשקלון	7100
"רמב""ם 13"	92.0	אשקלון	7100
"רמב""ם 13"	93.0	אשקלון	7100
בן דוד	94.0	אשקלון	7100
"הפלמ""ח 3"	100.0	אשקלון	7100
הר כנען 2	101.1	אשקלון	7100
הר כנען 2	101.2	אשקלון	7100
הר כנען 2	101.3	אשקלון	7100
הר כנען 2	101.4	אשקלון	7100
שד' הציונות 6	103.1	אשקלון	7100
שד' הציונות 6	103.2	אשקלון	7100
פקיעין	104.1	אשקלון	7100
פקיעין	104.2	אשקלון	7100
פקיעין	104.3	אשקלון	7100
יהדות ספרד 13	105.1	אשקלון	7100
יהדות ספרד 13	105.2	אשקלון	7100
יהדות ספרד 13	105.3	אשקלון	7100
יהדות ספרד 13	105.4	אשקלון	7100
יהדות ספרד 13	105.5	אשקלון	7100
"הפלמ""ח 3"	107.0	אשקלון	7100
זונאבנד יחזקאל 12	114.0	אשקלון	7100
זונאבנד יחזקאל 12	115.0	אשקלון	7100
פינס יוסף 18	117.1	אשקלון	7100
פינס יוסף 18	117.2	אשקלון	7100
פינס יוסף 18	117.3	אשקלון	7100
פינס יוסף 18	117.4	אשקלון	7100
פינס יוסף 18	117.5	אשקלון	7100
השריונאים 3	123.0	אשקלון	7100
יהדות ספרד 17	124.1	אשקלון	7100
יהדות ספרד 17	124.2	אשקלון	7100
יהדות ספרד 17	124.3	אשקלון	7100
יהדות ספרד 17	124.4	אשקלון	7100
יהדות ספרד 17	124.5	אשקלון	7100
ברגר דוד 12	127.0	אשקלון	7100
שד' עופר 5	128.0	אשקלון	7100
הגבורה	130.1	אשקלון	7100
הגבורה	130.2	אשקלון	7100
הנשיא 70	131.1	אשקלון	7100
הנשיא 70	131.2	אשקלון	7100
אשדוד	132.0	אשקלון	7100
אשדוד 1	133.0	אשקלון	7100
ניסן 1	139.1	אשקלון	7100
ניסן 1	139.2	אשקלון	7100
ניסן 1	139.3	אשקלון	7100
ניסן 1	139.4	אשקלון	7100
ניסן 1	139.5	אשקלון	7100
ניסן 1	139.6	אשקלון	7100
מילרוד אליעזר	141.0	אשקלון	7100
זונאבנד יחזקאל 12	142.0	אשקלון	7100
"רמב""ם 13"	148.0	אשקלון	7100
הר כנען 8	149.1	אשקלון	7100
הר כנען 8	149.2	אשקלון	7100
הר כנען 8	149.3	אשקלון	7100
הר כנען 8	149.4	אשקלון	7100
הר כנען 8	149.5	אשקלון	7100
לייפר- מילר רחל 1	151.1	אשקלון	7100
לייפר- מילר רחל 1	151.2	אשקלון	7100
לייפר- מילר רחל 1	151.3	אשקלון	7100
שד ירושלים 133	157.0	אשקלון	7100
שד ירושלים 133	159.0	אשקלון	7100
שד עמק חפר 32	160.0	אשקלון	7100
שד' הציונות	161.1	אשקלון	7100
שד' הציונות	161.2	אשקלון	7100
שד' הציונות	161.3	אשקלון	7100
שד' הציונות	161.4	אשקלון	7100
שד' הציונות	161.5	אשקלון	7100
שד' הציונות	161.6	אשקלון	7100
אדמונד דה רוטשילד 4	166.1	אשקלון	7100
אדמונד דה רוטשילד 4	166.2	אשקלון	7100
אדמונד דה רוטשילד 4	166.3	אשקלון	7100
אדמונד דה רוטשילד 4	166.4	אשקלון	7100
אדמונד דה רוטשילד 4	166.5	אשקלון	7100
זונאבנד יחזקאל 12	168.0	אשקלון	7100
מעלה הגת 19	170.1	אשקלון	7100
מעלה הגת 19	170.2	אשקלון	7100
מעלה הגת 19	170.3	אשקלון	7100
מעלה הגת 19	170.4	אשקלון	7100
מעלה הגת 19	170.5	אשקלון	7100
מעלה הגת 19	170.6	אשקלון	7100
מעלה הגת 19	170.7	אשקלון	7100
מעלה הגת 19	170.8	אשקלון	7100
מעלה הגת 19	170.9	אשקלון	7100
שד ירושלים 133	186.0	אשקלון	7100
שד עמק האלה 3	188.1	אשקלון	7100
שד עמק האלה 3	188.2	אשקלון	7100
שד עמק האלה 3	188.3	אשקלון	7100
שד עמק האלה 3	188.4	אשקלון	7100
שד עמק האלה 3	188.5	אשקלון	7100
שד עמק האלה 3	188.6	אשקלון	7100
אשדוד	952.1	אשקלון	7100
אשדוד	952.2	אשקלון	7100
באר גנים 16	1.0	באר גנים	1376
באר גנים 16	2.0	באר גנים	1376
באר טוביה	1.0	באר טוביה	155
באר טוביה	2.0	באר טוביה	155
ביצרון	1.0	ביצרון	234
ביצרון	2.0	ביצרון	234
בית גוברין	1.0	בית גוברין	619
בית ניר	1.0	בית ניר	16
בית עזרא	1.0	בית עזרא	756
בית עזרא	2.0	בית עזרא	756
בית שקמה	1.0	בית שקמה	747
בני דקלים	1.0	בני דקלים	1368
ברור חיל	1.1	ברור חיל	428
ברור חיל	1.2	ברור חיל	428
ברכיה	1.0	ברכיה	746
ברכיה	2.0	ברכיה	746
בת הדר	1.0	בת הדר	1323
גבים	1.0	גבים	424
גבעתי	1.1	גבעתי	793
גבעתי	1.2	גבעתי	793
גברעם	1.0	גברעם	342
גיאה	1.0	גיאה	706
גלאון	1.0	גלאון	393
גת (קיבוץ)	1.0	גת (קיבוץ)	340
דורות	1.0	דורות	336
הודיה	1.0	הודיה	726
ורדון	1.0	ורדון	1133
זבדיאל	1.0	זבדיאל	815
זוהר	1.0	זוהר	44
זיקים	1.1	זיקים	584
זיקים	1.2	זיקים	584
זרחיה	1.0	זרחיה	818
חלץ	1.0	חלץ	820
חצב	1.0	חצב	700
חצב	2.0	חצב	700
חצור-אשדוד	1.1	חצור-אשדוד	406
חצור-אשדוד	1.2	חצור-אשדוד	406
יד מרדכי	1.1	יד מרדכי	358
יד מרדכי	1.2	יד מרדכי	358
יד נתן	1.0	יד נתן	775
יכיני	1.0	יכיני	811
ינון	1.0	ינון	2011
ינון	2.0	ינון	2011
כוכב מיכאל	1.1	כוכב מיכאל	824
כוכב מיכאל	1.2	כוכב מיכאל	824
כפר אחים	1.0	כפר אחים	690
האלון	1.0	"כפר הרי""ף"	888
כפר ורבורג	1.0	כפר ורבורג	320
כפר ורבורג	2.0	כפר ורבורג	320
כפר מנחם	1.0	כפר מנחם	274
כפר מנחם	2.0	כפר מנחם	274
כפר סילבר	1.0	כפר סילבר	107
כפר עזה	1.1	כפר עזה	845
כפר עזה	1.2	כפר עזה	845
כרמי קטיף	1.0	כרמי קטיף	1374
כרמיה	1.0	כרמיה	768
לכיש	1.0	לכיש	24
מבקיעים	1.0	מבקיעים	573
מחנה מרים	1.0	מחנה מרים	1414
מנוחה	1.0	מנוחה	2030
מפלסים	1.1	מפלסים	668
מפלסים	1.2	מפלסים	668
מרכז שפירא	3.1	מרכז שפירא	1098
מרכז שפירא	3.2	מרכז שפירא	1098
מרכז שפירא	3.3	מרכז שפירא	1098
משואות יצחק	1.0	משואות יצחק	620
משען	1.1	משען	791
משען	1.2	משען	791
נגבה	1.1	נגבה	315
נגבה	1.2	נגבה	315
נהורה	1.0	נהורה	309
נהורה	2.0	נהורה	309
נוגה	1.0	נוגה	55
נווה מבטח	1.0	נווה מבטח	827
נועם	1.0	נועם	15
נחל עוז	1.0	נחל עוז	844
נחלה	1.0	נחלה	2045
נטע 1	1.0	נטע	1369
דוד המלך 1	2.1	ניצן	351
דוד המלך 1	2.2	ניצן	351
דוד המלך 1	2.3	ניצן	351
משעול התמר	1.0	ניצן ב'	1419
משעול התמר	3.0	ניצן ב'	1419
ניצנים	1.0	ניצנים	359
ניר בנים	1.0	ניר בנים	553
"ניר ח""ן"	1.0	"ניר ח""ן"	11
ניר ישראל	1.0	ניר ישראל	699
ניר עם	1.0	ניר עם	348
נתיב העשרה	1.1	נתיב העשרה	1242
נתיב העשרה	1.2	נתיב העשרה	1242
סגולה	1.0	סגולה	2046
עוזה	1.0	עוזה	826
עוצם	1.0	עוצם	32
עזר	1.0	עזר	1149
עזריקם	1.0	עזריקם	817
עזריקם	2.0	עזריקם	817
עין צורים	1.0	עין צורים	622
ערוגות	1.1	ערוגות	593
ערוגות	1.2	ערוגות	593
קוממיות	1.0	קוממיות	766
שד העצמאות	1.0	קרית גת	2630
רחבת גד 13	2.0	קרית גת	2630
שד לכיש	3.0	קרית גת	2630
רחבת גד 13	4.0	קרית גת	2630
רחבת ירמיהו 3	5.0	קרית גת	2630
שד העצמאות 66	10.1	קרית גת	2630
שד העצמאות 66	10.2	קרית גת	2630
שד העצמאות 66	10.3	קרית גת	2630
שד העצמאות 66	10.4	קרית גת	2630
הזית	11.0	קרית גת	2630
הדקל 10	12.1	קרית גת	2630
הדקל 10	12.2	קרית גת	2630
הדקל 10	12.3	קרית גת	2630
הכרמל	14.1	קרית גת	2630
הכרמל	14.2	קרית גת	2630
הזית	15.0	קרית גת	2630
שמואל הנביא 13	16.0	קרית גת	2630
מירון 2	17.0	קרית גת	2630
שמואל הנביא 13	18.0	קרית גת	2630
שד לכיש	19.0	קרית גת	2630
רחבת גד 13	20.0	קרית גת	2630
החלוץ 52	21.0	קרית גת	2630
החלוץ 52	22.0	קרית גת	2630
שד לכיש	23.0	קרית גת	2630
מירון 2	24.0	קרית גת	2630
שד העצמאות 30	26.0	קרית גת	2630
שמואל הנביא 13	28.0	קרית גת	2630
יפתח הגלעדי 11	29.0	קרית גת	2630
יפתח הגלעדי 10	30.0	קרית גת	2630
אהוד בן גרא 3	31.0	קרית גת	2630
אהוד בן גרא 9	32.0	קרית גת	2630
אהוד בן גרא 3	33.0	קרית גת	2630
אהוד בן גרא 3	34.0	קרית גת	2630
אהוד בן גרא 3	35.0	קרית גת	2630
יפתח הגלעדי 11	36.0	קרית גת	2630
אהוד בן גרא 9	37.0	קרית גת	2630
יפתח הגלעדי 11	38.0	קרית גת	2630
יפתח הגלעדי 10	39.0	קרית גת	2630
אהוד בן גרא 9	40.0	קרית גת	2630
החלוץ	41.0	קרית גת	2630
החלוץ	42.0	קרית גת	2630
אהוד בן גרא 9	43.0	קרית גת	2630
אהוד בן גרא 9	44.0	קרית גת	2630
מירון 2	45.0	קרית גת	2630
נופך 19	47.1	קרית גת	2630
נופך 19	47.2	קרית גת	2630
נופך 19	47.3	קרית גת	2630
הנרייטה סאלד 5	47.4	קרית גת	2630
בית יוסף 45	48.1	קרית גת	2630
בית יוסף 45	48.2	קרית גת	2630
שד גת 120	49.1	קרית גת	2630
שד גת 120	49.2	קרית גת	2630
שד גת 120	49.3	קרית גת	2630
שד גת 120	49.4	קרית גת	2630
שד גת 120	49.5	קרית גת	2630
"מבוא תש""ח 5"	51.0	קרית גת	2630
"מבוא תש""ח 5"	52.0	קרית גת	2630
גאון הירדן 2	57.1	קרית גת	2630
גאון הירדן 2	57.2	קרית גת	2630
גאון הירדן 2	57.3	קרית גת	2630
גאון הירדן 2	57.4	קרית גת	2630
הגבורה 37	61.0	קרית גת	2630
שד מלכי ישראל 81	63.0	קרית גת	2630
הגבורה 37	64.0	קרית גת	2630
שד מלכי ישראל 81	65.0	קרית גת	2630
הגבורה 37	67.0	קרית גת	2630
"האדמו""ר מחב""ד 28"	68.1	קרית גת	2630
"האדמו""ר מחב""ד 28"	68.2	קרית גת	2630
הגבורה 37	69.0	קרית גת	2630
המעפיל 1	70.1	קרית גת	2630
המעפיל 1	70.2	קרית גת	2630
המעפיל 1	70.3	קרית גת	2630
המעפיל 1	70.4	קרית גת	2630
המעפיל 1	70.5	קרית גת	2630
"מבוא תש""ח 5"	71.0	קרית גת	2630
בית יוסף 18	72.1	קרית גת	2630
בית יוסף 18	72.2	קרית גת	2630
שדרות אבני החושן 74	75.0	קרית גת	2630
אהוד בן גרא 9	76.0	קרית גת	2630
גובר רבקה ומרדכי	1.1	קרית מלאכי	1034
גובר רבקה ומרדכי	1.2	קרית מלאכי	1034
גובר רבקה ומרדכי	1.3	קרית מלאכי	1034
ז'בוטינסקי	3.1	קרית מלאכי	1034
ז'בוטינסקי	3.2	קרית מלאכי	1034
ז'בוטינסקי	3.3	קרית מלאכי	1034
ז'בוטינסקי	3.4	קרית מלאכי	1034
הנגב	5.0	קרית מלאכי	1034
ספרא 34	6.1	קרית מלאכי	1034
ספרא 34	6.2	קרית מלאכי	1034
ספרא 34	6.3	קרית מלאכי	1034
סאן דייגו	7.0	קרית מלאכי	1034
שד ירושלים	8.1	קרית מלאכי	1034
שד ירושלים	8.2	קרית מלאכי	1034
שד ירושלים	8.3	קרית מלאכי	1034
שד ירושלים	8.4	קרית מלאכי	1034
שד ירושלים	8.5	קרית מלאכי	1034
הורדים 16	12.1	קרית מלאכי	1034
הורדים 16	12.2	קרית מלאכי	1034
הורדים 16	12.3	קרית מלאכי	1034
הורדים 16	12.4	קרית מלאכי	1034
הנגב	14.0	קרית מלאכי	1034
הנגב	15.0	קרית מלאכי	1034
בר יהודה	24.1	קרית מלאכי	1034
בר יהודה	24.2	קרית מלאכי	1034
בר יהודה	24.3	קרית מלאכי	1034
בר יהודה	24.4	קרית מלאכי	1034
בר יהודה	24.5	קרית מלאכי	1034
בר יהודה	24.6	קרית מלאכי	1034
שד בן גוריון 38	950.0	קרית מלאכי	1034
רבדים	1.0	רבדים	564
רווחה	1.0	רווחה	2051
רוחמה	1.0	רוחמה	362
שדה דוד	1.0	שדה דוד	36
שדה יואב	1.0	שדה יואב	293
שדה משה	1.0	שדה משה	18
שדה עוזיהו	1.0	שדה עוזיהו	739
שדה עוזיהו	2.0	שדה עוזיהו	739
יוספטל 1	1.1	שדרות	1031
יוספטל 1	1.2	שדרות	1031
משעול הנשיא	2.1	שדרות	1031
משעול הנשיא	2.2	שדרות	1031
שד בגין מנחם 14	3.0	שדרות	1031
הבנים	4.1	שדרות	1031
הבנים	4.2	שדרות	1031
משעול פעמונית	5.1	שדרות	1031
משעול פעמונית	5.2	שדרות	1031
לוטם	6.1	שדרות	1031
לוטם	6.2	שדרות	1031
שאר ישוב	7.1	שדרות	1031
שאר ישוב	7.2	שדרות	1031
שאר ישוב	7.3	שדרות	1031
שאר ישוב	7.4	שדרות	1031
שד בגין מנחם 14	9.0	שדרות	1031
שד בגין מנחם 14	11.0	שדרות	1031
משה רבנו 120	15.0	שדרות	1031
שד בגין מנחם 14	19.0	שדרות	1031
הדגל 7	20.0	שדרות	1031
דיין משה 903	21.1	שדרות	1031
דיין משה 903	21.2	שדרות	1031
דיין משה 903	21.3	שדרות	1031
דיין משה 903	21.4	שדרות	1031
דיין משה 903	21.5	שדרות	1031
דיין משה 903	21.6	שדרות	1031
דיין משה 903	21.7	שדרות	1031
יהושע בן נון 5	23.1	שדרות	1031
יהושע בן נון 5	23.2	שדרות	1031
יהושע בן נון 5	23.3	שדרות	1031
משה רבנו 120	24.0	שדרות	1031
קרן קיימת לישראל 906	26.1	שדרות	1031
