L,R,C,A,O,S,M,Total,Highest,Lat,Long
48,118,109,0,2,0,3,280,R,30.954279881000048,34.69257271300006
2,20,41,0,0,0,16,79,C,30.954279881000048,35.380472792000035
58,49,108,0,3,0,1,219,C,30.991513565000048,34.75706334600005
131,36,139,0,1,0,3,310,C,31.003924793000067,34.778560223000056
265,2965,506,77,953,0,32,4798,R,30.991513565000048,34.92903836500005
2,4,5,919,0,0,8,938,A,31.01633602100003,34.714069591000055
16,143,21,0,0,0,0,180,R,31.05356970500003,34.69257271300006
187,61,180,3,0,0,3,434,L,31.041158477000067,34.714069591000055
132,2400,427,20,470,0,15,3464,R,31.05356970500003,35.03652275300004
69,929,148,2,198,0,10,1356,R,31.06598093300005,35.01502587500005
495,8325,1514,16,1509,0,51,11910,R,31.078392161000068,35.03652275300004
47,24,125,1277,6,0,19,1498,A,31.10321461700005,34.95053524300005
10,14,41,1365,3,0,18,1451,A,31.09080338900003,34.97203212000005
0,191,1,0,54,0,1,247,R,31.14044830100005,34.327125796000075
4,2,3,605,3,0,4,621,A,31.152859529000068,34.90754148800005
10,8,8,630,2,0,14,672,A,31.152859529000068,35.03652275300004
5,16,10,2,1,0,1,35,R,31.14044830100005,35.35897591500003
0,135,0,0,131,0,0,266,R,31.16527075700003,34.327125796000075
65,92,103,3345,17,0,62,3684,A,31.16527075700003,35.01502587500005
40,157,92,0,6,0,16,311,R,31.19009321300007,34.327125796000075
28,40,87,1,0,0,6,162,C,31.19009321300007,34.37011955100007
129,39,105,2,1,0,1,277,L,31.20250444100003,34.52059769300007
23,13,50,4253,7,0,28,4374,A,31.20250444100003,34.821553978000054
18,37,34,2898,4,0,33,3024,A,31.19009321300007,34.84305085600005
13,12,17,1810,6,0,19,1877,A,31.19009321300007,34.92903836500005
0,89,0,0,6,0,0,95,R,31.21491566900005,34.28413204100008
42,144,186,0,6,0,44,422,C,31.21491566900005,34.327125796000075
217,55,178,6,1,0,40,497,L,31.22732689700007,34.34862267400007
64,294,175,2,35,0,29,599,R,31.22732689700007,34.434610183000075
86,44,53,2,0,0,2,187,L,31.21491566900005,34.45610706100007
8,58,79,0,0,0,1,146,C,31.22732689700007,34.64957895800006
1152,12467,3683,86,1151,0,79,18618,R,31.22732689700007,34.778560223000056
41,208,188,6,12,0,109,564,R,31.21491566900005,34.886044611000045
0,0,0,0,0,0,0,0,L,31.22732689700007,35.03652275300004
3,2,36,359,0,0,4,404,A,31.22732689700007,35.208497772000044
12,33,19,0,2,0,1,67,R,31.23973812500003,34.28413204100008
54,37,106,1,0,0,4,202,C,31.23973812500003,34.327125796000075
34,72,78,0,2,0,19,205,C,31.25214935300005,34.39161642800008
87,214,163,3,40,0,93,600,R,31.23973812500003,34.41311330600007
185,32,368,2,1,0,1,589,C,31.23973812500003,34.714069591000055
404,3961,1299,18,523,0,14,6219,R,31.23973812500003,34.75706334600005
1397,14966,4364,77,2347,0,185,23336,R,31.25214935300005,34.778560223000056
408,3856,1193,68,568,0,27,6120,R,31.23973812500003,34.80005710100005
53,797,178,15,144,0,11,1198,R,31.25214935300005,34.821553978000054
64,59,141,6739,16,0,49,7068,A,31.25214935300005,34.86454773300005
13,15,127,638,18,0,27,838,A,31.25214935300005,34.95053524300005
1,1,32,115,1,0,0,150,A,31.25214935300005,35.03652275300004
55,48,219,3372,56,0,80,3830,A,31.25214935300005,35.07951650800004
82,37,176,2085,10,0,42,2432,A,31.23973812500003,35.101013385000044
575,4779,2501,119,3103,0,69,11146,R,31.25214935300005,35.208497772000044
105,144,277,0,7,0,20,553,C,31.27697180900003,34.434610183000075
432,8682,1986,24,1157,0,80,12361,R,31.26456058100007,34.75706334600005
167,3426,803,20,1578,0,54,6048,R,31.27697180900003,34.778560223000056
1034,9434,2844,194,1398,0,96,15000,R,31.26456058100007,34.80005710100005
790,1630,2102,37,51,0,14,4624,C,31.26456058100007,34.84305085600005
14,9,38,988,3,0,26,1078,A,31.26456058100007,34.886044611000045
67,37,187,228,12,0,358,889,M,31.27697180900003,34.90754148800005
0,0,0,0,0,0,0,0,L,31.26456058100007,35.05801963000005
21,4,20,200,2,0,10,257,A,31.27697180900003,35.07951650800004
96,887,445,8,138,0,18,1592,R,31.27697180900003,35.208497772000044
180,18,126,3,0,0,3,330,L,31.30179426500007,34.434610183000075
84,26,126,3,1,0,1,241,C,31.30179426500007,34.52059769300007
47,729,108,2,130,0,3,1019,R,31.30179426500007,34.606585203000066
51,884,159,1,161,0,5,1261,R,31.28938303700005,34.62808208100006
495,4774,1813,61,532,0,34,7709,R,31.28938303700005,34.80005710100005
186,23,102,2195,8,0,86,2600,A,31.28938303700005,34.92903836500005
61,31,41,912,9,0,35,1089,A,31.30179426500007,34.95053524300005
9,2,101,55,0,0,3,170,C,31.28938303700005,35.05801963000005
36,11,27,280,3,0,2,359,A,31.30179426500007,35.07951650800004
22,23,74,461,1,0,21,602,A,31.28938303700005,35.101013385000044
135,21,112,1,2,0,3,274,L,31.32661672100005,34.39161642800008
104,18,96,1,1,0,4,224,L,31.31420549300003,34.41311330600007
25,269,44,0,129,0,87,554,R,31.32661672100005,34.56359144800007
32,195,91,0,22,0,23,363,R,31.31420549300003,34.58508832600006
42,305,120,1,31,0,41,540,R,31.32661672100005,34.606585203000066
443,5460,713,9,5128,0,69,11822,R,31.31420549300003,34.62808208100006
66,503,135,0,35,0,22,761,R,31.32661672100005,34.64957895800006
1,60,7,0,804,0,0,872,O,31.31420549300003,34.67107583600006
17,28,29,0,1,0,0,75,C,31.32661672100005,34.69257271300006
98,35,79,3237,7,0,75,3531,A,31.32661672100005,34.86454773300005
697,2224,2110,32,86,0,24,5173,R,31.32661672100005,34.95053524300005
1,3,1,86,0,0,3,94,A,31.32661672100005,35.03652275300004
40,33,102,2,1,0,1,179,C,31.351439176000042,34.39161642800008
22,341,29,0,98,0,12,502,R,31.339027948000023,34.62808208100006
6,68,14,140,3,0,7,238,A,31.351439176000042,34.73556646800006
0,0,0,0,0,0,0,0,L,31.339027948000023,34.886044611000045
3,196,6,0,5,0,1,211,R,31.351439176000042,34.90754148800005
24,21,21,1,0,0,3,70,L,31.339027948000023,35.101013385000044
75,20,47,1,1,0,2,146,L,31.376261632000023,34.39161642800008
46,153,32,0,22,0,1,254,R,31.36385040400006,34.62808208100006
56,71,64,3,7,0,0,201,R,31.376261632000023,34.64957895800006
185,90,246,0,0,0,2,523,C,31.36385040400006,34.714069591000055
760,136,770,1768,19,0,80,3533,A,31.376261632000023,34.73556646800006
59,223,189,0,5,0,1,477,R,31.36385040400006,34.75706334600005
664,1180,1784,48,31,0,13,3720,C,31.376261632000023,34.821553978000054
140,18,143,1,0,0,0,302,C,31.376261632000023,34.86454773300005
26,274,68,0,13,0,1,382,R,31.376261632000023,34.95053524300005
23,211,76,0,3,0,14,327,R,31.36385040400006,35.05801963000005
4,227,2,0,6,0,0,239,R,31.36385040400006,35.101013385000044
107,15,131,0,0,0,1,254,C,31.388672860000042,34.45610706100007
26,340,16,0,50,0,8,440,R,31.388672860000042,34.58508832600006
22,972,35,0,189,0,14,1232,R,31.40108408800006,34.606585203000066
56,171,52,0,12,0,8,299,R,31.388672860000042,34.62808208100006
9,7,16,705,3,0,18,758,A,31.40108408800006,34.73556646800006
450,169,486,13111,120,0,946,15282,A,31.388672860000042,34.75706334600005
168,65,275,0,1,0,3,512,C,31.40108408800006,34.821553978000054
21,136,73,0,4,0,4,238,R,31.40108408800006,34.90754148800005
13,268,21,0,10,0,4,316,R,31.388672860000042,35.01502587500005
1,489,5,0,10,0,1,506,R,31.388672860000042,35.101013385000044
353,41,247,2,1,0,4,648,L,31.413495316000024,34.499100816000066
4,177,2,0,32,0,0,215,R,31.425906544000043,34.52059769300007
0,0,0,0,0,0,0,0,L,31.425906544000043,34.56359144800007
220,6744,651,4,5296,0,66,12981,R,31.413495316000024,34.58508832600006
52,1553,98,0,1149,0,16,2868,R,31.425906544000043,34.606585203000066
17,168,37,0,19,0,12,253,R,31.425906544000043,34.64957895800006
12,155,47,0,77,0,18,309,R,31.425906544000043,34.69257271300006
276,42,278,259,2,0,12,869,C,31.413495316000024,34.75706334600005
1,214,1,0,4,0,0,220,R,31.425906544000043,35.165504018000036
18,211,28,0,4,0,2,263,R,31.450729000000024,34.52059769300007
10,826,33,1,48,0,5,923,R,31.43831777200006,34.542094571000064
9,267,9,0,46,0,2,333,R,31.450729000000024,34.56359144800007
32,497,81,0,1703,0,4,2317,O,31.43831777200006,34.58508832600006
3,146,9,0,105,0,1,264,R,31.450729000000024,34.606585203000066
85,364,138,0,40,0,10,637,R,31.450729000000024,34.64957895800006
43,168,68,0,26,0,8,313,R,31.43831777200006,34.67107583600006
44,152,81,0,37,0,13,327,R,31.43831777200006,34.714069591000055
184,100,261,1,5,0,2,553,C,31.43831777200006,34.75706334600005
1,216,5,0,56,0,0,278,R,31.43831777200006,34.886044611000045
2,335,3,0,10,0,0,350,R,31.43831777200006,35.01502587500005
91,25,113,0,1,0,3,233,C,31.463140228000043,34.499100816000066
39,293,114,1,6,0,4,457,R,31.463140228000043,34.542094571000064
24,271,29,0,39,0,8,371,R,31.475551456000062,34.606585203000066
10,154,15,0,29,0,4,212,R,31.463140228000043,34.62808208100006
36,177,96,0,53,0,19,381,R,31.475551456000062,34.64957895800006
67,101,75,0,16,0,27,286,R,31.463140228000043,34.67107583600006
1,148,5,0,18,0,0,172,R,31.475551456000062,35.165504018000036
120,39,153,1,2,0,3,318,C,31.475551456000062,35.380472792000035
158,50,288,2,1,0,2,501,C,31.487962684000024,34.542094571000064
143,61,267,1,1,0,4,477,C,31.500373912000043,34.56359144800007
148,38,158,1,2,0,4,351,C,31.500373912000043,34.606585203000066
63,85,116,0,13,0,8,285,C,31.487962684000024,34.62808208100006
154,41,203,1,1,0,4,404,C,31.500373912000043,34.64957895800006
140,28,175,0,1,0,3,347,C,31.500373912000043,34.69257271300006
0,183,3,0,5,0,0,191,R,31.487962684000024,34.92903836500005
0,121,1,0,1,0,0,123,R,31.487962684000024,34.97203212000005
0,252,0,0,9,0,0,261,R,31.500373912000043,35.07951650800004
226,899,286,2,160,0,15,1588,R,31.512785140000062,34.58508832600006
509,3785,491,9,671,0,29,5494,R,31.525196368000024,34.606585203000066
7,516,30,0,22,0,7,582,R,31.525196368000024,34.90754148800005
51,48,108,0,0,0,15,222,C,31.512785140000062,34.92903836500005
17,2001,47,2,160,0,5,2232,R,31.525196368000024,35.12251026300004
121,29,155,0,1,0,3,309,C,31.550018824000063,34.56359144800007
548,4433,555,3,694,0,36,6269,R,31.537607596000043,34.58508832600006
147,50,274,1,0,0,0,472,C,31.550018824000063,34.606585203000066
184,87,243,4,1,0,9,528,C,31.550018824000063,34.64957895800006
10,200,15,0,57,0,13,295,R,31.550018824000063,34.778560223000056
1,177,0,0,1,0,1,180,R,31.550018824000063,34.90754148800005
32,61,68,1,2,0,2,166,C,31.537607596000043,34.92903836500005
1,216,8,0,4,0,1,230,R,31.537607596000043,35.101013385000044
7,1052,22,0,39,0,4,1124,R,31.550018824000063,35.12251026300004
73,146,281,1,6,0,19,526,C,31.562430052000025,34.542094571000064
193,80,240,5,7,0,6,531,C,31.574841280000044,34.56359144800007
18,162,16,0,30,0,18,244,R,31.574841280000044,34.64957895800006
9,297,21,2,112,0,8,449,R,31.562430052000025,34.67107583600006
14,168,57,1,55,0,18,313,R,31.574841280000044,34.69257271300006
2,213,7,0,53,0,6,281,R,31.574841280000044,34.73556646800006
1,171,13,0,40,0,2,227,R,31.562430052000025,34.80005710100005
135,52,264,2,1,0,9,463,C,31.562430052000025,34.84305085600005
3,147,32,1,5,0,2,190,R,31.562430052000025,35.01502587500005
1,191,10,0,16,0,2,220,R,31.574841280000044,35.03652275300004
43,61,67,1,2,0,3,177,C,31.562430052000025,35.40196967000003
171,97,204,2,3,0,1,478,C,31.599663736000025,34.52059769300007
55,49,124,0,3,0,3,234,C,31.599663736000025,34.606585203000066
7,133,23,0,30,0,6,199,R,31.599663736000025,34.69257271300006
15,834,15,0,190,0,3,1057,R,31.587252508000063,34.75706334600005
124,1515,414,0,443,0,23,2519,R,31.599663736000025,34.778560223000056
78,13,130,2,0,0,1,224,C,31.599663736000025,34.90754148800005
1,119,0,0,154,0,0,274,O,31.587252508000063,35.18700089500004
0,102,1,0,146,0,0,249,O,31.587252508000063,35.22999465000004
126,3,74,990,3,0,19,1215,A,31.599663736000025,35.33747903700004
110,72,134,2,0,0,2,320,C,31.612074964000044,34.542094571000064
21,139,85,0,24,0,5,274,R,31.612074964000044,34.58508832600006
127,256,377,1,3,0,42,806,C,31.624486192000063,34.606585203000066
64,542,177,0,119,0,91,993,R,31.624486192000063,34.69257271300006
81,255,192,1,52,0,83,664,R,31.612074964000044,34.714069591000055
784,12902,3627,7,5490,0,238,23048,R,31.612074964000044,34.75706334600005
77,998,252,0,304,0,11,1642,R,31.624486192000063,34.778560223000056
30,102,151,0,2,0,18,303,C,31.612074964000044,34.80005710100005
15,496,48,0,32,0,2,593,R,31.624486192000063,34.95053524300005
1,407,4,0,36,0,0,448,R,31.612074964000044,35.101013385000044
405,11491,2586,18,2603,0,221,17324,R,31.649308648000044,34.56359144800007
58,371,132,1,83,0,183,828,R,31.649308648000044,34.606585203000066
240,119,439,1,4,0,9,812,C,31.636897420000025,34.67107583600006
6,129,8,0,196,0,3,342,O,31.636897420000025,34.714069591000055
8,233,9,0,315,0,59,624,O,31.649308648000044,34.73556646800006
5,227,26,0,41,0,28,327,R,31.649308648000044,34.778560223000056
133,17,167,0,1,0,0,318,C,31.636897420000025,34.84305085600005
167,20,153,4,1,0,2,347,L,31.649308648000044,34.86454773300005
25,250,39,0,36,0,46,396,R,31.649308648000044,34.993528998000045
45,1816,97,4,36,0,9,2007,R,31.649308648000044,35.12251026300004
4,152,7,0,2,0,0,165,R,31.636897420000025,35.14400714000004
49,2127,92,4,93,0,15,2380,R,31.649308648000044,35.25149152700004
791,9006,2908,18,1362,0,107,14192,R,31.674131104000026,34.56359144800007
495,12622,2235,6,2448,0,126,17932,R,31.661719876000063,34.58508832600006
3,8,23,0,0,0,1,35,C,31.674131104000026,34.606585203000066
18,704,63,1,210,0,181,1177,R,31.661719876000063,34.62808208100006
28,194,58,0,28,0,20,328,R,31.674131104000026,34.64957895800006
162,61,246,3,3,0,6,481,C,31.661719876000063,34.67107583600006
39,74,188,0,6,0,15,322,C,31.661719876000063,34.714069591000055
0,2,0,0,138,0,0,140,O,31.674131104000026,34.73556646800006
93,283,310,2,113,0,15,816,C,31.661719876000063,34.75706334600005
78,145,200,0,21,0,32,476,C,31.674131104000026,34.778560223000056
28,146,50,0,53,0,107,384,R,31.661719876000063,34.80005710100005
124,62,135,4,9,0,53,387,C,31.674131104000026,34.95053524300005
2,539,4,0,46,0,5,596,R,31.661719876000063,35.101013385000044
6,378,18,0,7,0,1,410,R,31.674131104000026,35.12251026300004
67,4334,222,2,99,0,17,4741,R,31.661719876000063,35.14400714000004
25,1531,69,0,63,0,2,1690,R,31.674131104000026,35.165504018000036
135,1152,575,0,143,0,18,2023,R,31.698953560000064,34.56359144800007
970,11861,3971,8,1552,0,118,18480,R,31.686542332000045,34.58508832600006
22,567,37,0,83,0,13,722,R,31.698953560000064,34.606585203000066
60,126,233,1,9,0,38,467,C,31.686542332000045,34.62808208100006
17,301,49,0,4,0,2,373,R,31.698953560000064,34.69257271300006
39,1210,104,0,141,0,3,1497,R,31.686542332000045,34.714069591000055
35,259,95,1,26,0,20,436,R,31.698953560000064,34.73556646800006
5,258,10,0,111,0,23,407,R,31.686542332000045,34.75706334600005
30,173,63,2,59,0,12,339,R,31.686542332000045,34.886044611000045
11,170,16,1,33,0,2,233,R,31.698953560000064,34.90754148800005
190,118,266,5,4,0,3,586,C,31.686542332000045,34.92903836500005
12,411,54,0,54,0,48,579,R,31.698953560000064,34.95053524300005
140,23,177,3,0,0,6,349,C,31.686542332000045,34.97203212000005
11,1038,31,3,3983,0,8,5074,O,31.698953560000064,34.993528998000045
52,215,120,5,15,0,34,441,R,31.686542332000045,35.01502587500005
5,204,1,1,2748,0,1,2960,O,31.686542332000045,35.101013385000044
3,1025,28,2,11033,0,5,12096,O,31.698953560000064,35.12251026300004
9,1095,29,0,22,0,4,1159,R,31.686542332000045,35.14400714000004
93,19,139,0,0,0,3,254,C,31.711364788000026,34.62808208100006
408,4740,1266,4,2195,0,122,8735,R,31.723776016000045,34.73556646800006
79,83,299,1,1,0,13,476,C,31.711364788000026,34.75706334600005
73,136,249,1,6,0,61,526,C,31.723776016000045,34.778560223000056
7,92,10,0,56,0,21,186,R,31.711364788000026,34.92903836500005
10,895,38,0,2826,0,5,3774,O,31.711364788000026,34.97203212000005
43,2540,101,1,6878,0,41,9604,O,31.723776016000045,34.993528998000045
97,184,83,5,10,0,14,393,R,31.711364788000026,35.05801963000005
34,174,43,2,24,0,21,298,R,31.723776016000045,35.07951650800004
754,2653,1609,23,5525,0,27,10591,O,31.711364788000026,35.101013385000044
58,479,186,2,48,0,8,781,R,31.723776016000045,35.165504018000036
131,3638,436,2,913,0,11,5131,R,31.723776016000045,35.208497772000044
70,2286,326,3,569,0,14,3268,R,31.711364788000026,35.22999465000004
9,367,18,0,36,0,6,436,R,31.736187244000064,34.62808208100006
162,539,558,0,116,0,314,1689,C,31.736187244000064,34.67107583600006
37,382,100,0,49,0,185,753,R,31.748598472000026,34.69257271300006
111,95,413,1,7,0,37,664,C,31.736187244000064,34.714069591000055
162,2038,700,4,790,0,108,3802,R,31.736187244000064,34.75706334600005
52,386,174,50,59,0,104,825,R,31.748598472000026,34.778560223000056
80,99,264,1,3,0,21,468,C,31.736187244000064,34.80005710100005
245,72,343,6,4,0,2,672,C,31.736187244000064,34.84305085600005
7,126,16,0,58,0,4,211,R,31.736187244000064,34.886044611000045
209,3571,843,3,535,0,59,5220,R,31.736187244000064,34.97203212000005
418,8131,1271,8,8530,0,120,18478,O,31.748598472000026,34.993528998000045
46,240,163,4,17,0,117,587,R,31.736187244000064,35.05801963000005
746,4715,1817,37,1084,0,48,8447,R,31.748598472000026,35.165504018000036
904,9636,2313,68,2746,0,66,15733,R,31.736187244000064,35.18700089500004
2204,10142,3393,1371,1595,0,97,18802,R,31.748598472000026,35.208497772000044
40,1741,108,112,328,0,11,2340,R,31.736187244000064,35.22999465000004
186,1526,395,19,233,0,38,2397,R,31.748598472000026,35.25149152700004
22,70,120,1,4,0,2,219,C,31.748598472000026,35.46646030200003
707,6692,2892,4,1109,0,56,11460,R,31.761009700000045,34.62808208100006
527,11703,3305,11,1249,0,114,16909,R,31.773420928000064,34.64957895800006
9,225,34,0,72,0,475,815,M,31.761009700000045,34.67107583600006
255,2897,1129,4,384,0,115,4784,R,31.773420928000064,34.69257271300006
0,0,0,0,0,0,0,0,L,31.761009700000045,34.714069591000055
5,23,37,0,2,0,0,67,C,31.773420928000064,34.73556646800006
38,137,217,0,17,0,44,453,C,31.761009700000045,34.75706334600005
8,544,29,3,121,0,11,716,R,31.761009700000045,34.80005710100005
198,27,182,1,2,0,4,414,L,31.773420928000064,34.821553978000054
2,108,6,0,108,0,21,245,R,31.761009700000045,34.886044611000045
249,304,263,16,129,0,8,969,R,31.761009700000045,34.97203212000005
17,240,16,0,48,0,4,325,R,31.773420928000064,34.993528998000045
16,102,13,0,46,0,20,197,R,31.773420928000064,35.03652275300004
93,84,113,3,5,0,45,343,C,31.773420928000064,35.07951650800004
220,30,146,0,1,0,5,402,L,31.773420928000064,35.12251026300004
141,565,324,4,87,0,339,1460,R,31.761009700000045,35.14400714000004
971,2753,1278,45,3922,0,60,9029,O,31.773420928000064,35.165504018000036
1995,10582,3868,81,9572,0,97,26195,R,31.761009700000045,35.18700089500004
4654,12048,5289,535,4051,0,142,26719,R,31.773420928000064,35.208497772000044
2012,6629,3339,158,755,0,94,12987,R,31.761009700000045,35.22999465000004
481,10334,1717,5,1308,0,78,13923,R,31.773420928000064,35.29448528200004
19,549,95,0,33,0,11,707,R,31.761009700000045,35.31598216000003
718,8226,3064,4,1606,0,69,13687,R,31.785832156000026,34.62808208100006
1714,29589,8418,18,11292,0,372,51403,R,31.798243384000045,34.64957895800006
140,4199,822,0,10507,0,47,15715,O,31.785832156000026,34.67107583600006
130,885,609,1,87,0,33,1745,R,31.798243384000045,34.69257271300006
698,2353,2268,8,302,0,52,5681,R,31.785832156000026,34.714069591000055
180,152,543,1,11,0,180,1067,C,31.798243384000045,34.73556646800006
398,3977,1622,4,516,0,141,6658,R,31.785832156000026,34.75706334600005
794,2777,3034,9,225,0,50,6889,C,31.798243384000045,34.778560223000056
3,354,14,0,381,0,0,752,O,31.785832156000026,34.80005710100005
14,1240,21,0,448,0,0,1723,R,31.798243384000045,34.821553978000054
1,12,1,0,281,0,0,295,O,31.798243384000045,34.86454773300005
139,93,312,5,6,0,60,615,C,31.798243384000045,34.90754148800005
96,100,140,1,4,0,83,424,C,31.798243384000045,34.95053524300005
21,301,35,0,57,0,38,452,R,31.785832156000026,34.97203212000005
43,320,76,1,104,0,44,588,R,31.785832156000026,35.01502587500005
9,169,10,0,51,0,18,257,R,31.798243384000045,35.03652275300004
67,170,179,1,1,0,6,424,C,31.785832156000026,35.05801963000005
275,348,514,6,22,0,96,1261,C,31.798243384000045,35.07951650800004
122,276,147,1,45,0,122,713,R,31.785832156000026,35.101013385000044
515,680,999,1958,102,0,106,4360,A,31.798243384000045,35.12251026300004
405,2250,740,11,433,0,16,3855,R,31.785832156000026,35.14400714000004
957,2670,1928,21,299,0,34,5909,R,31.798243384000045,35.165504018000036
2434,8299,3423,103,10399,0,55,24713,O,31.785832156000026,35.18700089500004
83,1478,109,13,23515,0,17,25215,O,31.798243384000045,35.208497772000044
260,2778,374,744,11937,0,49,16142,O,31.785832156000026,35.22999465000004
269,610,388,53,842,0,6,2168,O,31.798243384000045,35.25149152700004
12,1101,29,3,76,0,2,1223,R,31.798243384000045,35.29448528200004
129,3343,524,6,347,0,13,4362,R,31.785832156000026,35.31598216000003
41,31,55,0,0,0,0,127,C,31.798243384000045,35.46646030200003
85,1557,380,1,196,0,16,2235,R,31.823065840000027,34.64957895800006
27,1095,209,0,4034,0,22,5387,O,31.810654612000064,34.67107583600006
32,766,70,1,39,0,9,917,R,31.823065840000027,34.69257271300006
208,979,676,0,75,0,15,1953,R,31.810654612000064,34.714069591000055
240,443,812,4,49,0,69,1617,C,31.823065840000027,34.73556646800006
62,75,225,3,5,0,23,393,C,31.810654612000064,34.75706334600005
350,2721,1378,6,529,0,75,5059,R,31.823065840000027,34.778560223000056
160,122,565,0,4,0,46,897,C,31.810654612000064,34.80005710100005
14,40,56,0,0,0,0,110,C,31.823065840000027,34.821553978000054
0,202,2,0,20,0,1,225,R,31.823065840000027,34.86454773300005
91,103,226,2,2,0,3,427,C,31.823065840000027,34.90754148800005
63,348,104,0,33,0,62,610,R,31.810654612000064,34.92903836500005
185,26,132,7,0,0,0,350,L,31.823065840000027,34.95053524300005
89,155,73,101,38,0,64,520,R,31.810654612000064,34.97203212000005
125,105,193,1,20,0,121,565,C,31.810654612000064,35.01502587500005
214,362,388,679,2297,0,31,3971,O,31.810654612000064,35.101013385000044
481,1328,1286,11,224,0,10,3340,R,31.823065840000027,35.12251026300004
839,1242,1537,15,85,0,16,3734,C,31.810654612000064,35.14400714000004
270,3378,709,11,9038,0,20,13426,O,31.810654612000064,35.18700089500004
54,1174,113,1,4312,0,13,5667,O,31.823065840000027,35.208497772000044
432,2494,731,82,8392,0,18,12149,O,31.810654612000064,35.22999465000004
584,9946,1881,63,2521,0,49,15044,R,31.823065840000027,35.25149152700004
67,1026,230,1,14,0,7,1345,R,31.823065840000027,35.33747903700004
9,917,7,1,76,0,1,1011,R,31.810654612000064,35.40196967000003
15,117,43,0,4,0,1,180,R,31.823065840000027,35.42346654700003
9,84,26,0,2,0,3,124,R,31.810654612000064,35.48795718000002
70,88,204,1,12,0,32,407,C,31.835477068000046,34.714069591000055
6,255,17,0,100,0,116,494,R,31.847888296000065,34.73556646800006
141,150,512,0,9,0,79,891,C,31.835477068000046,34.75706334600005
106,236,341,1,10,0,115,809,C,31.835477068000046,34.80005710100005
156,2079,473,7,487,0,58,3260,R,31.847888296000065,34.821553978000054
142,97,274,0,3,0,6,522,C,31.835477068000046,34.886044611000045
259,210,583,3,8,0,11,1074,C,31.847888296000065,34.90754148800005
45,252,88,0,24,0,23,432,R,31.835477068000046,34.92903836500005
2,821,5,0,155,0,0,983,R,31.847888296000065,35.03652275300004
172,14,84,8,0,0,2,280,L,31.835477068000046,35.05801963000005
145,1539,462,1,743,0,14,2904,R,31.847888296000065,35.165504018000036
1,60,3,0,1325,0,1,1390,O,31.835477068000046,35.18700089500004
166,3577,624,30,2747,0,24,7168,R,31.835477068000046,35.22999465000004
36,1134,162,11,5734,0,16,7093,O,31.847888296000065,35.25149152700004
69,1003,197,2,16,0,10,1297,R,31.835477068000046,35.31598216000003
1620,11760,7581,13,2570,0,146,23690,R,31.872710752000046,34.73556646800006
21,482,46,0,42,0,3,594,R,31.860299524000027,34.75706334600005
444,204,735,6,6,0,13,1408,C,31.860299524000027,34.80005710100005
987,7954,3858,36,1428,0,180,14443,R,31.872710752000046,34.821553978000054
1078,3496,3694,7,269,0,290,8834,C,31.860299524000027,34.84305085600005
531,520,853,3,48,0,46,2001,C,31.872710752000046,34.86454773300005
55,475,178,0,61,0,176,945,R,31.860299524000027,34.886044611000045
93,200,193,2,16,0,36,540,R,31.872710752000046,34.90754148800005
