L,R,C,A,O,S,M,Total,Highest,Lat,Long
1,2,1,82,5,0,2,93,A,31.25214935300005,35.03652275300004
105,26,168,1749,22,0,48,2118,A,31.25214935300005,35.07951650800004
104,17,77,1362,14,0,27,1601,A,31.23973812500003,35.101013385000044
548,4610,3059,65,2922,0,110,11314,R,31.25214935300005,35.208497772000044
79,137,332,0,6,0,2,556,C,31.27697180900003,34.434610183000075
300,8527,2335,32,822,0,103,12119,R,31.26456058100007,34.75706334600005
145,3982,912,11,1366,0,50,6466,R,31.27697180900003,34.778560223000056
906,10798,4053,165,1252,0,147,17321,R,31.26456058100007,34.80005710100005
629,1664,2454,29,26,0,24,4826,C,31.26456058100007,34.84305085600005
22,15,23,557,2,0,15,634,A,31.26456058100007,34.886044611000045
52,44,119,252,201,0,15,683,A,31.27697180900003,34.90754148800005
12,4,18,62,4,0,5,105,A,31.27697180900003,35.07951650800004
89,835,543,7,112,0,25,1611,R,31.27697180900003,35.208497772000044
181,13,145,2,0,0,0,341,L,31.30179426500007,34.434610183000075
102,22,129,2,0,0,1,256,C,31.30179426500007,34.52059769300007
20,728,160,1,99,0,12,1020,R,31.30179426500007,34.606585203000066
16,875,208,0,119,0,13,1231,R,31.28938303700005,34.62808208100006
301,4687,2331,34,340,0,38,7731,R,31.28938303700005,34.80005710100005
136,15,53,974,1,0,9,1188,A,31.28938303700005,34.92903836500005
99,36,73,885,26,0,20,1139,A,31.30179426500007,34.95053524300005
22,2,76,18,1,0,5,124,C,31.28938303700005,35.05801963000005
78,25,29,189,6,0,6,333,A,31.30179426500007,35.07951650800004
50,12,37,170,5,0,44,318,A,31.28938303700005,35.101013385000044
176,23,137,2,1,0,0,339,L,31.32661672100005,34.39161642800008
121,17,108,1,0,0,0,247,L,31.31420549300003,34.41311330600007
8,324,87,0,117,0,3,539,R,31.32661672100005,34.56359144800007
27,191,121,0,23,0,0,362,R,31.31420549300003,34.58508832600006
17,315,179,1,28,0,6,546,R,31.32661672100005,34.606585203000066
179,5436,1048,2,4566,0,75,11306,R,31.31420549300003,34.62808208100006
24,481,220,0,23,0,10,758,R,31.32661672100005,34.64957895800006
0,70,14,0,787,0,2,873,O,31.31420549300003,34.67107583600006
13,30,36,0,0,0,0,79,C,31.32661672100005,34.69257271300006
90,36,145,1409,3,0,22,1705,A,31.32661672100005,34.86454773300005
544,2076,2448,10,48,0,18,5144,C,31.32661672100005,34.95053524300005
1,3,5,52,1,0,2,64,A,31.32661672100005,35.03652275300004
39,29,113,1,0,0,2,184,C,31.351439176000042,34.39161642800008
11,342,52,0,70,0,1,476,R,31.339027948000023,34.62808208100006
18,9,59,67,1,0,13,167,A,31.351439176000042,34.73556646800006
0,0,0,0,0,0,0,0,L,31.339027948000023,34.886044611000045
1,175,10,0,0,0,0,186,R,31.351439176000042,34.90754148800005
21,17,34,0,0,0,4,76,C,31.339027948000023,35.101013385000044
68,21,66,1,0,0,1,157,L,31.376261632000023,34.39161642800008
19,153,57,0,13,0,3,245,R,31.36385040400006,34.62808208100006
37,79,86,1,4,0,2,209,C,31.376261632000023,34.64957895800006
184,71,257,1,0,0,4,517,C,31.36385040400006,34.714069591000055
300,21,207,3076,18,0,20,3642,A,31.376261632000023,34.73556646800006
38,171,223,1,3,0,1,437,C,31.36385040400006,34.75706334600005
551,1108,2076,36,19,0,6,3796,C,31.376261632000023,34.821553978000054
142,17,151,0,0,0,2,312,C,31.376261632000023,34.86454773300005
9,264,102,0,6,0,1,382,R,31.376261632000023,34.95053524300005
16,220,98,0,2,0,0,336,R,31.36385040400006,35.05801963000005
2,241,7,0,3,0,0,253,R,31.36385040400006,35.101013385000044
105,17,149,0,0,0,1,272,C,31.388672860000042,34.45610706100007
8,365,39,0,35,0,2,449,R,31.388672860000042,34.58508832600006
6,1016,95,9,164,0,2,1292,R,31.40108408800006,34.606585203000066
23,178,84,0,7,0,10,302,R,31.388672860000042,34.62808208100006
29,4,19,520,2,0,7,581,A,31.40108408800006,34.73556646800006
428,109,484,10435,125,0,148,11729,A,31.388672860000042,34.75706334600005
150,55,288,1,0,0,1,495,C,31.40108408800006,34.821553978000054
11,153,100,0,3,0,3,270,R,31.40108408800006,34.90754148800005
8,267,37,0,4,0,3,319,R,31.388672860000042,35.01502587500005
1,528,10,0,4,0,3,546,R,31.388672860000042,35.101013385000044
393,35,235,3,1,0,4,671,L,31.413495316000024,34.499100816000066
2,183,10,0,14,0,1,210,R,31.425906544000043,34.52059769300007
94,6712,955,6,4663,0,59,12489,R,31.413495316000024,34.58508832600006
17,1570,169,0,1103,0,14,2873,R,31.425906544000043,34.606585203000066
13,174,53,0,7,0,5,252,R,31.425906544000043,34.64957895800006
10,158,60,1,62,0,1,292,R,31.425906544000043,34.69257271300006
217,41,282,287,1,0,6,834,A,31.413495316000024,34.75706334600005
0,235,2,0,0,0,0,237,R,31.425906544000043,35.165504018000036
17,211,50,0,0,0,0,278,R,31.450729000000024,34.52059769300007
8,823,64,0,42,0,1,938,R,31.43831777200006,34.542094571000064
4,247,30,0,40,0,1,322,R,31.450729000000024,34.56359144800007
22,499,109,0,1729,0,1,2360,O,31.43831777200006,34.58508832600006
2,162,16,0,77,0,1,258,R,31.450729000000024,34.606585203000066
37,378,235,0,27,0,2,679,R,31.450729000000024,34.64957895800006
10,167,112,0,28,0,2,319,R,31.43831777200006,34.67107583600006
26,158,95,0,27,0,4,310,R,31.43831777200006,34.714069591000055
154,84,303,1,2,0,0,544,C,31.43831777200006,34.75706334600005
0,262,2,0,4,0,0,268,R,31.43831777200006,34.886044611000045
1,358,7,0,4,0,0,370,R,31.43831777200006,35.01502587500005
78,31,135,0,1,0,0,245,C,31.463140228000043,34.499100816000066
33,309,144,0,2,0,1,489,R,31.463140228000043,34.542094571000064
10,278,56,0,28,0,2,374,R,31.475551456000062,34.606585203000066
4,158,29,0,18,0,3,212,R,31.463140228000043,34.62808208100006
31,192,119,0,31,0,3,376,R,31.475551456000062,34.64957895800006
57,107,103,0,16,0,7,290,R,31.463140228000043,34.67107583600006
3,169,3,0,3,0,1,179,R,31.475551456000062,35.165504018000036
116,42,162,1,2,0,2,325,C,31.475551456000062,35.380472792000035
152,58,309,3,1,0,5,528,C,31.487962684000024,34.542094571000064
109,61,300,2,1,0,3,476,C,31.500373912000043,34.56359144800007
117,26,198,1,1,0,1,344,C,31.500373912000043,34.606585203000066
41,90,154,0,9,0,1,295,C,31.487962684000024,34.62808208100006
147,42,226,2,0,0,0,417,C,31.500373912000043,34.64957895800006
140,18,189,0,1,0,1,349,C,31.500373912000043,34.69257271300006
1,178,4,0,3,0,0,186,R,31.487962684000024,34.92903836500005
0,124,0,0,1,0,0,125,R,31.487962684000024,34.97203212000005
0,266,0,0,1,0,1,268,R,31.500373912000043,35.07951650800004
125,926,381,2,120,0,15,1569,R,31.512785140000062,34.58508832600006
224,3760,845,9,511,0,45,5394,R,31.525196368000024,34.606585203000066
1,527,41,0,10,0,0,579,R,31.525196368000024,34.90754148800005
42,60,122,0,0,0,0,224,C,31.512785140000062,34.92903836500005
16,2117,74,0,79,0,7,2293,R,31.525196368000024,35.12251026300004
109,25,174,1,1,0,0,310,C,31.550018824000063,34.56359144800007
228,4513,969,3,483,0,49,6245,R,31.537607596000043,34.58508832600006
144,40,307,2,0,0,0,493,C,31.550018824000063,34.606585203000066
150,82,300,4,1,0,3,540,C,31.550018824000063,34.64957895800006
5,218,18,0,36,0,0,277,R,31.550018824000063,34.778560223000056
0,156,0,0,1,0,0,157,R,31.550018824000063,34.90754148800005
18,62,84,0,0,0,0,164,C,31.537607596000043,34.92903836500005
1,217,7,0,1,0,0,226,R,31.537607596000043,35.101013385000044
3,1099,26,0,19,0,2,1149,R,31.550018824000063,35.12251026300004
64,148,306,2,1,0,2,523,C,31.562430052000025,34.542094571000064
168,80,276,0,1,0,0,525,C,31.574841280000044,34.56359144800007
14,160,44,0,22,0,0,240,R,31.574841280000044,34.64957895800006
4,277,25,2,111,0,1,420,R,31.562430052000025,34.67107583600006
10,184,68,0,37,0,0,299,R,31.574841280000044,34.69257271300006
2,187,11,0,67,0,0,267,R,31.574841280000044,34.73556646800006
1,173,9,0,29,0,3,215,R,31.562430052000025,34.80005710100005
141,42,272,1,2,0,2,460,C,31.562430052000025,34.84305085600005
7,149,37,0,2,0,0,195,R,31.562430052000025,35.01502587500005
1,169,13,0,9,0,2,194,R,31.574841280000044,35.03652275300004
33,15,76,0,0,0,1,125,C,31.562430052000025,35.40196967000003
151,81,258,2,1,0,2,495,C,31.599663736000025,34.52059769300007
45,41,157,0,1,0,2,246,C,31.599663736000025,34.606585203000066
7,130,38,0,28,0,0,203,R,31.599663736000025,34.69257271300006
7,810,68,0,142,0,0,1027,R,31.587252508000063,34.75706334600005
73,1538,531,1,306,0,22,2471,R,31.599663736000025,34.778560223000056
74,17,132,1,0,0,3,227,C,31.599663736000025,34.90754148800005
0,118,0,0,137,0,0,255,O,31.587252508000063,35.18700089500004
0,107,2,0,132,0,1,242,O,31.587252508000063,35.22999465000004
214,8,76,549,12,0,6,865,A,31.599663736000025,35.33747903700004
97,67,163,4,0,0,3,334,C,31.612074964000044,34.542094571000064
9,141,116,0,10,0,0,276,R,31.612074964000044,34.58508832600006
100,232,463,1,6,0,3,805,C,31.624486192000063,34.606585203000066
32,562,305,2,85,0,7,993,R,31.624486192000063,34.69257271300006
57,298,266,0,37,0,1,659,R,31.612074964000044,34.714069591000055
515,13740,4066,7,4412,0,223,22963,R,31.612074964000044,34.75706334600005
35,1055,326,2,213,0,16,1647,R,31.624486192000063,34.778560223000056
22,89,186,0,2,0,3,302,C,31.612074964000044,34.80005710100005
16,488,65,0,31,0,2,602,R,31.624486192000063,34.95053524300005
0,425,8,0,15,0,1,449,R,31.612074964000044,35.101013385000044
300,11500,2618,18,1969,0,273,16678,R,31.649308648000044,34.56359144800007
37,473,212,1,58,0,1,782,R,31.649308648000044,34.606585203000066
172,118,524,1,3,0,3,821,C,31.636897420000025,34.67107583600006
1,129,28,0,166,0,0,324,O,31.636897420000025,34.714069591000055
3,285,29,0,315,0,2,634,O,31.649308648000044,34.73556646800006
6,249,46,0,22,0,2,325,R,31.649308648000044,34.778560223000056
136,17,157,0,0,0,0,310,C,31.636897420000025,34.84305085600005
161,15,153,0,0,0,2,331,L,31.649308648000044,34.86454773300005
20,300,45,0,42,0,1,408,R,31.649308648000044,34.993528998000045
49,1882,135,1,23,0,2,2092,R,31.649308648000044,35.12251026300004
0,164,7,0,2,0,0,173,R,31.636897420000025,35.14400714000004
30,2240,149,3,61,0,9,2492,R,31.649308648000044,35.25149152700004
541,8805,3740,15,918,0,137,14156,R,31.674131104000026,34.56359144800007
287,12324,3180,4,1877,0,172,17844,R,31.661719876000063,34.58508832600006
2,9,23,0,0,0,0,34,C,31.674131104000026,34.606585203000066
17,817,125,0,231,0,2,1192,R,31.661719876000063,34.62808208100006
15,207,87,0,28,0,0,337,R,31.674131104000026,34.64957895800006
145,44,286,2,2,0,1,480,C,31.661719876000063,34.67107583600006
32,69,208,0,5,0,1,315,C,31.661719876000063,34.714069591000055
0,5,0,0,133,0,0,138,O,31.674131104000026,34.73556646800006
93,273,361,1,93,0,3,824,C,31.661719876000063,34.75706334600005
73,178,258,0,8,0,1,518,C,31.674131104000026,34.778560223000056
27,211,107,0,43,0,2,390,R,31.661719876000063,34.80005710100005
107,81,195,2,8,0,2,395,C,31.674131104000026,34.95053524300005
4,603,5,0,36,0,2,650,R,31.661719876000063,35.101013385000044
0,406,20,0,0,0,0,426,R,31.674131104000026,35.12251026300004
61,4416,319,2,60,0,13,4871,R,31.661719876000063,35.14400714000004
18,1605,98,0,43,0,9,1773,R,31.674131104000026,35.165504018000036
114,1108,729,0,99,0,12,2062,R,31.698953560000064,34.56359144800007
529,11109,5340,6,1029,0,142,18155,R,31.686542332000045,34.58508832600006
6,525,91,0,52,0,2,676,R,31.698953560000064,34.606585203000066
52,115,275,0,3,0,4,449,C,31.686542332000045,34.62808208100006
12,314,60,0,1,0,1,388,R,31.698953560000064,34.69257271300006
31,1289,149,0,92,0,0,1561,R,31.686542332000045,34.714069591000055
14,280,121,1,22,0,0,438,R,31.698953560000064,34.73556646800006
2,297,17,0,81,0,1,398,R,31.686542332000045,34.75706334600005
0,0,0,0,0,0,0,0,L,31.698953560000064,34.778560223000056
31,170,72,2,47,0,0,322,R,31.686542332000045,34.886044611000045
11,161,22,0,30,0,0,224,R,31.698953560000064,34.90754148800005
182,115,306,4,2,0,3,612,C,31.686542332000045,34.92903836500005
9,443,92,0,29,0,3,576,R,31.698953560000064,34.95053524300005
144,22,175,3,0,0,1,345,C,31.686542332000045,34.97203212000005
8,1071,37,0,3018,0,5,4139,O,31.698953560000064,34.993528998000045
54,222,145,3,17,0,1,442,R,31.686542332000045,35.01502587500005
2,260,5,0,2458,0,2,2727,O,31.686542332000045,35.101013385000044
7,1287,36,1,10281,0,12,11624,O,31.698953560000064,35.12251026300004
2,1119,40,0,17,0,4,1182,R,31.686542332000045,35.14400714000004
89,11,147,0,0,0,2,249,C,31.711364788000026,34.62808208100006
215,5299,1471,3,1434,0,51,8473,R,31.723776016000045,34.73556646800006
58,77,354,2,4,0,2,497,C,31.711364788000026,34.75706334600005
59,155,325,0,5,0,0,544,C,31.723776016000045,34.778560223000056
5,121,29,0,38,0,2,195,R,31.711364788000026,34.92903836500005
9,713,17,0,2265,0,3,3007,O,31.711364788000026,34.97203212000005
26,3097,173,1,6396,0,15,9708,O,31.723776016000045,34.993528998000045
85,183,113,4,8,0,0,393,R,31.711364788000026,35.05801963000005
25,200,80,1,12,0,3,321,R,31.723776016000045,35.07951650800004
643,2491,1929,20,5097,0,19,10199,O,31.711364788000026,35.101013385000044
52,449,220,1,34,0,9,765,R,31.723776016000045,35.165504018000036
69,3828,685,1,584,0,16,5183,R,31.723776016000045,35.208497772000044
27,2269,435,1,421,0,17,3170,R,31.711364788000026,35.22999465000004
0,433,50,0,23,0,2,508,R,31.736187244000064,34.62808208100006
106,632,822,1,87,0,3,1651,C,31.736187244000064,34.67107583600006
20,473,187,0,28,0,8,716,R,31.748598472000026,34.69257271300006
98,75,449,1,5,0,6,634,C,31.736187244000064,34.714069591000055
79,2368,762,18,549,0,28,3804,R,31.736187244000064,34.75706334600005
67,464,230,18,34,0,3,816,R,31.748598472000026,34.778560223000056
62,90,291,1,1,0,0,445,C,31.736187244000064,34.80005710100005
214,54,396,2,2,0,4,672,C,31.736187244000064,34.84305085600005
4,138,19,0,24,0,0,185,R,31.736187244000064,34.886044611000045
148,4032,856,3,381,0,44,5464,R,31.736187244000064,34.97203212000005
275,8559,1540,9,7938,0,108,18429,R,31.748598472000026,34.993528998000045
46,284,228,2,10,0,4,574,R,31.736187244000064,35.05801963000005
645,4982,2119,29,844,0,51,8670,R,31.748598472000026,35.165504018000036
682,9746,3254,56,2245,0,77,16060,R,31.736187244000064,35.18700089500004
1974,10354,4280,801,1243,0,97,18749,R,31.748598472000026,35.208497772000044
51,1880,185,32,206,0,14,2368,R,31.736187244000064,35.22999465000004
161,1586,536,10,162,0,21,2476,R,31.748598472000026,35.25149152700004
23,110,142,0,3,0,1,279,C,31.748598472000026,35.46646030200003
392,6414,3793,4,790,0,47,11440,R,31.761009700000045,34.62808208100006
328,11090,4464,7,912,0,135,16936,R,31.773420928000064,34.64957895800006
9,502,184,0,56,0,5,756,R,31.761009700000045,34.67107583600006
122,2935,1453,0,236,0,34,4780,R,31.773420928000064,34.69257271300006
0,0,0,0,0,0,0,0,L,31.761009700000045,34.714069591000055
8,23,48,0,1,0,0,80,C,31.773420928000064,34.73556646800006
35,158,277,0,9,0,2,481,C,31.761009700000045,34.75706334600005
6,570,39,0,94,0,0,709,R,31.761009700000045,34.80005710100005
197,20,192,1,1,0,3,414,L,31.773420928000064,34.821553978000054
5,139,15,0,76,0,0,235,R,31.761009700000045,34.886044611000045
0,0,0,0,0,0,0,0,L,31.773420928000064,34.95053524300005
244,313,296,15,103,0,2,973,R,31.761009700000045,34.97203212000005
9,259,39,0,36,0,1,344,R,31.773420928000064,34.993528998000045
14,130,25,0,40,0,3,212,R,31.773420928000064,35.03652275300004
85,116,145,4,1,0,1,352,C,31.773420928000064,35.07951650800004
203,26,172,1,1,0,1,404,L,31.773420928000064,35.12251026300004
139,711,524,3,70,0,7,1454,R,31.761009700000045,35.14400714000004
817,3384,1621,31,5835,0,31,11719,O,31.773420928000064,35.165504018000036
1731,10867,4992,63,8490,0,85,26228,R,31.761009700000045,35.18700089500004
4447,12662,6843,373,3271,0,134,27730,R,31.773420928000064,35.208497772000044
1686,6717,4247,120,584,0,70,13424,R,31.761009700000045,35.22999465000004
263,10625,2517,4,981,0,84,14474,R,31.773420928000064,35.29448528200004
8,528,147,0,18,0,4,705,R,31.761009700000045,35.31598216000003
424,8241,4081,3,1165,0,64,13978,R,31.785832156000026,34.62808208100006
1079,29549,10672,56,9816,0,426,51598,R,31.798243384000045,34.64957895800006
97,4074,1223,3,10190,0,69,15656,O,31.785832156000026,34.67107583600006
63,875,742,2,62,0,5,1749,R,31.798243384000045,34.69257271300006
556,2310,2634,5,202,0,24,5731,C,31.785832156000026,34.714069591000055
129,183,743,1,8,0,7,1071,C,31.798243384000045,34.73556646800006
240,3925,2108,5,375,0,65,6718,R,31.785832156000026,34.75706334600005
595,2594,3506,5,138,0,27,6865,C,31.798243384000045,34.778560223000056
0,362,27,0,371,0,2,762,O,31.785832156000026,34.80005710100005
4,1420,34,0,258,0,2,1718,R,31.798243384000045,34.821553978000054
0,14,1,0,288,0,0,303,O,31.798243384000045,34.86454773300005
122,108,377,3,6,0,2,618,C,31.798243384000045,34.90754148800005
102,136,184,1,6,0,0,429,C,31.798243384000045,34.95053524300005
8,332,60,0,40,0,0,440,R,31.785832156000026,34.97203212000005
43,375,106,2,88,0,1,615,R,31.785832156000026,35.01502587500005
5,206,25,0,37,0,1,274,R,31.798243384000045,35.03652275300004
67,159,195,1,3,0,3,428,C,31.785832156000026,35.05801963000005
259,359,632,5,11,0,14,1280,C,31.798243384000045,35.07951650800004
108,335,232,2,37,0,1,715,R,31.785832156000026,35.101013385000044
651,703,1350,871,73,0,63,3711,C,31.798243384000045,35.12251026300004
314,2303,1008,10,273,0,9,3917,R,31.785832156000026,35.14400714000004
955,2937,2797,18,235,0,35,6977,R,31.798243384000045,35.165504018000036
2173,8295,4238,85,7129,0,60,21980,R,31.785832156000026,35.18700089500004
79,1647,175,8,22302,0,23,24234,O,31.798243384000045,35.208497772000044
323,3155,465,370,10797,0,56,15166,O,31.785832156000026,35.22999465000004
261,638,510,43,738,0,7,2197,O,31.798243384000045,35.25149152700004
9,1228,56,2,48,0,1,1344,R,31.798243384000045,35.29448528200004
58,3320,785,1,253,0,22,4439,R,31.785832156000026,35.31598216000003
32,36,67,0,0,0,1,136,C,31.798243384000045,35.46646030200003
45,1493,501,1,156,0,30,2226,R,31.823065840000027,34.64957895800006
30,1185,235,0,3892,0,19,5361,O,31.810654612000064,34.67107583600006
18,767,120,0,26,0,3,934,R,31.823065840000027,34.69257271300006
107,953,860,0,43,0,11,1974,R,31.810654612000064,34.714069591000055
196,479,960,4,28,0,7,1674,C,31.823065840000027,34.73556646800006
56,69,252,2,3,0,0,382,C,31.810654612000064,34.75706334600005
258,2832,1479,12,336,0,41,4958,R,31.823065840000027,34.778560223000056
133,99,657,0,3,0,7,899,C,31.810654612000064,34.80005710100005
11,45,83,0,0,0,0,139,C,31.823065840000027,34.821553978000054
0,195,9,0,12,0,1,217,R,31.823065840000027,34.86454773300005
74,75,263,2,1,0,3,418,C,31.823065840000027,34.90754148800005
42,406,145,0,28,0,5,626,R,31.810654612000064,34.92903836500005
173,12,152,4,0,0,1,342,L,31.823065840000027,34.95053524300005
78,179,114,80,34,0,0,485,R,31.810654612000064,34.97203212000005
103,139,304,0,20,0,2,568,C,31.810654612000064,35.01502587500005
285,459,440,335,2045,0,16,3580,O,31.810654612000064,35.101013385000044
372,1211,1531,5,184,0,13,3316,C,31.823065840000027,35.12251026300004
600,871,1382,8,37,0,19,2917,C,31.810654612000064,35.14400714000004
259,3615,894,8,8589,0,27,13392,O,31.810654612000064,35.18700089500004
47,1379,196,0,4120,0,9,5751,O,31.823065840000027,35.208497772000044
391,2666,1018,53,7833,0,19,11980,O,31.810654612000064,35.22999465000004
448,10318,2640,36,1939,0,65,15446,R,31.823065840000027,35.25149152700004
59,1033,302,1,12,0,8,1415,R,31.823065840000027,35.33747903700004
4,975,13,0,42,0,0,1034,R,31.810654612000064,35.40196967000003
6,105,61,0,3,0,1,176,R,31.823065840000027,35.42346654700003
5,75,44,0,2,0,0,126,R,31.810654612000064,35.48795718000002
49,96,254,1,9,0,1,410,C,31.835477068000046,34.714069591000055
3,321,63,0,90,0,2,479,R,31.847888296000065,34.73556646800006
144,159,591,0,5,0,1,900,C,31.835477068000046,34.75706334600005
101,242,453,1,7,0,3,807,C,31.835477068000046,34.80005710100005
100,2175,596,2,363,0,27,3263,R,31.847888296000065,34.821553978000054
114,96,316,0,1,0,1,528,C,31.835477068000046,34.886044611000045
223,171,690,1,6,0,11,1102,C,31.847888296000065,34.90754148800005
25,247,122,0,21,0,2,417,R,31.835477068000046,34.92903836500005
2,877,8,0,97,0,1,985,R,31.847888296000065,35.03652275300004
148,17,122,7,0,0,1,295,L,31.835477068000046,35.05801963000005
110,1553,621,3,636,0,19,2942,R,31.847888296000065,35.165504018000036
1,72,5,0,1267,0,1,1346,O,31.835477068000046,35.18700089500004
136,4114,844,16,3510,0,51,8671,R,31.835477068000046,35.22999465000004
25,847,124,3,4352,0,18,5369,O,31.847888296000065,35.25149152700004
42,938,297,1,11,0,2,1291,R,31.835477068000046,35.31598216000003
1040,11708,8904,12,1831,0,141,23636,R,31.872710752000046,34.73556646800006
10,499,60,0,32,0,2,603,R,31.860299524000027,34.75706334600005
416,170,812,5,4,0,7,1414,C,31.860299524000027,34.80005710100005
695,7808,4721,18,955,0,112,14309,R,31.872710752000046,34.821553978000054
785,3418,4461,5,179,0,59,8907,C,31.860299524000027,34.84305085600005
477,527,982,4,28,0,8,2026,C,31.872710752000046,34.86454773300005
