L,R,C,A,O,S,M,Total,Highest,Lat,Long
72,209,176,4,32,0,17,510,R,29.539399890000027,34.95053524300005
882,3380,3371,44,527,0,210,8414,R,29.551811118000046,34.92903836500005
761,4055,2699,76,786,0,323,8700,R,29.564222346000065,34.95053524300005
74,22,45,1,2,0,2,146,L,29.576633574000027,34.97203212000005
0,0,0,0,0,0,0,0,L,29.713157082000066,34.993528998000045
0,0,0,0,0,0,0,0,L,29.80003567800003,35.01502587500005
88,12,49,9,2,0,20,180,L,29.824858134000067,35.01502587500005
0,0,0,0,0,0,0,0,L,29.91173673000003,34.993528998000045
211,24,111,5,1,0,9,361,L,29.899325502000067,35.05801963000005
9,16,29,0,0,0,0,54,C,29.93655918500008,34.95053524300005
62,23,64,0,1,0,7,157,C,29.94897041300004,35.05801963000005
45,27,75,0,1,0,53,201,C,29.97379286900008,35.05801963000005
16,7,37,0,2,0,21,83,C,29.98620409700004,35.07951650800004
0,0,0,0,0,0,0,0,L,30.03584900900006,35.03652275300004
61,23,54,0,4,0,17,159,L,30.04826023700008,35.01502587500005
28,15,44,0,0,0,4,91,C,30.08549392100008,35.12251026300004
81,15,131,1,1,0,6,235,C,30.358540937000043,35.165504018000036
0,0,0,0,0,0,0,0,L,30.482653217000063,35.165504018000036
59,35,112,0,0,0,13,219,C,30.569531813000026,35.18700089500004
175,926,223,11,119,0,63,1517,R,30.594354269000064,34.80005710100005
40,181,62,6,8,0,26,323,R,30.619176725000045,34.80005710100005
146,32,156,4,0,0,11,349,C,30.656410409000046,35.25149152700004
96,64,128,0,2,0,17,307,C,30.768111461000046,35.272988405000035
24,35,50,0,5,0,3,117,C,30.792933917000028,34.67107583600006
0,0,0,0,0,0,0,0,L,30.805345145000047,35.25149152700004
51,26,64,0,3,0,4,148,C,30.805345145000047,35.29448528200004
209,73,147,15,0,0,87,531,L,30.854990057000066,34.778560223000056
123,42,80,3,10,0,18,276,L,30.867401285000028,34.80005710100005
0,0,0,0,0,0,0,0,L,30.879812513000047,34.821553978000054
45,68,82,0,2,0,17,214,C,30.90463496900003,34.39161642800008
0,0,0,0,0,0,0,0,L,30.892223741000066,34.41311330600007
0,0,0,0,0,0,0,0,L,30.90463496900003,34.434610183000075
37,37,75,1,1,0,9,160,C,30.929457425000066,35.380472792000035
31,40,60,0,3,0,8,142,C,30.954279881000048,34.69257271300006
12,19,41,0,0,0,6,78,C,30.954279881000048,35.380472792000035
12,38,28,0,5,0,10,93,R,30.991513565000048,34.75706334600005
167,21,100,0,2,0,11,301,L,31.003924793000067,34.778560223000056
172,1649,401,26,957,0,110,3315,R,30.991513565000048,34.92903836500005
3,4,0,35,1,0,5,48,A,31.01633602100003,34.714069591000055
0,0,0,0,0,0,0,0,L,31.05356970500003,34.69257271300006
208,46,117,4,0,0,24,399,L,31.041158477000067,34.714069591000055
11,295,10,325,435,0,28,1104,O,31.041158477000067,34.84305085600005
75,1133,267,14,425,0,52,1966,R,31.05356970500003,35.03652275300004
83,597,141,4,194,0,30,1049,R,31.06598093300005,35.01502587500005
557,5150,1526,23,1637,0,184,9077,R,31.078392161000068,35.03652275300004
23,8,35,420,10,0,22,518,A,31.10321461700005,34.95053524300005
6,5,2,575,6,0,14,608,A,31.09080338900003,34.97203212000005
0,0,0,0,0,0,0,0,L,31.14044830100005,34.327125796000075
0,0,0,0,0,0,0,0,L,31.152859529000068,34.90754148800005
2,2,22,350,0,0,1,377,A,31.152859529000068,35.03652275300004
0,0,0,0,0,0,0,0,L,31.14044830100005,35.35897591500003
0,0,0,0,0,0,0,0,L,31.16527075700003,34.327125796000075
9,25,15,2205,8,0,25,2287,A,31.16527075700003,35.01502587500005
32,228,45,1,48,0,13,367,R,31.19009321300007,34.327125796000075
40,35,53,1,1,0,5,135,C,31.19009321300007,34.37011955100007
133,25,80,0,0,0,9,247,L,31.20250444100003,34.52059769300007
11,13,23,1123,21,0,55,1246,A,31.20250444100003,34.821553978000054
25,14,12,1069,11,0,32,1163,A,31.19009321300007,34.84305085600005
23,13,8,717,18,0,58,837,A,31.19009321300007,34.92903836500005
0,0,0,0,0,0,0,0,L,31.21491566900005,34.28413204100008
55,168,98,0,94,0,6,421,R,31.21491566900005,34.327125796000075
276,30,103,8,4,0,10,431,L,31.22732689700007,34.34862267400007
97,183,118,2,50,0,9,459,R,31.22732689700007,34.434610183000075
84,17,39,4,0,0,1,145,L,31.21491566900005,34.45610706100007
31,38,54,1,2,0,0,126,C,31.22732689700007,34.64957895800006
1063,7226,2708,73,939,0,335,12344,R,31.22732689700007,34.778560223000056
117,118,87,2,20,0,5,349,R,31.21491566900005,34.886044611000045
0,0,0,0,0,0,0,0,L,31.22732689700007,35.03652275300004
0,11,13,229,0,0,5,258,A,31.22732689700007,35.07951650800004
1,3,0,247,0,0,4,255,A,31.22732689700007,35.208497772000044
7,10,9,0,0,0,2,28,R,31.23973812500003,34.28413204100008
65,38,65,0,1,0,1,170,L,31.23973812500003,34.327125796000075
28,51,62,1,2,0,3,147,C,31.25214935300005,34.39161642800008
182,174,104,1,46,0,9,516,L,31.23973812500003,34.41311330600007
283,22,207,0,0,0,19,531,L,31.23973812500003,34.714069591000055
502,2776,1213,14,559,0,110,5174,R,31.23973812500003,34.75706334600005
2020,11954,4254,94,2346,0,658,21326,R,31.25214935300005,34.778560223000056
489,2637,882,38,607,0,141,4794,R,31.23973812500003,34.80005710100005
16,254,55,2,58,0,11,396,R,31.25214935300005,34.821553978000054
36,119,81,2348,50,0,88,2722,A,31.25214935300005,34.86454773300005
13,4,5,104,7,0,17,150,A,31.25214935300005,34.95053524300005
0,1,0,52,1,0,2,56,A,31.25214935300005,35.03652275300004
26,25,9,738,29,0,28,855,A,31.25214935300005,35.07951650800004
28,36,5,696,17,0,18,800,A,31.23973812500003,35.101013385000044
893,4943,2110,57,974,0,321,9298,R,31.25214935300005,35.208497772000044
128,121,176,4,1,0,18,448,C,31.27697180900003,34.434610183000075
543,6664,1798,25,1060,0,205,10295,R,31.26456058100007,34.75706334600005
270,3037,795,13,1024,0,111,5250,R,31.27697180900003,34.778560223000056
1259,8731,2861,114,2186,0,428,15579,R,31.26456058100007,34.80005710100005
1258,1206,1496,39,38,0,125,4162,C,31.26456058100007,34.84305085600005
11,6,0,173,1,0,8,199,A,31.26456058100007,34.886044611000045
28,8,17,177,46,0,4,280,A,31.27697180900003,34.90754148800005
0,0,0,0,0,0,0,0,L,31.27697180900003,35.07951650800004
150,864,323,6,51,0,47,1441,R,31.27697180900003,35.208497772000044
186,10,88,5,0,0,13,302,L,31.30179426500007,34.434610183000075
114,21,81,4,2,0,24,246,L,31.30179426500007,34.52059769300007
31,525,93,0,60,0,23,732,R,31.30179426500007,34.606585203000066
19,243,39,0,53,0,5,359,R,31.28938303700005,34.62808208100006
295,1403,691,9,245,0,52,2695,R,31.28938303700005,34.80005710100005
36,33,6,786,16,0,23,900,A,31.28938303700005,34.92903836500005
10,13,9,308,3,0,11,354,A,31.30179426500007,34.95053524300005
0,0,0,0,0,0,0,0,L,31.28938303700005,35.05801963000005
38,6,11,117,2,0,10,184,A,31.30179426500007,35.07951650800004
5,10,4,194,19,0,20,252,A,31.28938303700005,35.101013385000044
188,14,79,8,1,0,7,297,L,31.32661672100005,34.39161642800008
118,11,97,2,0,0,6,234,L,31.31420549300003,34.41311330600007
52,144,31,0,115,0,4,346,R,31.32661672100005,34.56359144800007
55,68,60,0,21,0,7,211,R,31.31420549300003,34.58508832600006
55,129,86,0,45,0,11,326,R,31.32661672100005,34.606585203000066
614,4038,783,11,3255,0,235,8936,R,31.31420549300003,34.62808208100006
67,252,100,0,61,0,10,490,R,31.32661672100005,34.64957895800006
0,37,6,1,628,0,2,674,O,31.31420549300003,34.67107583600006
15,24,16,0,0,0,3,58,R,31.32661672100005,34.69257271300006
15,25,4,1904,9,0,34,1991,A,31.32661672100005,34.86454773300005
729,1467,1306,8,69,0,138,3717,R,31.32661672100005,34.95053524300005
1,2,0,29,1,0,2,35,A,31.32661672100005,35.03652275300004
66,21,90,0,0,0,8,185,C,31.351439176000042,34.39161642800008
27,195,21,0,106,0,2,351,R,31.339027948000023,34.62808208100006
1,1,0,30,0,0,1,33,A,31.351439176000042,34.73556646800006
0,0,0,0,0,0,0,0,L,31.339027948000023,34.886044611000045
0,88,2,0,1,0,0,91,R,31.351439176000042,34.90754148800005
0,0,0,0,0,0,0,0,L,31.339027948000023,35.101013385000044
82,12,37,0,1,0,1,133,L,31.376261632000023,34.39161642800008
14,67,17,0,23,0,1,122,R,31.36385040400006,34.62808208100006
27,47,56,3,20,0,3,156,C,31.376261632000023,34.64957895800006
209,22,139,1,0,0,21,392,L,31.36385040400006,34.714069591000055
72,32,507,777,19,0,31,1438,A,31.376261632000023,34.73556646800006
19,30,29,1,1,0,2,82,R,31.36385040400006,34.75706334600005
808,871,1202,18,35,0,94,3028,C,31.376261632000023,34.821553978000054
166,13,51,1,0,0,8,239,L,31.376261632000023,34.86454773300005
15,140,101,0,7,0,8,271,R,31.376261632000023,34.95053524300005
12,133,24,1,1,0,6,177,R,31.36385040400006,35.05801963000005
0,196,0,0,5,0,0,201,R,31.36385040400006,35.101013385000044
126,14,88,1,0,0,5,234,L,31.388672860000042,34.45610706100007
15,187,19,1,59,0,5,286,R,31.388672860000042,34.58508832600006
26,561,29,0,160,0,8,784,R,31.40108408800006,34.606585203000066
15,49,22,0,18,0,2,106,R,31.388672860000042,34.62808208100006
4,21,1,374,11,0,11,422,A,31.40108408800006,34.73556646800006
141,403,203,4766,65,0,219,5797,A,31.388672860000042,34.75706334600005
129,18,89,2,0,0,2,240,L,31.40108408800006,34.821553978000054
6,49,37,0,6,0,2,100,R,31.40108408800006,34.90754148800005
6,74,37,1,13,0,0,131,R,31.388672860000042,35.01502587500005
0,260,0,0,15,0,6,281,R,31.388672860000042,35.101013385000044
399,38,120,5,0,0,16,578,L,31.413495316000024,34.499100816000066
6,79,7,0,33,0,0,125,R,31.425906544000043,34.52059769300007
145,3836,397,15,2553,0,105,7051,R,31.413495316000024,34.58508832600006
69,1280,122,4,1031,0,31,2537,R,31.425906544000043,34.606585203000066
29,77,20,0,20,0,4,150,R,31.425906544000043,34.64957895800006
29,51,20,1,66,0,2,169,O,31.425906544000043,34.69257271300006
210,49,128,63,4,0,18,472,L,31.413495316000024,34.75706334600005
0,144,0,0,6,0,0,150,R,31.425906544000043,35.165504018000036
5,209,8,0,2,0,9,233,R,31.450729000000024,34.52059769300007
25,521,13,1,91,0,5,656,R,31.43831777200006,34.542094571000064
3,62,0,0,113,0,1,179,O,31.450729000000024,34.56359144800007
35,315,67,2,1473,0,21,1913,O,31.43831777200006,34.58508832600006
0,74,4,0,67,0,0,145,R,31.450729000000024,34.606585203000066
74,217,114,1,28,0,13,447,R,31.450729000000024,34.64957895800006
53,44,21,0,29,0,2,149,L,31.43831777200006,34.67107583600006
29,55,28,0,35,0,3,150,R,31.43831777200006,34.714069591000055
127,25,115,0,2,0,10,279,L,31.43831777200006,34.75706334600005
0,196,0,0,8,0,0,204,R,31.43831777200006,34.886044611000045
0,259,0,0,13,0,2,274,R,31.43831777200006,35.01502587500005
81,23,65,1,0,0,9,179,L,31.463140228000043,34.499100816000066
30,277,59,0,3,0,55,424,R,31.463140228000043,34.542094571000064
25,161,23,0,49,0,4,262,R,31.475551456000062,34.606585203000066
0,70,10,0,31,0,0,111,R,31.463140228000043,34.62808208100006
30,60,34,1,16,0,13,154,R,31.475551456000062,34.64957895800006
48,29,28,0,39,0,3,147,L,31.463140228000043,34.67107583600006
1,95,0,0,11,0,1,108,R,31.475551456000062,35.165504018000036
123,26,117,0,3,0,12,281,L,31.475551456000062,35.380472792000035
105,32,293,7,1,0,12,450,C,31.487962684000024,34.542094571000064
145,40,133,3,1,0,13,335,L,31.500373912000043,34.56359144800007
113,20,63,2,2,0,9,209,L,31.500373912000043,34.606585203000066
52,57,78,0,9,0,9,205,C,31.487962684000024,34.62808208100006
119,20,155,5,1,0,14,314,C,31.500373912000043,34.64957895800006
177,16,99,0,1,0,4,297,L,31.500373912000043,34.69257271300006
0,0,0,0,0,0,0,0,L,31.487962684000024,34.92903836500005
0,0,0,0,0,0,0,0,L,31.487962684000024,34.97203212000005
0,189,0,0,13,0,0,202,R,31.500373912000043,35.07951650800004
158,479,191,8,173,0,30,1039,R,31.512785140000062,34.58508832600006
274,2594,438,25,580,0,88,3999,R,31.525196368000024,34.606585203000066
1,151,29,0,6,0,5,192,R,31.525196368000024,34.90754148800005
27,177,67,0,5,0,8,284,R,31.512785140000062,34.92903836500005
12,1663,35,2,147,0,21,1880,R,31.525196368000024,35.12251026300004
120,22,76,2,1,0,6,227,L,31.550018824000063,34.56359144800007
202,2326,449,13,505,0,67,3562,R,31.537607596000043,34.58508832600006
106,32,133,2,1,0,7,281,C,31.550018824000063,34.606585203000066
147,30,101,3,3,0,10,294,L,31.550018824000063,34.64957895800006
5,161,17,0,55,0,1,239,R,31.550018824000063,34.778560223000056
0,0,0,0,0,0,0,0,L,31.550018824000063,34.90754148800005
0,0,0,0,0,0,0,0,L,31.537607596000043,34.92903836500005
1,201,0,0,17,0,0,219,R,31.537607596000043,35.101013385000044
8,677,30,1,53,0,6,775,R,31.550018824000063,35.12251026300004
73,151,174,1,2,0,13,414,C,31.562430052000025,34.542094571000064
221,27,138,2,0,0,15,403,L,31.574841280000044,34.56359144800007
21,105,29,0,66,0,5,226,R,31.574841280000044,34.64957895800006
5,170,9,1,146,0,7,338,R,31.562430052000025,34.67107583600006
15,105,29,0,40,0,1,190,R,31.574841280000044,34.69257271300006
0,85,5,0,96,0,7,193,O,31.574841280000044,34.73556646800006
0,103,9,1,81,0,1,195,R,31.562430052000025,34.80005710100005
166,48,99,1,2,0,16,332,L,31.562430052000025,34.84305085600005
1,67,28,0,4,0,3,103,R,31.562430052000025,35.01502587500005
0,52,11,0,5,0,0,68,R,31.574841280000044,35.03652275300004
31,11,36,1,1,0,10,90,C,31.562430052000025,35.40196967000003
104,14,115,2,2,0,8,245,C,31.599663736000025,34.52059769300007
75,25,75,0,4,0,6,185,L,31.599663736000025,34.606585203000066
7,81,40,1,64,0,2,195,R,31.599663736000025,34.69257271300006
7,281,8,0,211,0,1,508,R,31.587252508000063,34.75706334600005
189,1082,347,4,499,0,64,2185,R,31.599663736000025,34.778560223000056
65,15,63,1,1,0,9,154,L,31.599663736000025,34.90754148800005
