L,R,C,A,O,S,M,Total,Highest,Lat,Long
0,0,0,0,0,0,0,0,L,29.539399890000027,34.95053524300005
727,7842,2652,54,965,0,297,12537,R,29.551811118000046,34.92903836500005
556,5275,1454,56,925,0,220,8486,R,29.564222346000065,34.95053524300005
67,33,64,1,0,0,4,169,L,29.576633574000027,34.97203212000005
79,221,134,2,19,0,13,468,R,29.713157082000066,34.993528998000045
18,12,38,0,0,0,1,69,C,29.80003567800003,35.01502587500005
107,6,26,0,0,0,3,142,L,29.824858134000067,35.01502587500005
40,12,25,0,0,0,5,82,L,29.91173673000003,34.993528998000045
245,37,146,1,2,0,4,435,L,29.899325502000067,35.05801963000005
5,27,21,0,3,0,1,57,R,29.93655918500008,34.95053524300005
57,41,65,0,1,0,2,166,C,29.94897041300004,35.05801963000005
135,35,51,1,2,0,0,224,L,29.97379286900008,35.05801963000005
52,16,25,1,0,0,3,97,L,29.98620409700004,35.07951650800004
0,0,0,0,0,0,0,0,L,30.03584900900006,35.03652275300004
96,17,40,2,0,0,5,160,L,30.04826023700008,35.01502587500005
47,33,48,1,2,0,0,131,C,30.08549392100008,35.12251026300004
93,38,142,1,0,0,3,277,C,30.358540937000043,35.165504018000036
65,17,43,1,4,0,5,135,L,30.482653217000063,35.165504018000036
65,34,124,0,5,0,2,230,C,30.569531813000026,35.18700089500004
229,593,150,32,438,0,26,1468,R,30.594354269000064,34.80005710100005
111,181,60,2,24,0,14,392,R,30.619176725000045,34.80005710100005
134,54,210,4,3,0,5,410,C,30.656410409000046,35.25149152700004
87,88,191,0,8,0,10,384,C,30.768111461000046,35.272988405000035
9,33,18,0,4,0,0,64,R,30.792933917000028,34.67107583600006
0,0,0,0,0,0,0,0,L,30.805345145000047,35.25149152700004
57,33,79,0,2,0,3,174,C,30.805345145000047,35.29448528200004
410,143,236,12,13,0,8,822,L,30.854990057000066,34.778560223000056
144,33,95,1,2,0,6,281,L,30.867401285000028,34.80005710100005
4,56,2,0,94,0,2,158,O,30.879812513000047,34.821553978000054
60,83,82,0,7,0,5,237,R,30.90463496900003,34.39161642800008
9,25,17,4,3,0,4,62,R,30.892223741000066,34.41311330600007
34,33,22,0,3,0,2,94,L,30.90463496900003,34.434610183000075
34,33,71,0,1,0,4,143,C,30.929457425000066,35.380472792000035
55,137,78,0,13,0,5,288,R,30.954279881000048,34.69257271300006
7,36,49,0,3,0,0,95,C,30.954279881000048,35.380472792000035
57,86,86,0,4,0,2,235,R,30.991513565000048,34.75706334600005
135,40,102,1,4,0,6,288,L,31.003924793000067,34.778560223000056
167,2854,384,65,1210,0,47,4727,R,30.991513565000048,34.92903836500005
0,1,2,798,7,0,8,816,A,31.01633602100003,34.714069591000055
16,144,26,0,36,0,2,224,R,31.05356970500003,34.69257271300006
184,94,141,2,3,0,13,437,L,31.041158477000067,34.714069591000055
12,507,21,0,5213,0,22,5775,O,31.041158477000067,34.84305085600005
61,2463,280,20,601,0,42,3467,R,31.05356970500003,35.03652275300004
24,818,112,5,291,0,19,1269,R,31.06598093300005,35.01502587500005
242,8066,1021,12,1780,0,122,11243,R,31.078392161000068,35.03652275300004
6,20,12,1208,1,0,11,1258,A,31.10321461700005,34.95053524300005
5,43,1,1273,1,0,14,1337,A,31.09080338900003,34.97203212000005
0,18,2,0,242,0,1,263,O,31.14044830100005,34.327125796000075
4,15,0,457,0,0,3,479,A,31.152859529000068,34.90754148800005
7,4,0,539,0,0,4,554,A,31.152859529000068,35.03652275300004
5,11,5,1,3,0,0,25,R,31.14044830100005,35.35897591500003
0,6,1,0,277,0,0,284,O,31.16527075700003,34.327125796000075
31,72,19,3649,6,0,22,3799,A,31.16527075700003,35.01502587500005
53,161,88,0,18,0,6,326,R,31.19009321300007,34.327125796000075
48,59,50,0,4,0,4,165,R,31.19009321300007,34.37011955100007
130,52,80,1,4,0,1,268,L,31.20250444100003,34.52059769300007
10,26,2,3616,4,0,44,3702,A,31.20250444100003,34.821553978000054
9,26,10,2548,77,0,23,2693,A,31.19009321300007,34.84305085600005
10,18,1,1435,4,0,21,1489,A,31.19009321300007,34.92903836500005
0,34,1,0,82,0,0,117,O,31.21491566900005,34.28413204100008
61,216,140,1,26,0,9,453,R,31.21491566900005,34.327125796000075
276,78,98,5,5,0,15,477,L,31.22732689700007,34.34862267400007
50,362,118,1,58,0,10,599,R,31.22732689700007,34.434610183000075
90,36,54,3,1,0,14,198,L,31.21491566900005,34.45610706100007
23,64,53,0,6,0,2,148,R,31.22732689700007,34.64957895800006
794,11393,2497,67,1610,0,292,16653,R,31.22732689700007,34.778560223000056
36,316,176,7,44,0,9,588,R,31.21491566900005,34.886044611000045
0,0,0,0,0,0,0,0,L,31.22732689700007,35.03652275300004
0,0,0,0,0,0,0,0,L,31.22732689700007,35.07951650800004
1,6,1,240,4,0,2,254,A,31.22732689700007,35.208497772000044
14,22,16,0,23,0,0,75,O,31.23973812500003,34.28413204100008
65,59,72,1,5,0,4,206,C,31.23973812500003,34.327125796000075
33,91,55,0,8,0,4,191,R,31.25214935300005,34.39161642800008
75,270,158,2,75,0,4,584,R,31.23973812500003,34.41311330600007
307,66,235,0,1,0,7,616,L,31.23973812500003,34.714069591000055
263,4315,1026,20,972,0,82,6678,R,31.23973812500003,34.75706334600005
1157,13165,3075,70,3468,0,433,21368,R,31.25214935300005,34.778560223000056
301,3310,821,54,786,0,97,5369,R,31.23973812500003,34.80005710100005
60,728,100,14,181,0,19,1102,R,31.25214935300005,34.821553978000054
64,131,27,5836,7,0,41,6106,A,31.25214935300005,34.86454773300005
2,42,4,801,3,0,11,863,A,31.25214935300005,34.95053524300005
0,1,0,116,0,0,1,118,A,31.25214935300005,35.03652275300004
34,211,64,2601,22,0,33,2965,A,31.25214935300005,35.07951650800004
43,59,88,1923,4,0,13,2130,A,31.23973812500003,35.101013385000044
520,4360,1972,105,3589,0,192,10738,R,31.25214935300005,35.208497772000044
108,163,236,0,15,0,14,536,C,31.27697180900003,34.434610183000075
326,8043,1415,30,1342,0,207,11363,R,31.26456058100007,34.75706334600005
142,3814,585,22,1701,0,114,6378,R,31.27697180900003,34.778560223000056
988,9297,2294,192,1892,0,226,14889,R,31.26456058100007,34.80005710100005
799,1876,1603,26,128,0,58,4490,R,31.26456058100007,34.84305085600005
4,10,2,1014,0,0,10,1040,A,31.26456058100007,34.886044611000045
19,375,6,625,2,0,8,1035,A,31.27697180900003,34.90754148800005
13,24,5,163,0,0,13,218,A,31.27697180900003,35.07951650800004
95,815,315,9,194,0,20,1448,R,31.27697180900003,35.208497772000044
185,32,95,2,2,0,4,320,L,31.30179426500007,34.434610183000075
111,29,87,3,1,0,5,236,L,31.30179426500007,34.52059769300007
24,613,75,0,183,0,10,905,R,31.30179426500007,34.606585203000066
21,784,141,0,191,0,13,1150,R,31.28938303700005,34.62808208100006
332,5085,1413,76,846,0,105,7857,R,31.28938303700005,34.80005710100005
48,92,8,1536,1,0,13,1698,A,31.28938303700005,34.92903836500005
13,137,10,1699,2,0,28,1889,A,31.30179426500007,34.95053524300005
8,12,32,48,0,0,1,101,A,31.28938303700005,35.05801963000005
12,28,5,262,24,0,2,333,A,31.30179426500007,35.07951650800004
3,24,5,407,2,0,11,452,A,31.28938303700005,35.101013385000044
146,39,71,2,3,0,3,264,L,31.32661672100005,34.39161642800008
144,32,61,0,1,0,2,240,L,31.31420549300003,34.41311330600007
7,312,32,0,177,0,1,529,R,31.32661672100005,34.56359144800007
28,228,55,0,57,0,2,370,R,31.31420549300003,34.58508832600006
24,357,89,0,60,0,18,548,R,31.32661672100005,34.606585203000066
183,4958,575,18,5862,0,106,11702,O,31.31420549300003,34.62808208100006
19,508,125,0,83,0,9,744,R,31.32661672100005,34.64957895800006
2,58,3,0,818,0,0,881,O,31.31420549300003,34.67107583600006
6,25,23,0,4,0,1,59,R,31.32661672100005,34.69257271300006
32,76,4,3132,1,0,11,3256,A,31.32661672100005,34.86454773300005
674,2356,1681,33,366,0,72,5182,R,31.32661672100005,34.95053524300005
1,12,0,101,1,0,0,115,A,31.32661672100005,35.03652275300004
57,45,77,3,5,0,3,190,C,31.351439176000042,34.39161642800008
6,318,26,0,124,0,2,476,R,31.339027948000023,34.62808208100006
5,171,2,119,2,0,2,301,R,31.351439176000042,34.73556646800006
25,175,107,2,18,0,3,330,R,31.339027948000023,34.886044611000045
0,172,3,0,61,0,1,237,R,31.351439176000042,34.90754148800005
37,18,23,0,2,0,9,89,L,31.339027948000023,35.101013385000044
82,28,39,1,3,0,2,155,L,31.376261632000023,34.39161642800008
12,161,36,1,35,0,4,249,R,31.36385040400006,34.62808208100006
36,82,57,1,7,0,8,191,R,31.376261632000023,34.64957895800006
236,112,193,0,7,0,4,552,L,31.36385040400006,34.714069591000055
288,395,71,1243,3,0,474,2474,A,31.376261632000023,34.73556646800006
59,287,142,0,21,0,9,518,R,31.36385040400006,34.75706334600005
652,1459,1478,58,95,0,39,3781,C,31.376261632000023,34.821553978000054
214,35,127,1,1,0,4,382,L,31.376261632000023,34.86454773300005
20,203,39,1,127,0,6,396,R,31.376261632000023,34.95053524300005
23,137,57,0,11,0,9,237,R,31.36385040400006,35.05801963000005
6,104,5,0,231,0,3,349,O,31.36385040400006,35.101013385000044
145,36,85,0,0,0,10,276,L,31.388672860000042,34.45610706100007
4,342,12,0,80,0,4,442,R,31.388672860000042,34.58508832600006
11,765,21,0,421,0,13,1231,R,31.40108408800006,34.606585203000066
16,210,46,0,28,0,5,305,R,31.388672860000042,34.62808208100006
19,29,2,599,0,0,9,658,A,31.40108408800006,34.73556646800006
238,749,58,12519,22,0,169,13755,A,31.388672860000042,34.75706334600005
223,83,205,0,7,0,8,526,L,31.40108408800006,34.821553978000054
20,160,66,0,16,0,3,265,R,31.40108408800006,34.90754148800005
8,155,14,0,148,0,8,333,R,31.388672860000042,35.01502587500005
2,212,0,0,288,0,6,508,O,31.388672860000042,35.101013385000044
422,53,185,0,7,0,7,674,L,31.413495316000024,34.499100816000066
1,124,0,0,90,0,0,215,R,31.425906544000043,34.52059769300007
77,5693,328,6,5483,0,92,11679,R,31.413495316000024,34.58508832600006
24,1264,49,0,1466,0,17,2820,O,31.425906544000043,34.606585203000066
