L,R,C,A,O,S,M,Total,Highest,Lat,Long
478,1590,188,32,1213,92,50,3643,R,30.991513565000048,34.92903836500005
0,0,0,0,0,0,0,0,L,31.01633602100003,34.714069591000055
0,0,0,0,0,0,0,0,L,31.05356970500003,34.69257271300006
304,50,44,1,4,24,8,435,L,31.041158477000067,34.714069591000055
202,1246,128,10,537,139,62,2324,R,31.05356970500003,35.03652275300004
169,752,78,3,316,52,38,1408,R,31.06598093300005,35.01502587500005
1193,5322,512,26,2220,462,165,9900,R,31.078392161000068,35.03652275300004
115,4,1,321,14,7,26,488,A,31.10321461700005,34.95053524300005
123,7,0,524,7,3,20,684,A,31.09080338900003,34.97203212000005
1,35,1,0,75,0,0,112,O,31.14044830100005,34.327125796000075
0,0,0,0,0,0,0,0,L,31.152859529000068,34.90754148800005
0,0,0,0,0,0,0,0,L,31.152859529000068,35.03652275300004
11,18,9,0,1,0,0,39,R,31.14044830100005,35.35897591500003
0,0,0,0,0,0,0,0,L,31.16527075700003,34.327125796000075
108,32,0,1200,21,12,116,1489,A,31.16527075700003,35.01502587500005
36,65,33,0,3,15,3,155,R,31.19009321300007,34.327125796000075
41,20,15,0,0,4,2,82,L,31.19009321300007,34.37011955100007
196,20,11,0,2,14,1,244,L,31.20250444100003,34.52059769300007
120,178,3,817,21,6,40,1185,A,31.20250444100003,34.821553978000054
196,10,2,589,14,18,30,859,A,31.19009321300007,34.84305085600005
91,7,5,520,61,1,47,732,A,31.19009321300007,34.92903836500005
0,0,0,0,0,0,0,0,L,31.21491566900005,34.28413204100008
58,73,24,0,2,3,2,162,R,31.21491566900005,34.327125796000075
320,31,30,7,7,12,0,407,L,31.22732689700007,34.34862267400007
103,242,33,0,63,8,9,458,R,31.22732689700007,34.434610183000075
130,7,2,3,0,1,2,145,L,31.21491566900005,34.45610706100007
44,49,26,0,6,0,0,125,R,31.22732689700007,34.64957895800006
1896,5291,1759,52,1202,680,167,11047,R,31.22732689700007,34.778560223000056
139,109,18,57,40,2,7,372,L,31.21491566900005,34.886044611000045
0,0,0,0,0,0,0,0,L,31.22732689700007,35.03652275300004
24,81,0,105,27,1,7,245,A,31.22732689700007,35.208497772000044
0,0,0,0,0,0,0,0,L,31.23973812500003,34.28413204100008
86,33,27,0,2,5,3,156,L,31.23973812500003,34.327125796000075
41,46,12,0,3,2,1,105,R,31.25214935300005,34.39161642800008
143,204,39,1,64,10,11,472,R,31.23973812500003,34.41311330600007
414,40,49,0,4,8,9,524,L,31.23973812500003,34.714069591000055
711,1871,442,7,581,83,43,3738,R,31.23973812500003,34.75706334600005
4530,10763,3438,85,3786,1455,306,24363,R,31.25214935300005,34.778560223000056
789,2130,537,29,839,189,74,4587,R,31.23973812500003,34.80005710100005
80,279,51,1,108,74,14,607,R,31.25214935300005,34.821553978000054
850,103,5,2150,99,15,118,3340,A,31.25214935300005,34.86454773300005
47,12,0,147,4,3,25,238,A,31.25214935300005,34.95053524300005
6,1,0,67,1,0,8,83,A,31.25214935300005,35.03652275300004
349,80,3,915,96,67,48,1558,A,31.25214935300005,35.07951650800004
152,10,2,648,20,7,54,893,A,31.23973812500003,35.101013385000044
2012,3713,2006,35,1108,1139,217,10230,R,31.25214935300005,35.208497772000044
103,99,55,0,6,7,5,275,L,31.27697180900003,34.434610183000075
1319,5392,1635,29,1309,575,84,10343,R,31.26456058100007,34.75706334600005
666,2390,753,16,1025,272,48,5170,R,31.27697180900003,34.778560223000056
2553,8570,1840,102,3605,1123,274,18067,R,31.26456058100007,34.80005710100005
1810,1007,800,13,94,45,37,3806,L,31.26456058100007,34.84305085600005
0,0,0,0,0,0,0,0,L,31.26456058100007,34.886044611000045
139,29,0,88,28,1,7,292,L,31.27697180900003,34.90754148800005
0,0,0,0,0,0,0,0,L,31.26456058100007,35.05801963000005
0,0,0,0,0,0,0,0,L,31.27697180900003,35.07951650800004
217,609,352,1,62,105,22,1368,R,31.27697180900003,35.208497772000044
219,4,29,4,0,5,0,261,L,31.30179426500007,34.434610183000075
209,19,20,4,1,7,8,268,L,31.30179426500007,34.52059769300007
104,378,80,2,112,72,11,759,R,31.30179426500007,34.606585203000066
20,145,43,0,29,20,2,259,R,31.28938303700005,34.62808208100006
68,216,54,1,54,2,4,399,R,31.28938303700005,34.80005710100005
223,10,2,877,108,2,27,1249,A,31.28938303700005,34.92903836500005
54,6,0,244,13,0,10,327,A,31.30179426500007,34.95053524300005
0,0,0,0,0,0,0,0,L,31.28938303700005,35.05801963000005
0,0,0,0,0,0,0,0,L,31.30179426500007,35.07951650800004
104,9,1,279,5,6,40,444,A,31.28938303700005,35.101013385000044
233,5,6,4,1,5,1,255,L,31.32661672100005,34.39161642800008
216,8,8,2,1,12,2,249,L,31.31420549300003,34.41311330600007
65,131,5,2,150,1,7,361,O,31.32661672100005,34.56359144800007
81,67,14,0,13,4,9,188,L,31.31420549300003,34.58508832600006
89,141,23,0,56,2,1,312,R,31.32661672100005,34.606585203000066
1037,3291,301,18,3463,437,109,8656,O,31.31420549300003,34.62808208100006
99,214,13,0,69,1,4,400,R,31.32661672100005,34.64957895800006
3,42,2,0,532,0,0,579,O,31.31420549300003,34.67107583600006
30,21,10,2,2,0,1,66,L,31.32661672100005,34.69257271300006
148,7,2,1295,52,6,88,1598,A,31.32661672100005,34.86454773300005
1112,1130,498,3,330,70,55,3198,R,31.32661672100005,34.95053524300005
8,2,0,100,23,2,1,136,A,31.32661672100005,35.03652275300004
137,16,19,1,0,0,2,175,L,31.351439176000042,34.39161642800008
14,183,4,0,155,0,2,358,R,31.339027948000023,34.62808208100006
6,3,1,34,0,0,6,50,A,31.351439176000042,34.73556646800006
0,0,0,0,0,0,0,0,L,31.339027948000023,34.886044611000045
0,0,0,0,0,0,0,0,L,31.351439176000042,34.90754148800005
0,0,0,0,0,0,0,0,L,31.339027948000023,35.101013385000044
111,10,1,0,3,3,2,130,L,31.376261632000023,34.39161642800008
47,65,3,0,20,0,1,136,R,31.36385040400006,34.62808208100006
71,38,14,1,11,6,1,142,L,31.376261632000023,34.64957895800006
279,32,43,1,2,9,2,368,L,31.36385040400006,34.714069591000055
1004,33,3,216,34,18,21,1329,L,31.376261632000023,34.73556646800006
0,0,0,0,0,0,0,0,L,31.36385040400006,34.75706334600005
1029,773,573,6,63,41,18,2503,L,31.376261632000023,34.821553978000054
226,59,16,1,54,13,3,372,L,31.376261632000023,34.86454773300005
27,122,32,0,9,3,3,196,R,31.376261632000023,34.95053524300005
22,92,37,0,14,12,5,182,R,31.36385040400006,35.05801963000005
2,62,0,0,93,1,1,159,O,31.36385040400006,35.101013385000044
165,12,24,1,0,8,1,211,L,31.388672860000042,34.45610706100007
23,165,5,1,105,2,3,304,R,31.388672860000042,34.58508832600006
37,358,4,0,398,3,2,802,O,31.40108408800006,34.606585203000066
62,39,0,0,20,1,1,123,L,31.388672860000042,34.62808208100006
167,8,0,405,13,2,35,630,A,31.40108408800006,34.73556646800006
854,136,17,4190,285,32,473,5987,A,31.388672860000042,34.75706334600005
184,13,18,0,0,8,1,224,L,31.40108408800006,34.821553978000054
12,46,11,0,4,3,4,80,R,31.40108408800006,34.90754148800005
13,80,12,0,7,1,2,115,R,31.388672860000042,35.01502587500005
0,84,0,0,104,0,0,188,O,31.388672860000042,35.101013385000044
472,18,21,1,3,12,5,532,L,31.413495316000024,34.499100816000066
3,42,0,0,54,0,4,103,O,31.425906544000043,34.52059769300007
3,39,0,0,8,0,0,50,R,31.425906544000043,34.56359144800007
606,2154,278,16,2735,551,53,6393,O,31.413495316000024,34.58508832600006
189,962,90,4,1641,158,21,3065,O,31.425906544000043,34.606585203000066
22,87,7,0,40,4,0,160,R,31.425906544000043,34.64957895800006
42,69,5,2,45,0,0,163,R,31.425906544000043,34.69257271300006
330,16,28,85,2,3,11,475,L,31.413495316000024,34.75706334600005
0,43,0,0,62,0,1,106,O,31.425906544000043,35.165504018000036
13,72,3,0,111,6,1,206,O,31.450729000000024,34.52059769300007
14,190,3,0,328,2,0,537,O,31.43831777200006,34.542094571000064
2,57,1,0,110,0,1,171,O,31.450729000000024,34.56359144800007
47,135,16,1,680,15,10,904,O,31.43831777200006,34.58508832600006
3,44,0,0,105,0,1,153,O,31.450729000000024,34.606585203000066
102,176,48,1,29,3,3,362,R,31.450729000000024,34.64957895800006
63,62,10,0,23,1,1,160,L,31.43831777200006,34.67107583600006
23,59,3,1,42,4,0,132,R,31.43831777200006,34.714069591000055
140,9,19,0,1,1,0,170,L,31.43831777200006,34.75706334600005
0,0,0,0,0,0,0,0,L,31.43831777200006,34.886044611000045
1,100,0,0,113,7,0,221,O,31.43831777200006,35.01502587500005
133,13,6,0,0,13,3,168,L,31.463140228000043,34.499100816000066
85,123,3,0,163,16,7,397,O,31.463140228000043,34.542094571000064
23,179,2,0,71,3,0,278,R,31.475551456000062,34.606585203000066
6,67,2,1,45,0,0,121,R,31.463140228000043,34.62808208100006
41,42,19,0,32,2,0,136,R,31.475551456000062,34.64957895800006
58,23,1,1,42,0,1,126,L,31.463140228000043,34.67107583600006
0,39,0,0,54,0,1,94,O,31.475551456000062,35.165504018000036
217,23,33,1,4,11,2,291,L,31.475551456000062,35.380472792000035
278,23,25,1,4,27,7,365,L,31.487962684000024,34.542094571000064
208,24,19,0,1,6,4,262,L,31.500373912000043,34.56359144800007
161,17,27,1,0,8,4,218,L,31.500373912000043,34.606585203000066
79,76,11,0,12,2,0,180,L,31.487962684000024,34.62808208100006
240,21,30,2,1,13,1,308,L,31.500373912000043,34.64957895800006
232,8,18,0,1,5,4,268,L,31.500373912000043,34.69257271300006
0,0,0,0,0,0,0,0,L,31.487962684000024,34.92903836500005
0,0,0,0,0,0,0,0,L,31.487962684000024,34.97203212000005
0,73,0,0,33,0,1,107,R,31.500373912000043,35.07951650800004
400,407,35,2,233,90,21,1188,R,31.512785140000062,34.58508832600006
902,2013,218,15,903,399,67,4517,R,31.525196368000024,34.606585203000066
9,47,6,0,2,3,0,67,R,31.525196368000024,34.90754148800005
21,94,15,0,15,1,1,147,R,31.512785140000062,34.92903836500005
14,1328,57,1,426,47,11,1884,R,31.525196368000024,35.12251026300004
165,19,22,0,0,3,5,214,L,31.550018824000063,34.56359144800007
792,1640,199,9,774,179,57,3650,R,31.537607596000043,34.58508832600006
166,5,11,0,0,8,26,216,L,31.550018824000063,34.606585203000066
226,23,25,1,2,11,1,289,L,31.550018824000063,34.64957895800006
4,134,1,0,69,1,2,211,R,31.550018824000063,34.778560223000056
0,0,0,0,0,0,0,0,L,31.550018824000063,34.90754148800005
0,0,0,0,0,0,0,0,L,31.537607596000043,34.92903836500005
0,153,0,0,48,0,0,201,R,31.537607596000043,35.101013385000044
7,558,11,0,124,6,5,711,R,31.550018824000063,35.12251026300004
142,121,58,0,5,18,5,349,L,31.562430052000025,34.542094571000064
348,47,23,1,11,7,6,443,L,31.574841280000044,34.56359144800007
43,118,4,0,84,0,2,251,R,31.574841280000044,34.64957895800006
9,78,11,1,166,0,5,270,O,31.562430052000025,34.67107583600006
29,122,2,0,40,0,10,203,R,31.574841280000044,34.69257271300006
12,45,3,0,150,1,3,214,O,31.574841280000044,34.73556646800006
9,114,0,1,98,0,1,223,R,31.562430052000025,34.80005710100005
194,33,55,0,4,1,3,290,L,31.562430052000025,34.84305085600005
8,55,12,0,3,0,0,78,R,31.562430052000025,35.01502587500005
2,23,0,0,1,2,2,30,R,31.574841280000044,35.03652275300004
41,18,14,0,0,4,6,83,L,31.562430052000025,35.40196967000003
159,7,18,0,1,4,0,189,L,31.599663736000025,34.52059769300007
114,17,10,0,2,20,3,166,L,31.599663736000025,34.606585203000066
43,80,1,0,47,1,4,176,R,31.599663736000025,34.69257271300006
8,108,3,0,409,0,5,533,O,31.587252508000063,34.75706334600005
592,1381,301,3,638,129,53,3097,R,31.599663736000025,34.778560223000056
99,37,26,1,6,1,1,171,L,31.599663736000025,34.90754148800005
1,20,0,0,53,1,0,75,O,31.587252508000063,35.18700089500004
0,12,0,0,71,1,0,84,O,31.587252508000063,35.22999465000004
210,14,0,530,79,1,1,835,A,31.599663736000025,35.33747903700004
119,27,8,0,1,4,4,163,L,31.612074964000044,34.542094571000064
37,50,15,0,3,1,2,108,R,31.612074964000044,34.58508832600006
162,89,72,0,9,7,3,342,L,31.624486192000063,34.606585203000066
107,313,51,0,105,4,11,591,R,31.624486192000063,34.69257271300006
140,184,33,1,45,3,9,415,R,31.612074964000044,34.714069591000055
2146,8125,1969,29,3494,1142,304,17209,R,31.612074964000044,34.75706334600005
208,732,115,3,310,40,30,1438,R,31.624486192000063,34.778560223000056
80,73,36,0,9,1,1,200,L,31.612074964000044,34.80005710100005
0,35,0,0,66,2,0,103,O,31.624486192000063,34.95053524300005
1,69,0,0,121,0,0,191,O,31.612074964000044,35.101013385000044
1580,7698,1759,50,3094,1412,230,15823,R,31.649308648000044,34.56359144800007
65,222,15,2,45,5,8,362,R,31.649308648000044,34.606585203000066
263,76,76,3,4,8,8,438,L,31.636897420000025,34.67107583600006
18,85,3,0,174,0,2,282,O,31.636897420000025,34.714069591000055
10,121,1,1,272,0,0,405,O,31.649308648000044,34.73556646800006
14,112,5,0,68,0,5,204,R,31.649308648000044,34.778560223000056
173,6,11,1,2,16,1,210,L,31.636897420000025,34.84305085600005
137,0,2,1,0,12,4,156,L,31.649308648000044,34.86454773300005
8,167,1,0,64,8,5,253,R,31.649308648000044,34.993528998000045
31,594,10,1,856,95,18,1605,O,31.649308648000044,35.12251026300004
1,37,1,0,71,5,0,115,O,31.636897420000025,35.14400714000004
10,570,10,1,95,38,4,728,R,31.649308648000044,35.25149152700004
2278,4523,1161,16,1784,518,113,10393,R,31.674131104000026,34.56359144800007
1149,6531,1599,24,2644,1097,163,13207,R,31.661719876000063,34.58508832600006
29,20,10,0,1,1,0,61,L,31.674131104000026,34.606585203000066
19,367,5,0,340,2,8,741,R,31.661719876000063,34.62808208100006
39,157,19,0,42,11,4,272,R,31.674131104000026,34.64957895800006
282,13,23,1,4,4,5,332,L,31.661719876000063,34.67107583600006
81,42,48,0,4,6,6,187,L,31.661719876000063,34.714069591000055
0,3,0,0,125,0,0,128,O,31.674131104000026,34.73556646800006
198,141,67,0,115,2,10,533,L,31.661719876000063,34.75706334600005
98,94,49,2,35,2,1,281,L,31.674131104000026,34.778560223000056
36,69,2,0,102,0,2,211,O,31.661719876000063,34.80005710100005
55,54,21,0,11,1,0,142,L,31.674131104000026,34.95053524300005
1,147,0,0,40,12,2,202,R,31.661719876000063,35.101013385000044
4,44,3,0,67,3,4,125,O,31.674131104000026,35.12251026300004
67,1678,33,1,1225,293,25,3322,R,31.661719876000063,35.14400714000004
0,0,0,0,0,0,0,0,L,31.674131104000026,35.165504018000036
512,874,285,1,254,75,21,2022,R,31.698953560000064,34.56359144800007
937,2751,826,9,601,293,50,5467,R,31.686542332000045,34.58508832600006
0,0,0,0,0,0,0,0,L,31.698953560000064,34.606585203000066
149,86,64,1,8,8,7,323,L,31.686542332000045,34.62808208100006
28,73,3,0,215,8,2,329,O,31.698953560000064,34.69257271300006
54,222,12,0,787,18,18,1111,O,31.686542332000045,34.714069591000055
15,95,10,0,62,1,8,191,R,31.698953560000064,34.73556646800006
2,92,0,0,139,0,4,237,O,31.686542332000045,34.75706334600005
29,33,1,1,90,0,1,155,O,31.686542332000045,34.886044611000045
23,99,1,0,49,2,3,177,R,31.698953560000064,34.90754148800005
153,86,50,3,30,11,9,342,L,31.686542332000045,34.92903836500005
29,240,9,0,66,0,4,348,R,31.698953560000064,34.95053524300005
185,41,17,0,4,13,0,260,L,31.686542332000045,34.97203212000005
7,212,7,0,890,32,5,1153,O,31.698953560000064,34.993528998000045
36,115,16,0,44,4,3,218,R,31.686542332000045,35.01502587500005
0,61,0,0,1183,0,3,1247,O,31.686542332000045,35.101013385000044
4,474,5,0,4425,3,18,4929,O,31.698953560000064,35.12251026300004
1,200,1,0,175,23,3,403,R,31.686542332000045,35.14400714000004
180,13,39,1,1,11,2,247,L,31.711364788000026,34.62808208100006
1047,3051,257,17,1362,112,41,5887,R,31.723776016000045,34.73556646800006
173,50,77,0,1,9,6,316,L,31.711364788000026,34.75706334600005
171,113,61,0,14,7,2,368,L,31.723776016000045,34.778560223000056
6,53,2,0,65,0,3,129,O,31.711364788000026,34.92903836500005
0,0,0,0,0,0,0,0,L,31.711364788000026,34.97203212000005
69,1034,118,1,3388,110,24,4744,O,31.723776016000045,34.993528998000045
67,87,12,3,24,7,4,204,R,31.711364788000026,35.05801963000005
29,119,14,2,21,4,6,195,R,31.723776016000045,35.07951650800004
531,602,282,7,37,30,16,1505,R,31.711364788000026,35.101013385000044
51,85,29,1,6,10,5,187,R,31.723776016000045,35.165504018000036
0,0,0,0,0,0,0,0,L,31.723776016000045,35.208497772000044
0,0,0,0,0,0,0,0,L,31.711364788000026,35.22999465000004
0,0,0,0,0,0,0,0,L,31.736187244000064,34.62808208100006
326,506,115,0,104,16,17,1084,R,31.736187244000064,34.67107583600006
59,284,13,0,50,5,5,416,R,31.748598472000026,34.69257271300006
278,62,71,0,5,6,2,424,L,31.736187244000064,34.714069591000055
747,1476,146,9,798,59,31,3266,R,31.736187244000064,34.75706334600005
212,181,35,3,98,8,5,542,L,31.748598472000026,34.778560223000056
84,97,68,0,6,4,4,263,R,31.736187244000064,34.80005710100005
310,10,15,12,1,7,6,361,L,31.736187244000064,34.84305085600005
2,101,0,1,65,0,3,172,R,31.736187244000064,34.886044611000045
311,1842,339,0,684,311,37,3524,R,31.736187244000064,34.97203212000005
857,4933,778,22,3866,591,103,11150,R,31.748598472000026,34.993528998000045
41,153,11,0,41,3,3,252,R,31.736187244000064,35.05801963000005
1057,3703,699,37,1241,199,76,7012,R,31.748598472000026,35.165504018000036
2018,8746,1615,28,2430,492,196,15525,R,31.736187244000064,35.18700089500004
2952,7942,980,688,2638,538,259,15997,R,31.748598472000026,35.208497772000044
369,676,267,11,170,35,16,1544,R,31.736187244000064,35.22999465000004
361,1408,246,5,351,131,49,2551,R,31.748598472000026,35.25149152700004
31,63,20,0,4,10,0,128,R,31.748598472000026,35.46646030200003
708,1971,583,3,611,73,44,3993,R,31.761009700000045,34.62808208100006
1037,7300,3183,14,1151,995,127,13807,R,31.773420928000064,34.64957895800006
32,278,4,2,125,3,3,447,R,31.761009700000045,34.67107583600006
407,1234,322,3,503,55,36,2560,R,31.773420928000064,34.69257271300006
0,0,0,0,0,0,0,0,L,31.761009700000045,34.714069591000055
0,0,0,0,0,0,0,0,L,31.773420928000064,34.73556646800006
92,101,54,0,17,4,2,270,R,31.761009700000045,34.75706334600005
9,137,3,2,269,2,4,426,O,31.761009700000045,34.80005710100005
173,8,11,0,0,4,4,200,L,31.773420928000064,34.821553978000054
4,80,1,1,103,0,5,194,O,31.761009700000045,34.886044611000045
405,115,40,5,206,20,3,794,L,31.761009700000045,34.97203212000005
10,119,7,0,99,2,3,240,R,31.773420928000064,34.993528998000045
6,76,2,0,58,0,2,144,R,31.773420928000064,35.03652275300004
63,72,38,2,8,7,3,193,R,31.773420928000064,35.07951650800004
246,24,51,1,2,10,4,338,L,31.773420928000064,35.12251026300004
196,518,69,1,109,25,20,938,R,31.761009700000045,35.14400714000004
1296,2579,547,35,5294,258,95,10104,O,31.773420928000064,35.165504018000036
3698,7467,1752,69,6377,445,235,20043,R,31.761009700000045,35.18700089500004
7398,9029,2191,312,6392,1317,351,26990,R,31.773420928000064,35.208497772000044
3169,5214,1020,81,1502,591,172,11749,R,31.761009700000045,35.22999465000004
712,7477,1005,5,1586,490,239,11514,R,31.773420928000064,35.29448528200004
13,164,21,0,11,4,1,214,R,31.761009700000045,35.31598216000003
1307,3486,1245,10,942,184,85,7259,R,31.785832156000026,34.62808208100006
5586,20486,5669,93,10074,1928,506,44342,R,31.798243384000045,34.64957895800006
483,3180,1138,9,5413,436,49,10708,O,31.785832156000026,34.67107583600006
154,317,135,1,41,10,8,666,R,31.798243384000045,34.69257271300006
785,800,330,2,378,25,17,2337,R,31.785832156000026,34.714069591000055
331,196,179,2,7,7,10,732,L,31.798243384000045,34.73556646800006
778,2275,896,10,716,521,69,5265,R,31.785832156000026,34.75706334600005
590,814,403,5,315,26,23,2176,R,31.798243384000045,34.778560223000056
0,2,0,0,167,0,0,169,O,31.785832156000026,34.80005710100005
0,14,0,0,58,0,0,72,O,31.798243384000045,34.821553978000054
0,16,0,0,179,0,0,195,O,31.798243384000045,34.86454773300005
167,96,57,3,5,11,7,346,L,31.798243384000045,34.90754148800005
55,99,19,0,6,16,10,205,R,31.798243384000045,34.95053524300005
5,135,3,1,111,2,2,259,R,31.785832156000026,34.97203212000005
31,148,18,0,121,0,4,322,R,31.785832156000026,35.01502587500005
3,92,2,0,118,10,9,234,O,31.798243384000045,35.03652275300004
90,67,40,0,5,8,2,212,L,31.785832156000026,35.05801963000005
159,127,76,3,12,13,14,404,L,31.798243384000045,35.07951650800004
84,225,33,0,68,18,8,436,R,31.785832156000026,35.101013385000044
502,185,60,629,174,96,31,1677,A,31.798243384000045,35.12251026300004
865,1712,350,13,529,47,46,3562,R,31.785832156000026,35.14400714000004
1503,1726,584,11,588,74,45,4531,R,31.798243384000045,35.165504018000036
3393,4704,1325,38,6411,287,169,16327,O,31.785832156000026,35.18700089500004
225,1890,118,17,17094,35,93,19472,O,31.798243384000045,35.208497772000044
742,2764,265,245,9173,120,137,13446,O,31.785832156000026,35.22999465000004
739,726,268,10,498,68,30,2339,L,31.798243384000045,35.25149152700004
9,202,2,0,276,23,2,514,O,31.798243384000045,35.29448528200004
0,0,0,0,0,0,0,0,L,31.785832156000026,35.31598216000003
28,12,6,0,0,2,1,49,L,31.798243384000045,35.46646030200003
205,756,232,5,268,187,22,1675,R,31.823065840000027,34.64957895800006
280,1147,266,9,2515,150,37,4404,O,31.810654612000064,34.67107583600006
22,76,6,1,330,1,3,439,O,31.823065840000027,34.69257271300006
219,276,94,1,400,12,19,1021,O,31.810654612000064,34.714069591000055
441,291,265,2,81,24,25,1129,L,31.823065840000027,34.73556646800006
109,76,63,0,2,5,0,255,L,31.810654612000064,34.75706334600005
736,1289,266,9,747,47,33,3127,R,31.823065840000027,34.778560223000056
290,116,119,2,9,14,8,558,L,31.810654612000064,34.80005710100005
42,35,31,0,9,0,0,117,L,31.823065840000027,34.821553978000054
0,0,0,0,0,0,0,0,L,31.823065840000027,34.86454773300005
60,16,13,0,2,8,2,101,L,31.823065840000027,34.90754148800005
38,192,21,0,103,1,4,359,R,31.810654612000064,34.92903836500005
207,6,12,0,0,9,1,235,L,31.823065840000027,34.95053524300005
35,124,8,40,75,0,7,289,R,31.810654612000064,34.97203212000005
109,99,26,0,31,2,9,276,L,31.810654612000064,35.01502587500005
211,119,48,544,955,118,21,2016,O,31.810654612000064,35.101013385000044
460,565,289,1,80,41,20,1456,R,31.823065840000027,35.12251026300004
1451,860,525,30,228,62,51,3207,L,31.810654612000064,35.14400714000004
1101,2839,678,12,5681,249,108,10668,O,31.810654612000064,35.18700089500004
358,1538,260,2,2393,135,44,4730,O,31.823065840000027,35.208497772000044
1281,2446,643,40,4637,124,78,9249,O,31.810654612000064,35.22999465000004
1105,6743,1261,17,1946,434,160,11666,R,31.823065840000027,35.25149152700004
10,284,16,0,63,16,7,396,R,31.823065840000027,35.33747903700004
3,236,4,0,253,5,0,501,O,31.810654612000064,35.40196967000003
5,59,8,0,12,5,0,89,R,31.823065840000027,35.42346654700003
5,8,4,1,2,1,2,23,R,31.810654612000064,35.48795718000002
122,89,66,0,10,8,8,303,L,31.835477068000046,34.714069591000055
3,113,2,0,180,0,4,302,O,31.847888296000065,34.73556646800006
315,132,133,2,19,3,1,605,L,31.835477068000046,34.75706334600005
141,190,93,0,21,8,11,464,R,31.835477068000046,34.80005710100005
388,1696,147,12,671,41,36,2991,R,31.847888296000065,34.821553978000054
121,25,25,0,5,1,1,178,L,31.835477068000046,34.886044611000045
441,240,232,1,18,26,7,965,L,31.847888296000065,34.90754148800005
49,133,3,1,74,2,7,269,R,31.835477068000046,34.92903836500005
0,89,2,0,169,1,0,261,O,31.847888296000065,35.03652275300004
118,16,9,1,3,2,6,155,L,31.835477068000046,35.05801963000005
189,1162,241,0,272,44,19,1927,R,31.847888296000065,35.165504018000036
2,105,2,0,1002,2,4,1117,O,31.835477068000046,35.18700089500004
462,4664,686,17,1332,486,88,7735,R,31.835477068000046,35.22999465000004
136,1643,218,14,2404,101,34,4550,O,31.847888296000065,35.25149152700004
42,518,58,0,76,17,10,721,R,31.835477068000046,35.31598216000003
3038,5854,1808,24,2600,423,126,13873,R,31.872710752000046,34.73556646800006
15,102,6,1,280,6,4,414,O,31.860299524000027,34.75706334600005
630,63,76,3,6,23,9,810,L,31.860299524000027,34.80005710100005
2843,5257,1762,23,1603,433,140,12061,R,31.872710752000046,34.821553978000054
1283,1635,678,7,306,136,37,4082,R,31.860299524000027,34.84305085600005
779,375,111,3,59,30,16,1373,L,31.872710752000046,34.86454773300005
56,427,34,0,59,2,8,586,R,31.860299524000027,34.886044611000045
105,133,34,4,48,10,4,338,R,31.872710752000046,34.90754148800005
152,193,71,2,17,9,8,452,R,31.872710752000046,34.95053524300005
5,106,2,0,366,19,3,501,O,31.872710752000046,34.993528998000045
