L,R,C,A,O,S,M,Total,Highest,Lat,Long
1806,3794,967,25,3878,2847,444,13761,O,31.661719876000063,34.58508832600006
28,9,16,0,0,3,1,57,L,31.674131104000026,34.606585203000066
54,240,23,0,382,5,76,780,O,31.661719876000063,34.62808208100006
82,122,27,0,60,11,13,315,R,31.674131104000026,34.64957895800006
341,1,6,0,3,6,3,360,L,31.661719876000063,34.67107583600006
114,20,37,0,6,3,0,180,L,31.661719876000063,34.714069591000055
1,3,0,0,116,1,0,121,O,31.674131104000026,34.73556646800006
228,91,50,1,154,2,29,555,L,31.661719876000063,34.75706334600005
126,45,52,0,32,2,0,257,L,31.674131104000026,34.778560223000056
54,31,4,1,135,1,9,235,O,31.661719876000063,34.80005710100005
59,33,30,0,18,2,5,147,L,31.674131104000026,34.95053524300005
2,73,0,0,81,1,3,160,O,31.661719876000063,35.101013385000044
8,63,4,0,56,3,5,139,R,31.674131104000026,35.12251026300004
133,1435,80,0,1192,47,23,2910,R,31.661719876000063,35.14400714000004
0,0,0,0,0,0,0,0,L,31.674131104000026,35.165504018000036
903,506,352,3,419,119,42,2344,L,31.698953560000064,34.56359144800007
1285,1366,592,10,1046,823,105,5227,R,31.686542332000045,34.58508832600006
0,0,0,0,0,0,0,0,L,31.698953560000064,34.606585203000066
166,37,50,0,12,9,6,280,L,31.686542332000045,34.62808208100006
38,64,13,0,210,3,3,331,O,31.698953560000064,34.69257271300006
98,159,24,1,545,8,2,837,O,31.686542332000045,34.714069591000055
27,64,9,1,69,0,2,172,O,31.698953560000064,34.73556646800006
5,57,8,0,176,1,4,251,O,31.686542332000045,34.75706334600005
34,16,1,0,121,0,0,172,O,31.686542332000045,34.886044611000045
33,65,15,0,78,4,0,195,O,31.698953560000064,34.90754148800005
171,47,40,2,21,8,7,296,L,31.686542332000045,34.92903836500005
53,123,38,0,114,3,1,332,R,31.698953560000064,34.95053524300005
214,3,12,3,1,19,3,255,L,31.686542332000045,34.97203212000005
0,0,0,0,0,0,0,0,L,31.698953560000064,34.993528998000045
47,52,17,0,109,14,6,245,O,31.686542332000045,35.01502587500005
0,32,0,0,715,0,2,749,O,31.686542332000045,35.101013385000044
5,207,3,1,3258,11,1,3486,O,31.698953560000064,35.12251026300004
9,148,3,0,151,2,2,315,O,31.686542332000045,35.14400714000004
256,5,14,4,5,5,1,290,L,31.711364788000026,34.62808208100006
1218,1642,504,12,2656,312,139,6483,O,31.723776016000045,34.73556646800006
203,15,48,0,7,4,3,280,L,31.711364788000026,34.75706334600005
207,46,50,0,8,5,2,318,L,31.723776016000045,34.778560223000056
13,27,14,0,102,0,1,157,O,31.711364788000026,34.92903836500005
0,0,0,0,0,0,0,0,L,31.711364788000026,34.97203212000005
43,143,38,0,356,17,4,601,O,31.723776016000045,34.993528998000045
64,43,25,3,40,3,3,181,L,31.711364788000026,35.05801963000005
34,64,17,2,55,0,1,173,R,31.723776016000045,35.07951650800004
275,111,123,8,27,18,13,575,L,31.711364788000026,35.101013385000044
81,39,32,1,21,4,2,180,L,31.723776016000045,35.165504018000036
0,0,0,0,0,0,0,0,L,31.723776016000045,35.208497772000044
0,0,0,0,0,0,0,0,L,31.711364788000026,35.22999465000004
0,0,0,0,0,0,0,0,L,31.736187244000064,34.62808208100006
444,270,205,1,156,19,20,1115,L,31.736187244000064,34.67107583600006
83,177,54,0,116,3,4,437,R,31.748598472000026,34.69257271300006
357,22,59,1,5,16,5,465,L,31.736187244000064,34.714069591000055
905,806,284,10,1654,195,98,3952,O,31.736187244000064,34.75706334600005
193,103,27,2,141,6,76,548,L,31.748598472000026,34.778560223000056
93,41,74,0,6,5,4,223,L,31.736187244000064,34.80005710100005
428,3,4,14,1,7,5,462,L,31.736187244000064,34.84305085600005
2,42,5,0,124,0,1,174,O,31.736187244000064,34.886044611000045
502,1084,374,4,876,446,62,3348,R,31.736187244000064,34.97203212000005
1322,3030,744,21,5293,991,203,11604,O,31.748598472000026,34.993528998000045
67,68,77,0,61,2,5,280,C,31.736187244000064,35.05801963000005
1474,2097,801,32,2221,494,138,7257,O,31.748598472000026,35.165504018000036
3646,5539,2348,54,4022,1143,234,16986,R,31.736187244000064,35.18700089500004
4699,5398,2288,606,4579,733,278,18581,R,31.748598472000026,35.208497772000044
647,306,291,13,211,60,30,1558,L,31.736187244000064,35.22999465000004
695,996,351,11,648,238,70,3009,R,31.748598472000026,35.25149152700004
81,11,35,3,3,7,17,157,L,31.748598472000026,35.46646030200003
662,455,351,1,557,49,45,2120,L,31.761009700000045,34.62808208100006
2371,4130,1423,17,1502,3667,453,13563,R,31.773420928000064,34.64957895800006
52,174,33,0,187,3,5,454,O,31.761009700000045,34.67107583600006
658,590,356,1,723,204,199,2731,O,31.773420928000064,34.69257271300006
0,0,0,0,0,0,0,0,L,31.761009700000045,34.714069591000055
0,0,0,0,0,0,0,0,L,31.773420928000064,34.73556646800006
127,51,58,0,36,3,3,278,L,31.761009700000045,34.75706334600005
6,85,4,4,258,1,17,375,O,31.761009700000045,34.80005710100005
196,1,9,0,1,13,0,220,L,31.773420928000064,34.821553978000054
6,39,5,0,157,1,0,208,O,31.761009700000045,34.886044611000045
470,80,38,8,248,13,11,868,L,31.761009700000045,34.97203212000005
19,76,12,0,107,5,29,248,O,31.773420928000064,34.993528998000045
11,43,11,0,85,1,1,152,O,31.773420928000064,35.03652275300004
84,53,43,1,12,4,5,202,L,31.773420928000064,35.07951650800004
292,10,27,2,1,5,3,340,L,31.773420928000064,35.12251026300004
292,264,169,4,167,18,13,927,L,31.761009700000045,35.14400714000004
1877,1895,690,68,5615,361,139,10645,O,31.773420928000064,35.165504018000036
5618,4823,2449,82,7239,843,276,21330,O,31.761009700000045,35.18700089500004
10633,7020,3351,475,7693,1083,444,30699,L,31.773420928000064,35.208497772000044
4507,3380,1687,127,2358,519,186,12764,L,31.761009700000045,35.22999465000004
1382,4687,1563,16,2262,788,151,10849,R,31.773420928000064,35.29448528200004
15,78,31,0,16,2,2,144,R,31.761009700000045,35.31598216000003
2054,1523,1067,8,1545,348,112,6657,L,31.785832156000026,34.62808208100006
9521,10969,4119,107,16710,5100,949,47475,O,31.798243384000045,34.64957895800006
980,1981,611,15,3786,1594,147,9114,O,31.785832156000026,34.67107583600006
54,82,48,0,12,2,5,203,R,31.798243384000045,34.69257271300006
576,270,124,3,586,19,15,1593,O,31.785832156000026,34.714069591000055
476,82,90,3,32,21,20,724,L,31.798243384000045,34.73556646800006
1050,1102,511,5,993,1146,229,5036,S,31.785832156000026,34.75706334600005
632,382,258,2,373,47,104,1798,L,31.798243384000045,34.778560223000056
2,20,2,1,217,1,1,244,O,31.785832156000026,34.80005710100005
0,0,0,0,0,0,0,0,L,31.798243384000045,34.821553978000054
0,8,0,0,194,0,0,202,O,31.798243384000045,34.86454773300005
211,33,48,3,12,4,11,322,L,31.798243384000045,34.90754148800005
83,44,21,1,34,18,2,203,L,31.798243384000045,34.95053524300005
8,69,3,0,180,3,5,268,O,31.785832156000026,34.97203212000005
21,77,19,0,157,0,27,301,O,31.785832156000026,35.01502587500005
10,96,6,0,120,3,4,239,O,31.798243384000045,35.03652275300004
74,18,33,0,2,8,1,136,L,31.785832156000026,35.05801963000005
219,66,67,3,18,12,8,393,L,31.798243384000045,35.07951650800004
89,152,55,0,78,8,17,399,R,31.785832156000026,35.101013385000044
776,100,84,558,394,79,35,2026,L,31.798243384000045,35.12251026300004
883,976,684,18,793,58,41,3453,R,31.785832156000026,35.14400714000004
1665,1040,670,19,900,92,46,4432,L,31.798243384000045,35.165504018000036
4514,3475,1545,79,5716,513,161,16003,O,31.785832156000026,35.18700089500004
429,1392,299,16,17376,129,62,19703,O,31.798243384000045,35.208497772000044
1435,2254,589,358,9943,238,149,14966,O,31.785832156000026,35.22999465000004
1140,479,388,29,397,91,37,2561,L,31.798243384000045,35.25149152700004
15,183,3,0,248,4,2,455,O,31.798243384000045,35.29448528200004
0,0,0,0,0,0,0,0,L,31.785832156000026,35.31598216000003
44,4,6,1,1,2,3,61,L,31.798243384000045,35.46646030200003
438,514,171,5,609,255,23,2015,O,31.823065840000027,34.64957895800006
337,537,119,6,2718,334,87,4138,O,31.810654612000064,34.67107583600006
43,89,17,2,303,3,4,461,O,31.823065840000027,34.69257271300006
373,206,145,3,356,22,15,1120,L,31.810654612000064,34.714069591000055
662,172,200,1,75,19,18,1147,L,31.823065840000027,34.73556646800006
133,43,43,1,6,5,4,235,L,31.810654612000064,34.75706334600005
910,725,297,15,1041,113,203,3304,O,31.823065840000027,34.778560223000056
340,50,92,1,15,18,12,528,L,31.810654612000064,34.80005710100005
0,0,0,0,0,0,0,0,L,31.823065840000027,34.821553978000054
0,0,0,0,0,0,0,0,L,31.823065840000027,34.86454773300005
62,10,11,0,0,6,1,90,L,31.823065840000027,34.90754148800005
55,111,29,0,189,0,18,402,O,31.810654612000064,34.92903836500005
253,1,8,32,0,4,2,300,L,31.823065840000027,34.95053524300005
38,92,15,1,121,2,2,271,O,31.810654612000064,34.97203212000005
102,47,38,0,60,3,3,253,L,31.810654612000064,35.01502587500005
486,52,97,328,828,39,18,1848,O,31.810654612000064,35.101013385000044
569,359,274,1,114,40,18,1375,L,31.823065840000027,35.12251026300004
1562,427,567,19,204,74,33,2886,L,31.810654612000064,35.14400714000004
1857,1869,971,22,5825,221,70,10835,O,31.810654612000064,35.18700089500004
639,1158,471,9,2378,193,64,4912,O,31.823065840000027,35.208497772000044
2087,1565,929,65,3852,231,86,8815,O,31.810654612000064,35.22999465000004
2272,3893,1794,25,2482,944,159,11569,R,31.823065840000027,35.25149152700004
0,0,0,0,0,0,0,0,L,31.823065840000027,35.33747903700004
1,173,2,0,192,5,3,376,O,31.810654612000064,35.40196967000003
19,26,22,0,10,5,2,84,R,31.823065840000027,35.42346654700003
0,0,0,0,0,0,0,0,L,31.810654612000064,35.48795718000002
161,57,68,1,19,3,6,315,L,31.835477068000046,34.714069591000055
11,82,10,0,201,1,1,306,O,31.847888296000065,34.73556646800006
359,63,81,0,34,14,10,561,L,31.835477068000046,34.75706334600005
210,103,74,1,23,17,12,440,L,31.835477068000046,34.80005710100005
443,1144,252,4,1085,90,189,3207,R,31.847888296000065,34.821553978000054
161,9,18,2,7,4,1,202,L,31.835477068000046,34.886044611000045
626,122,199,1,16,26,12,1002,L,31.847888296000065,34.90754148800005
45,63,15,0,149,4,19,295,O,31.835477068000046,34.92903836500005
0,98,1,0,108,1,1,209,O,31.847888296000065,35.03652275300004
111,3,16,6,3,4,0,143,L,31.835477068000046,35.05801963000005
327,699,372,0,306,75,29,1808,R,31.847888296000065,35.165504018000036
0,59,1,0,600,1,1,662,O,31.835477068000046,35.18700089500004
839,2681,711,18,1948,1089,209,7495,R,31.835477068000046,35.22999465000004
344,1223,261,14,2625,374,65,4906,O,31.847888296000065,35.25149152700004
116,519,134,1,157,28,17,972,R,31.835477068000046,35.31598216000003
4283,3238,1921,25,4290,970,319,15046,O,31.872710752000046,34.73556646800006
28,83,12,0,213,2,1,339,O,31.860299524000027,34.75706334600005
816,19,41,5,14,24,9,928,L,31.860299524000027,34.80005710100005
4010,3014,1513,20,2187,988,417,12149,L,31.872710752000046,34.821553978000054
1657,790,751,8,591,107,68,3972,L,31.860299524000027,34.84305085600005
877,207,119,3,116,34,17,1373,L,31.872710752000046,34.86454773300005
114,260,73,0,138,10,8,603,R,31.860299524000027,34.886044611000045
133,52,25,4,91,6,5,316,L,31.872710752000046,34.90754148800005
203,123,102,2,31,25,11,497,L,31.872710752000046,34.95053524300005
8,86,1,3,220,5,2,325,O,31.872710752000046,34.993528998000045
