L,R,C,A,O,S,M,Total,Highest,Lat,Long
154,268,123,1,25,22,1,594,R,29.539399890000027,34.95053524300005
2392,5420,2936,89,668,308,36,11849,R,29.551811118000046,34.92903836500005
1802,5079,1984,123,885,457,56,10386,R,29.564222346000065,34.95053524300005
110,23,26,2,1,3,0,165,L,29.576633574000027,34.97203212000005
97,60,61,2,0,5,1,226,L,29.713157082000066,34.993528998000045
0,0,0,0,0,0,0,0,L,29.80003567800003,35.01502587500005
142,19,14,3,1,10,3,192,L,29.824858134000067,35.01502587500005
0,0,0,0,0,0,0,0,L,29.91173673000003,34.993528998000045
331,24,37,0,1,9,2,404,L,29.899325502000067,35.05801963000005
35,48,14,0,6,1,0,104,R,29.93655918500008,34.95053524300005
130,26,27,0,0,1,1,185,L,29.94897041300004,35.05801963000005
155,30,32,3,1,4,0,225,L,29.97379286900008,35.05801963000005
59,11,12,0,0,1,0,83,L,29.98620409700004,35.07951650800004
0,0,0,0,0,0,0,0,L,30.03584900900006,35.03652275300004
141,29,18,0,0,13,0,201,L,30.04826023700008,35.01502587500005
61,13,23,0,0,1,4,102,L,30.08549392100008,35.12251026300004
211,20,32,1,0,6,0,270,L,30.358540937000043,35.165504018000036
69,16,14,0,0,4,1,104,L,30.482653217000063,35.165504018000036
185,21,36,0,0,4,1,247,L,30.569531813000026,35.18700089500004
343,808,166,15,367,32,17,1748,R,30.594354269000064,34.80005710100005
109,193,53,5,18,13,0,391,R,30.619176725000045,34.80005710100005
306,21,47,2,3,2,0,381,L,30.656410409000046,35.25149152700004
248,54,47,0,2,8,3,362,L,30.768111461000046,35.272988405000035
40,42,27,0,1,0,0,110,R,30.792933917000028,34.67107583600006
0,0,0,0,0,0,0,0,L,30.805345145000047,35.25149152700004
107,32,28,0,2,3,1,173,L,30.805345145000047,35.29448528200004
547,84,78,8,9,5,2,733,L,30.854990057000066,34.778560223000056
206,19,30,0,0,5,1,261,L,30.867401285000028,34.80005710100005
0,82,1,0,24,2,0,109,R,30.879812513000047,34.821553978000054
51,35,22,0,1,3,2,114,L,30.90463496900003,34.39161642800008
33,21,9,1,1,9,0,74,L,30.892223741000066,34.41311330600007
62,35,24,0,5,8,0,134,L,30.90463496900003,34.434610183000075
88,18,23,0,1,6,0,136,L,30.929457425000066,35.380472792000035
90,67,61,0,2,5,2,227,L,30.954279881000048,34.69257271300006
39,34,31,0,0,1,0,105,L,30.954279881000048,35.380472792000035
72,39,25,0,0,5,0,141,L,30.991513565000048,34.75706334600005
243,29,30,0,1,12,2,317,L,31.003924793000067,34.778560223000056
382,2126,460,31,1029,73,20,4121,R,30.991513565000048,34.92903836500005
2,1,0,389,1,0,6,399,A,31.01633602100003,34.714069591000055
16,137,15,0,6,3,0,177,R,31.05356970500003,34.69257271300006
325,62,49,1,0,10,4,451,L,31.041158477000067,34.714069591000055
40,415,39,314,1403,7,29,2247,O,31.041158477000067,34.84305085600005
230,1716,486,15,570,30,14,3061,R,31.05356970500003,35.03652275300004
133,728,184,1,276,22,2,1346,R,31.06598093300005,35.01502587500005
