L,R,C,A,O,S,M,Total,Highest,Lat,Long
269,11,121,616,9,7,21,1054,A,31.40108408800006,34.73556646800006
686,59,603,5749,110,45,114,7366,A,31.388672860000042,34.75706334600005
168,3,30,1,0,10,6,218,L,31.40108408800006,34.821553978000054
20,30,21,0,6,3,0,80,R,31.40108408800006,34.90754148800005
20,35,42,1,7,14,7,126,C,31.388672860000042,35.01502587500005
2,203,0,0,15,2,28,250,R,31.388672860000042,35.101013385000044
401,13,84,1,0,32,6,537,L,31.413495316000024,34.499100816000066
24,23,4,0,38,1,2,92,O,31.425906544000043,34.52059769300007
0,0,0,0,0,0,0,0,L,31.425906544000043,34.56359144800007
643,2506,323,5,2581,76,212,6346,O,31.413495316000024,34.58508832600006
292,839,127,3,1404,24,53,2742,O,31.425906544000043,34.606585203000066
41,49,26,0,29,6,2,153,R,31.425906544000043,34.64957895800006
44,35,10,0,67,3,1,160,O,31.425906544000043,34.69257271300006
261,24,89,14,3,22,5,418,L,31.413495316000024,34.75706334600005
0,125,0,0,3,0,2,130,R,31.425906544000043,35.165504018000036
6,158,20,0,3,21,10,218,R,31.450729000000024,34.52059769300007
38,407,13,0,78,8,22,566,R,31.43831777200006,34.542094571000064
12,41,2,0,82,6,0,143,O,31.450729000000024,34.56359144800007
53,224,37,1,1117,17,11,1460,O,31.43831777200006,34.58508832600006
13,38,9,1,75,2,6,144,O,31.450729000000024,34.606585203000066
127,81,101,1,29,27,3,369,L,31.450729000000024,34.64957895800006
69,25,31,0,20,6,2,153,L,31.43831777200006,34.67107583600006
25,24,23,0,33,5,1,111,O,31.43831777200006,34.714069591000055
139,3,29,0,0,16,1,188,L,31.43831777200006,34.75706334600005
0,0,0,0,0,0,0,0,L,31.43831777200006,34.886044611000045
2,253,0,0,7,4,12,278,R,31.43831777200006,35.01502587500005
129,7,21,1,1,11,2,172,L,31.463140228000043,34.499100816000066
70,219,59,0,10,30,17,405,R,31.463140228000043,34.542094571000064
43,100,26,0,52,4,5,230,R,31.475551456000062,34.606585203000066
10,39,13,0,40,3,0,105,O,31.463140228000043,34.62808208100006
43,23,21,0,17,27,3,134,L,31.475551456000062,34.64957895800006
63,8,21,0,33,6,1,132,L,31.463140228000043,34.67107583600006
0,75,1,0,7,0,18,101,R,31.475551456000062,35.165504018000036
175,5,80,0,5,27,4,296,L,31.475551456000062,35.380472792000035
229,8,142,2,0,30,4,415,L,31.487962684000024,34.542094571000064
200,12,57,0,1,22,6,298,L,31.500373912000043,34.56359144800007
155,3,31,0,0,21,1,211,L,31.500373912000043,34.606585203000066
67,24,56,1,6,20,1,175,L,31.487962684000024,34.62808208100006
184,9,76,2,1,20,6,298,L,31.500373912000043,34.64957895800006
214,5,46,0,2,13,2,282,L,31.500373912000043,34.69257271300006
0,0,0,0,0,0,0,0,L,31.487962684000024,34.92903836500005
0,0,0,0,0,0,0,0,L,31.487962684000024,34.97203212000005
0,137,2,0,10,1,13,163,R,31.500373912000043,35.07951650800004
419,344,126,4,167,55,18,1133,L,31.512785140000062,34.58508832600006
989,1761,491,5,693,86,142,4167,R,31.525196368000024,34.606585203000066
14,16,26,0,0,20,0,76,C,31.525196368000024,34.90754148800005
30,64,55,0,3,18,13,183,R,31.512785140000062,34.92903836500005
21,1281,66,4,138,13,315,1838,R,31.525196368000024,35.12251026300004
159,5,38,0,1,17,2,222,L,31.550018824000063,34.56359144800007
987,1472,458,8,523,85,83,3616,R,31.537607596000043,34.58508832600006
198,4,38,0,0,9,1,250,L,31.550018824000063,34.606585203000066
206,5,46,0,2,9,3,271,L,31.550018824000063,34.64957895800006
7,128,18,0,60,1,2,216,R,31.550018824000063,34.778560223000056
0,0,0,0,0,0,0,0,L,31.550018824000063,34.90754148800005
0,0,0,0,0,0,0,0,L,31.537607596000043,34.92903836500005
0,135,3,0,6,0,81,225,R,31.537607596000043,35.101013385000044
6,518,25,0,52,9,163,773,R,31.550018824000063,35.12251026300004
132,76,88,1,3,49,11,360,L,31.562430052000025,34.542094571000064
303,17,61,1,7,30,3,422,L,31.574841280000044,34.56359144800007
87,73,20,1,58,2,4,245,L,31.574841280000044,34.64957895800006
10,81,19,0,149,8,15,282,O,31.562430052000025,34.67107583600006
68,28,29,0,48,4,4,181,L,31.574841280000044,34.69257271300006
5,61,4,0,97,7,3,177,O,31.574841280000044,34.73556646800006
17,71,18,0,77,4,1,188,O,31.562430052000025,34.80005710100005
166,23,91,1,1,13,8,303,L,31.562430052000025,34.84305085600005
9,36,21,1,1,2,3,73,R,31.562430052000025,35.01502587500005
0,29,11,0,7,1,10,58,R,31.574841280000044,35.03652275300004
34,5,10,0,0,20,3,72,L,31.562430052000025,35.40196967000003
156,6,34,2,0,7,2,207,L,31.599663736000025,34.52059769300007
105,12,28,0,2,17,5,169,L,31.599663736000025,34.606585203000066
49,37,18,0,60,6,0,170,O,31.599663736000025,34.69257271300006
3,259,16,0,189,8,14,489,R,31.587252508000063,34.75706334600005
455,947,465,1,572,153,109,2702,R,31.599663736000025,34.778560223000056
104,11,46,0,11,8,2,182,L,31.599663736000025,34.90754148800005
1,36,0,0,63,2,1,103,O,31.587252508000063,35.18700089500004
0,8,0,0,87,0,8,103,O,31.587252508000063,35.22999465000004
223,0,2,415,92,2,10,744,A,31.599663736000025,35.33747903700004
117,26,27,0,3,17,4,194,L,31.612074964000044,34.542094571000064
34,17,32,0,4,12,3,102,L,31.612074964000044,34.58508832600006
135,38,149,0,4,55,8,389,C,31.624486192000063,34.606585203000066
179,169,118,4,88,48,9,615,L,31.624486192000063,34.69257271300006
142,78,124,0,32,31,4,411,L,31.612074964000044,34.714069591000055
2155,5897,2747,15,3479,648,645,15586,R,31.612074964000044,34.75706334600005
263,392,239,1,329,75,49,1348,R,31.624486192000063,34.778560223000056
66,29,68,1,4,25,6,199,C,31.612074964000044,34.80005710100005
1,71,1,0,31,3,9,116,R,31.624486192000063,34.95053524300005
2,213,0,0,12,0,23,250,R,31.612074964000044,35.101013385000044
1243,6435,1968,35,2916,421,628,13646,R,31.649308648000044,34.56359144800007
89,157,59,1,29,19,8,362,R,31.649308648000044,34.606585203000066
257,26,130,4,2,45,6,470,L,31.636897420000025,34.67107583600006
41,27,11,0,167,4,2,252,O,31.636897420000025,34.714069591000055
14,92,10,1,220,7,3,347,O,31.649308648000044,34.73556646800006
15,67,28,0,35,2,0,147,R,31.649308648000044,34.778560223000056
174,1,23,0,0,19,0,217,L,31.636897420000025,34.84305085600005
120,1,35,0,1,12,0,169,L,31.649308648000044,34.86454773300005
23,127,8,0,53,8,9,228,R,31.649308648000044,34.993528998000045
20,1533,30,1,34,31,113,1762,R,31.649308648000044,35.12251026300004
2,141,1,0,7,1,14,166,R,31.636897420000025,35.14400714000004
15,730,23,0,43,15,110,936,R,31.649308648000044,35.25149152700004
1640,3163,2226,10,1250,847,313,9449,R,31.674131104000026,34.56359144800007
1123,6169,2303,23,2274,574,343,12809,R,31.661719876000063,34.58508832600006
21,8,11,0,0,11,0,51,L,31.674131104000026,34.606585203000066
46,272,79,0,264,14,10,685,R,31.661719876000063,34.62808208100006
42,108,51,0,31,21,4,257,R,31.674131104000026,34.64957895800006
213,11,56,1,2,16,6,305,L,31.661719876000063,34.67107583600006
55,23,61,0,5,28,6,178,C,31.661719876000063,34.714069591000055
0,0,0,0,131,0,1,132,O,31.674131104000026,34.73556646800006
148,143,128,0,101,35,16,571,L,31.661719876000063,34.75706334600005
112,53,92,1,21,19,9,307,L,31.674131104000026,34.778560223000056
30,73,18,0,66,13,3,203,R,31.661719876000063,34.80005710100005
65,25,46,3,15,13,6,173,L,31.674131104000026,34.95053524300005
0,110,0,0,23,3,105,241,R,31.661719876000063,35.101013385000044
2,170,1,0,3,8,8,192,R,31.674131104000026,35.12251026300004
59,3361,68,3,138,88,250,3967,R,31.661719876000063,35.14400714000004
0,0,0,0,0,0,0,0,L,31.674131104000026,35.165504018000036
405,466,545,6,161,193,27,1803,C,31.698953560000064,34.56359144800007
1030,2139,1623,3,627,373,111,5906,R,31.686542332000045,34.58508832600006
0,0,0,0,0,0,0,0,L,31.698953560000064,34.606585203000066
125,37,136,1,1,38,10,348,C,31.686542332000045,34.62808208100006
13,277,29,0,4,19,10,352,R,31.698953560000064,34.69257271300006
32,923,47,0,146,44,46,1238,R,31.686542332000045,34.714069591000055
21,130,42,0,20,14,9,236,R,31.698953560000064,34.73556646800006
13,118,6,0,88,10,10,245,R,31.686542332000045,34.75706334600005
57,15,6,1,69,0,1,149,O,31.686542332000045,34.886044611000045
18,48,36,0,52,7,2,163,O,31.698953560000064,34.90754148800005
213,29,93,6,14,37,9,401,L,31.686542332000045,34.92903836500005
36,105,75,0,61,11,6,294,R,31.698953560000064,34.95053524300005
127,16,61,0,2,23,1,230,L,31.686542332000045,34.97203212000005
7,415,9,0,886,0,61,1378,O,31.698953560000064,34.993528998000045
46,69,42,0,29,23,2,211,R,31.686542332000045,35.01502587500005
0,24,2,0,854,2,33,915,O,31.686542332000045,35.101013385000044
8,194,11,0,5815,3,315,6346,O,31.698953560000064,35.12251026300004
5,533,5,0,15,8,46,612,R,31.686542332000045,35.14400714000004
137,12,58,1,1,18,3,230,L,31.711364788000026,34.62808208100006
863,1440,790,5,1595,243,557,5493,O,31.723776016000045,34.73556646800006
136,14,148,0,3,25,7,333,C,31.711364788000026,34.75706334600005
132,45,126,0,8,74,8,393,L,31.723776016000045,34.778560223000056
47,18,13,0,58,1,2,139,O,31.711364788000026,34.92903836500005
0,0,0,0,0,0,0,0,L,31.711364788000026,34.97203212000005
80,1459,106,2,3970,41,215,5873,O,31.723776016000045,34.993528998000045
102,40,37,5,21,24,1,230,L,31.711364788000026,35.05801963000005
42,69,33,1,34,10,13,202,R,31.723776016000045,35.07951650800004
584,401,551,9,533,196,50,2324,L,31.711364788000026,35.101013385000044
45,57,69,0,8,37,11,227,C,31.723776016000045,35.165504018000036
70,797,161,0,155,63,60,1306,R,31.723776016000045,35.208497772000044
0,0,0,0,0,0,0,0,L,31.711364788000026,35.22999465000004
0,0,0,0,0,0,0,0,L,31.736187244000064,34.62808208100006
311,193,398,1,111,140,15,1169,C,31.736187244000064,34.67107583600006
123,119,67,0,72,36,6,423,L,31.748598472000026,34.69257271300006
189,33,146,0,0,47,11,426,L,31.736187244000064,34.714069591000055
526,670,476,7,805,98,312,2894,O,31.736187244000064,34.75706334600005
172,129,85,1,78,34,7,506,L,31.748598472000026,34.778560223000056
78,51,112,0,6,46,9,302,C,31.736187244000064,34.80005710100005
249,8,42,10,1,28,4,342,L,31.736187244000064,34.84305085600005
11,49,15,0,57,2,7,141,O,31.736187244000064,34.886044611000045
361,1653,518,2,359,119,422,3434,R,31.736187244000064,34.97203212000005
1101,4295,1089,15,4002,325,481,11308,R,31.748598472000026,34.993528998000045
44,81,58,0,29,20,4,236,R,31.736187244000064,35.05801963000005
1137,2400,1262,17,1109,596,444,6965,R,31.748598472000026,35.165504018000036
2036,5777,2691,37,2186,1250,437,14414,R,31.736187244000064,35.18700089500004
2614,5057,2334,721,1969,1244,715,14654,R,31.748598472000026,35.208497772000044
345,819,512,9,147,207,71,2110,R,31.736187244000064,35.22999465000004
315,996,364,5,266,239,108,2293,R,31.748598472000026,35.25149152700004
27,26,41,0,0,32,10,136,C,31.748598472000026,35.46646030200003
1068,1254,1384,0,540,416,65,4727,C,31.761009700000045,34.62808208100006
1250,7053,3355,16,1330,668,314,13986,R,31.773420928000064,34.64957895800006
41,122,77,2,105,31,15,393,R,31.761009700000045,34.67107583600006
422,924,618,2,346,196,47,2555,R,31.773420928000064,34.69257271300006
0,0,0,0,0,0,0,0,L,31.761009700000045,34.714069591000055
0,0,0,0,0,0,0,0,L,31.773420928000064,34.73556646800006
93,34,82,0,22,37,9,277,L,31.761009700000045,34.75706334600005
3,251,22,2,141,19,19,457,R,31.761009700000045,34.80005710100005
185,7,26,1,2,20,2,243,L,31.773420928000064,34.821553978000054
10,60,6,0,96,3,1,176,O,31.761009700000045,34.886044611000045
364,151,108,15,117,50,9,814,L,31.761009700000045,34.97203212000005
14,104,31,2,63,8,5,227,R,31.773420928000064,34.993528998000045
8,67,10,0,35,4,3,127,R,31.773420928000064,35.03652275300004
59,50,60,1,8,33,5,216,C,31.773420928000064,35.07951650800004
243,14,55,0,0,33,8,353,L,31.773420928000064,35.12251026300004
205,288,263,1,101,72,18,948,R,31.761009700000045,35.14400714000004
1194,2423,809,30,4793,448,331,10028,O,31.773420928000064,35.165504018000036
3301,5707,3084,66,5634,1518,645,19955,R,31.761009700000045,35.18700089500004
6111,9156,3855,265,3626,2135,1151,26299,R,31.773420928000064,35.208497772000044
2971,3751,2482,112,1014,1156,417,11903,R,31.761009700000045,35.22999465000004
930,5782,1809,6,1175,951,347,11000,R,31.773420928000064,35.29448528200004
22,123,46,0,14,29,3,237,R,31.761009700000045,35.31598216000003
1627,2570,2165,9,1189,639,149,8348,R,31.785832156000026,34.62808208100006
5059,14171,7992,74,10148,2036,1759,41239,R,31.798243384000045,34.64957895800006
446,3026,1236,5,6363,216,228,11520,O,31.785832156000026,34.67107583600006
166,161,280,0,44,93,9,753,C,31.798243384000045,34.69257271300006
863,658,870,3,310,312,83,3099,C,31.785832156000026,34.714069591000055
283,69,308,2,6,116,20,804,C,31.798243384000045,34.73556646800006
780,2143,1199,10,540,344,130,5146,R,31.785832156000026,34.75706334600005
698,715,874,4,187,352,130,2960,C,31.798243384000045,34.778560223000056
0,13,0,0,183,1,7,204,O,31.785832156000026,34.80005710100005
0,63,4,0,48,0,6,121,R,31.798243384000045,34.821553978000054
0,18,0,1,182,0,1,202,O,31.798243384000045,34.86454773300005
178,37,133,1,5,32,22,408,L,31.798243384000045,34.90754148800005
81,43,39,0,18,22,4,207,L,31.798243384000045,34.95053524300005
4,136,25,2,57,7,5,236,R,31.785832156000026,34.97203212000005
63,100,33,0,109,23,13,341,O,31.785832156000026,35.01502587500005
3,154,9,0,67,8,25,266,R,31.798243384000045,35.03652275300004
104,30,126,0,4,24,4,292,C,31.785832156000026,35.05801963000005
159,89,123,1,14,71,6,463,L,31.798243384000045,35.07951650800004
121,154,105,2,37,44,14,477,R,31.785832156000026,35.101013385000044
782,203,461,814,116,147,74,2597,A,31.798243384000045,35.12251026300004
564,749,594,14,483,233,45,2682,R,31.785832156000026,35.14400714000004
1368,1241,1340,15,399,475,128,4966,L,31.798243384000045,35.165504018000036
2924,5510,2167,53,4656,1085,685,17080,R,31.785832156000026,35.18700089500004
188,1077,210,13,17055,157,348,19048,O,31.798243384000045,35.208497772000044
569,1993,442,225,8573,270,523,12595,O,31.785832156000026,35.22999465000004
546,543,360,10,524,182,88,2253,L,31.798243384000045,35.25149152700004
10,784,10,0,81,5,46,936,R,31.798243384000045,35.29448528200004
82,380,164,2,117,42,36,823,R,31.785832156000026,35.31598216000003
29,6,20,0,1,5,2,63,L,31.798243384000045,35.46646030200003
220,849,391,5,248,66,41,1820,R,31.823065840000027,34.64957895800006
157,689,288,6,2765,66,229,4200,O,31.810654612000064,34.67107583600006
13,422,22,0,19,18,14,508,R,31.823065840000027,34.69257271300006
227,498,240,2,66,96,47,1176,R,31.810654612000064,34.714069591000055
323,214,425,2,28,167,43,1202,C,31.823065840000027,34.73556646800006
111,33,104,0,4,55,4,311,L,31.810654612000064,34.75706334600005
459,966,468,10,496,210,216,2825,R,31.823065840000027,34.778560223000056
262,55,231,0,5,74,26,653,L,31.810654612000064,34.80005710100005
34,17,48,0,0,10,4,113,C,31.823065840000027,34.821553978000054
0,0,0,0,0,0,0,0,L,31.823065840000027,34.86454773300005
34,6,29,0,0,20,1,90,L,31.823065840000027,34.90754148800005
87,117,46,0,80,11,7,348,R,31.810654612000064,34.92903836500005
193,3,28,1,1,13,1,240,L,31.823065840000027,34.95053524300005
62,76,45,49,55,25,6,318,R,31.810654612000064,34.97203212000005
115,60,122,1,30,33,5,366,C,31.810654612000064,35.01502587500005
205,80,100,566,959,28,53,1991,O,31.810654612000064,35.101013385000044
505,418,482,2,56,178,40,1681,L,31.823065840000027,35.12251026300004
1123,559,883,18,78,332,121,3114,L,31.810654612000064,35.14400714000004
873,2900,963,10,5465,459,378,11048,O,31.810654612000064,35.18700089500004
249,1222,346,1,2390,174,170,4552,O,31.823065840000027,35.208497772000044
992,1791,904,44,5058,435,277,9501,O,31.810654612000064,35.22999465000004
1207,5741,1965,24,1506,1017,358,11818,R,31.823065840000027,35.25149152700004
17,363,17,0,6,19,12,434,R,31.823065840000027,35.33747903700004
3,412,3,0,37,5,141,601,R,31.810654612000064,35.40196967000003
8,31,23,0,5,16,10,93,R,31.823065840000027,35.42346654700003
8,8,5,0,4,14,0,39,S,31.810654612000064,35.48795718000002
97,42,124,1,9,40,10,323,C,31.835477068000046,34.714069591000055
11,103,25,0,132,14,4,289,O,31.847888296000065,34.73556646800006
210,63,268,3,9,83,28,664,C,31.835477068000046,34.75706334600005
155,95,177,0,17,75,9,528,C,31.835477068000046,34.80005710100005
383,901,350,4,529,183,110,2460,R,31.847888296000065,34.821553978000054
97,6,50,0,4,33,2,192,L,31.835477068000046,34.886044611000045
343,117,383,3,5,113,41,1005,C,31.847888296000065,34.90754148800005
75,86,26,0,56,14,4,261,R,31.835477068000046,34.92903836500005
1,304,0,0,81,1,32,419,R,31.847888296000065,35.03652275300004
119,9,34,0,4,22,10,198,L,31.835477068000046,35.05801963000005
238,780,368,0,250,195,66,1897,R,31.847888296000065,35.165504018000036
2,39,4,1,1198,2,50,1296,O,31.835477068000046,35.18700089500004
440,3660,926,10,1576,366,334,7312,R,31.835477068000046,35.22999465000004
139,1063,217,9,2708,115,185,4436,O,31.847888296000065,35.25149152700004
54,574,114,0,11,59,30,842,R,31.835477068000046,35.31598216000003
2423,3298,3578,22,2472,1214,492,13499,C,31.872710752000046,34.73556646800006
14,377,22,0,39,16,16,484,R,31.860299524000027,34.75706334600005
531,36,163,1,3,71,15,820,L,31.860299524000027,34.80005710100005
2240,3409,2857,27,1539,1137,444,11653,R,31.872710752000046,34.821553978000054
1205,784,1550,4,260,532,129,4464,C,31.860299524000027,34.84305085600005
625,192,358,2,72,142,31,1422,L,31.872710752000046,34.86454773300005
67,155,149,1,81,76,10,539,R,31.860299524000027,34.886044611000045
112,80,84,4,44,48,15,387,L,31.872710752000046,34.90754148800005
118,91,131,2,5,71,16,434,C,31.872710752000046,34.95053524300005
7,1015,6,0,179,13,45,1265,R,31.872710752000046,34.993528998000045
