L,R,C,A,O,S,M,Total,Highest,Lat,Long
50,11,34,2,0,1,6,104,L,31.562430052000025,35.40196967000003
208,41,91,3,1,5,4,353,L,31.599663736000025,34.52059769300007
95,36,73,0,4,3,6,217,L,31.599663736000025,34.606585203000066
7,84,27,0,63,3,1,185,R,31.599663736000025,34.69257271300006
4,434,8,0,214,6,11,677,R,31.587252508000063,34.75706334600005
232,1039,378,0,578,23,56,2306,R,31.599663736000025,34.778560223000056
119,10,44,0,0,4,3,180,L,31.599663736000025,34.90754148800005
1,72,0,0,87,0,12,172,O,31.587252508000063,35.18700089500004
1,58,0,0,90,0,5,154,O,31.587252508000063,35.22999465000004
91,9,9,595,99,0,11,814,A,31.599663736000025,35.33747903700004
142,67,73,0,13,4,13,312,L,31.612074964000044,34.542094571000064
24,68,58,0,20,6,9,185,R,31.612074964000044,34.58508832600006
164,186,281,0,15,8,20,674,C,31.624486192000063,34.606585203000066
98,349,203,1,132,6,12,801,R,31.624486192000063,34.69257271300006
92,194,183,1,56,5,8,539,R,31.612074964000044,34.714069591000055
1480,9445,2939,22,4576,217,689,19368,R,31.612074964000044,34.75706334600005
123,759,253,0,383,8,36,1562,R,31.624486192000063,34.778560223000056
77,75,106,0,15,5,13,291,C,31.612074964000044,34.80005710100005
10,285,9,0,53,3,12,372,R,31.624486192000063,34.95053524300005
0,358,2,0,15,4,4,383,R,31.612074964000044,35.101013385000044
747,7723,1470,29,2938,204,1048,14159,R,31.649308648000044,34.56359144800007
44,270,126,1,67,5,12,525,R,31.649308648000044,34.606585203000066
294,76,265,1,10,8,14,668,L,31.636897420000025,34.67107583600006
4,58,15,0,212,2,2,293,O,31.636897420000025,34.714069591000055
9,169,20,0,343,5,6,552,O,31.649308648000044,34.73556646800006
5,145,27,0,44,0,4,225,R,31.649308648000044,34.778560223000056
187,15,41,2,2,5,10,262,L,31.636897420000025,34.84305085600005
211,6,45,5,4,1,14,286,L,31.649308648000044,34.86454773300005
23,208,15,1,66,5,3,321,R,31.649308648000044,34.993528998000045
59,1665,35,0,97,8,6,1870,R,31.649308648000044,35.12251026300004
5,169,1,0,2,0,0,177,R,31.636897420000025,35.14400714000004
43,1482,30,0,121,29,28,1733,R,31.649308648000044,35.25149152700004
1456,6010,2261,8,1757,133,366,11991,R,31.674131104000026,34.56359144800007
836,8235,1946,15,2573,207,934,14746,R,31.661719876000063,34.58508832600006
13,23,18,0,1,1,0,56,R,31.674131104000026,34.606585203000066
30,495,57,0,339,7,27,955,R,31.661719876000063,34.62808208100006
36,151,49,0,30,1,6,273,R,31.674131104000026,34.64957895800006
224,31,136,0,9,4,13,417,L,31.661719876000063,34.67107583600006
72,51,105,0,17,5,4,254,C,31.661719876000063,34.714069591000055
0,1,0,0,145,0,0,146,O,31.674131104000026,34.73556646800006
184,183,150,0,99,4,63,683,L,31.661719876000063,34.75706334600005
126,118,130,2,33,5,9,423,C,31.674131104000026,34.778560223000056
35,113,40,0,46,2,27,263,R,31.661719876000063,34.80005710100005
126,67,77,3,17,4,11,305,L,31.674131104000026,34.95053524300005
4,376,2,0,63,0,15,460,R,31.661719876000063,35.101013385000044
4,353,8,1,20,2,1,389,R,31.674131104000026,35.12251026300004
88,4105,121,3,201,28,25,4571,R,31.661719876000063,35.14400714000004
7,719,26,1,33,1,4,791,R,31.674131104000026,35.165504018000036
269,839,533,6,205,13,48,1913,R,31.698953560000064,34.56359144800007
1181,5628,2590,12,1308,135,385,11239,R,31.686542332000045,34.58508832600006
0,0,0,0,0,0,0,0,L,31.698953560000064,34.606585203000066
155,90,149,0,10,1,8,413,L,31.686542332000045,34.62808208100006
17,325,25,0,14,2,3,386,R,31.698953560000064,34.69257271300006
44,1418,69,0,191,5,18,1745,R,31.686542332000045,34.714069591000055
41,198,77,0,37,5,4,362,R,31.698953560000064,34.73556646800006
2,186,13,0,117,1,2,321,R,31.686542332000045,34.75706334600005
0,0,0,0,0,0,0,0,L,31.698953560000064,34.778560223000056
22,74,15,1,91,2,5,210,O,31.686542332000045,34.886044611000045
14,100,26,2,33,4,14,193,R,31.698953560000064,34.90754148800005
226,79,117,21,18,6,11,478,L,31.686542332000045,34.92903836500005
27,274,85,0,72,6,3,467,R,31.698953560000064,34.95053524300005
214,15,61,5,1,4,5,305,L,31.686542332000045,34.97203212000005
4,594,17,0,1321,2,13,1951,O,31.698953560000064,34.993528998000045
65,158,75,2,39,3,17,359,R,31.686542332000045,35.01502587500005
1,122,0,0,1497,0,25,1645,O,31.686542332000045,35.101013385000044
10,738,5,3,8175,17,147,9095,O,31.698953560000064,35.12251026300004
10,963,19,0,29,3,1,1025,R,31.686542332000045,35.14400714000004
128,14,112,1,3,4,6,268,L,31.711364788000026,34.62808208100006
560,3652,745,6,1850,46,216,7075,R,31.723776016000045,34.73556646800006
143,76,214,0,9,4,6,452,C,31.711364788000026,34.75706334600005
161,116,161,0,17,8,10,473,L,31.723776016000045,34.778560223000056
8,59,13,0,86,2,1,169,O,31.711364788000026,34.92903836500005
3,153,4,0,273,2,18,453,O,31.711364788000026,34.97203212000005
33,2192,61,1,5621,16,140,8064,O,31.723776016000045,34.993528998000045
90,123,61,15,26,2,5,322,R,31.711364788000026,35.05801963000005
42,135,48,2,42,3,5,277,R,31.723776016000045,35.07951650800004
755,1181,890,27,3164,35,96,6148,O,31.711364788000026,35.101013385000044
86,238,104,3,53,4,11,499,R,31.723776016000045,35.165504018000036
178,2745,539,5,636,23,49,4175,R,31.723776016000045,35.208497772000044
38,514,117,2,149,6,11,837,R,31.711364788000026,35.22999465000004
14,785,38,0,127,7,14,985,R,31.736187244000064,34.62808208100006
273,506,480,0,170,20,31,1480,R,31.736187244000064,34.67107583600006
49,283,104,0,113,17,6,572,R,31.748598472000026,34.69257271300006
213,54,218,0,8,7,7,507,C,31.736187244000064,34.714069591000055
237,1693,386,1,880,30,157,3384,R,31.736187244000064,34.75706334600005
95,303,118,2,68,5,47,638,R,31.748598472000026,34.778560223000056
120,90,170,0,9,7,4,400,C,31.736187244000064,34.80005710100005
355,43,171,38,2,12,10,631,L,31.736187244000064,34.84305085600005
8,108,6,0,53,2,4,181,R,31.736187244000064,34.886044611000045
247,2857,591,7,531,38,100,4371,R,31.736187244000064,34.97203212000005
627,6336,1150,30,6549,108,370,15170,O,31.748598472000026,34.993528998000045
59,188,91,3,28,0,8,377,R,31.736187244000064,35.05801963000005
991,3882,1275,32,1304,67,146,7697,R,31.748598472000026,35.165504018000036
1622,8108,2481,59,2899,165,326,15660,R,31.736187244000064,35.18700089500004
2486,7350,2147,1063,2144,137,332,15659,R,31.748598472000026,35.208497772000044
479,2071,839,21,379,24,86,3899,R,31.736187244000064,35.22999465000004
352,1500,363,11,296,34,81,2637,R,31.748598472000026,35.25149152700004
47,83,64,0,6,13,2,215,R,31.748598472000026,35.46646030200003
891,3913,2109,6,1134,84,127,8264,R,31.761009700000045,34.62808208100006
1172,9027,3100,13,1598,272,718,15900,R,31.773420928000064,34.64957895800006
23,331,74,0,160,4,5,597,R,31.761009700000045,34.67107583600006
407,1863,848,2,477,55,137,3789,R,31.773420928000064,34.69257271300006
166,8,32,4,1,1,3,215,L,31.761009700000045,34.714069591000055
14,26,23,0,3,0,0,66,R,31.773420928000064,34.73556646800006
84,85,139,1,29,10,6,354,C,31.761009700000045,34.75706334600005
13,382,30,3,137,1,38,604,R,31.761009700000045,34.80005710100005
217,17,55,3,1,10,10,313,L,31.773420928000064,34.821553978000054
5,71,10,0,106,0,5,197,O,31.761009700000045,34.886044611000045
0,0,0,0,0,0,0,0,L,31.773420928000064,34.95053524300005
366,247,124,30,108,7,44,926,L,31.761009700000045,34.97203212000005
13,178,31,2,90,3,15,332,R,31.773420928000064,34.993528998000045
22,84,11,0,62,0,4,183,R,31.773420928000064,35.03652275300004
115,81,101,5,14,3,6,325,L,31.773420928000064,35.07951650800004
286,25,73,0,5,6,2,397,L,31.773420928000064,35.12251026300004
260,597,274,5,138,22,28,1324,R,31.761009700000045,35.14400714000004
1239,3040,768,52,5953,64,194,11310,O,31.773420928000064,35.165504018000036
3065,7821,3105,88,7460,154,432,22125,R,31.761009700000045,35.18700089500004
6320,11818,3383,437,4908,252,500,27618,R,31.773420928000064,35.208497772000044
2815,5344,2423,155,1272,104,238,12351,R,31.761009700000045,35.22999465000004
779,9255,1959,13,1691,187,287,14171,R,31.773420928000064,35.29448528200004
32,355,80,0,35,3,7,512,R,31.761009700000045,35.31598216000003
1250,5541,2466,47,1860,162,331,11657,R,31.785832156000026,34.62808208100006
3490,22128,6839,63,12277,560,2015,47372,R,31.798243384000045,34.64957895800006
325,3498,839,7,8615,91,422,13797,O,31.785832156000026,34.67107583600006
205,592,493,0,109,11,16,1426,R,31.798243384000045,34.69257271300006
802,1470,1233,5,440,45,79,4074,R,31.785832156000026,34.714069591000055
342,196,399,2,17,7,20,983,C,31.798243384000045,34.73556646800006
701,2797,1575,10,600,119,362,6164,R,31.785832156000026,34.75706334600005
1167,1853,1716,9,243,44,169,5201,R,31.798243384000045,34.778560223000056
1,11,3,0,276,0,3,294,O,31.785832156000026,34.80005710100005
3,1072,11,0,315,3,24,1428,R,31.798243384000045,34.821553978000054
0,22,1,0,251,0,0,274,O,31.798243384000045,34.86454773300005
201,88,172,3,18,5,4,491,L,31.798243384000045,34.90754148800005
129,120,90,3,20,2,15,379,L,31.798243384000045,34.95053524300005
15,195,14,0,54,1,25,304,R,31.785832156000026,34.97203212000005
56,201,59,1,113,8,60,498,R,31.785832156000026,35.01502587500005
1,179,8,0,70,2,6,266,R,31.798243384000045,35.03652275300004
194,111,157,1,19,7,14,503,L,31.785832156000026,35.05801963000005
265,195,213,2,42,10,19,746,L,31.798243384000045,35.07951650800004
145,272,102,5,61,10,18,613,R,31.785832156000026,35.101013385000044
683,453,526,1291,328,24,58,3363,A,31.798243384000045,35.12251026300004
567,1454,546,24,512,20,65,3188,R,31.785832156000026,35.14400714000004
1699,2295,1953,32,507,54,108,6648,R,31.798243384000045,35.165504018000036
3265,7554,2463,91,6949,118,290,20730,R,31.785832156000026,35.18700089500004
161,1404,128,8,20816,20,193,22730,O,31.798243384000045,35.208497772000044
600,3175,397,282,10730,48,378,15610,O,31.785832156000026,35.22999465000004
499,637,371,41,759,22,23,2352,O,31.798243384000045,35.25149152700004
16,1129,15,0,82,5,10,1257,R,31.798243384000045,35.29448528200004
152,1729,395,2,278,32,33,2621,R,31.785832156000026,35.31598216000003
59,13,25,1,3,2,1,104,L,31.798243384000045,35.46646030200003
164,1132,290,2,311,22,124,2045,R,31.823065840000027,34.64957895800006
88,858,174,2,3671,19,95,4907,O,31.810654612000064,34.67107583600006
30,601,36,0,35,3,10,715,R,31.823065840000027,34.69257271300006
343,878,553,3,127,20,32,1956,R,31.810654612000064,34.714069591000055
404,435,550,7,42,12,24,1474,C,31.823065840000027,34.73556646800006
119,67,145,2,8,1,14,356,C,31.810654612000064,34.75706334600005
595,2034,882,10,511,43,342,4417,R,31.823065840000027,34.778560223000056
288,112,390,0,17,8,19,834,C,31.810654612000064,34.80005710100005
37,42,62,0,3,0,3,147,C,31.823065840000027,34.821553978000054
0,0,0,0,0,0,0,0,L,31.823065840000027,34.86454773300005
62,27,51,2,1,5,5,153,L,31.823065840000027,34.90754148800005
65,279,62,0,63,1,19,489,R,31.810654612000064,34.92903836500005
210,14,45,4,2,6,11,292,L,31.823065840000027,34.95053524300005
87,148,57,77,44,3,8,424,R,31.810654612000064,34.97203212000005
170,143,145,1,42,2,7,510,L,31.810654612000064,35.01502587500005
252,165,101,489,1502,11,39,2559,O,31.810654612000064,35.101013385000044
674,867,952,15,227,24,52,2811,C,31.823065840000027,35.12251026300004
1043,935,949,17,110,27,74,3155,L,31.810654612000064,35.14400714000004
609,3389,829,11,7908,50,198,12994,O,31.810654612000064,35.18700089500004
146,1256,222,2,3519,11,85,5241,O,31.823065840000027,35.208497772000044
820,2365,687,67,7549,41,124,11653,O,31.810654612000064,35.22999465000004
959,8188,1786,33,2223,140,308,13637,R,31.823065840000027,35.25149152700004
61,810,63,2,46,5,22,1009,R,31.823065840000027,35.33747903700004
4,833,4,0,45,8,13,907,R,31.810654612000064,35.40196967000003
18,79,21,1,15,3,2,139,R,31.823065840000027,35.42346654700003
9,24,10,0,1,1,0,45,R,31.810654612000064,35.48795718000002
106,86,148,0,35,6,10,391,C,31.835477068000046,34.714069591000055
3,182,17,0,165,2,3,372,R,31.847888296000065,34.73556646800006
292,149,356,1,18,10,14,840,C,31.835477068000046,34.75706334600005
160,220,260,2,20,20,23,705,C,31.835477068000046,34.80005710100005
235,1478,365,3,542,44,222,2889,R,31.847888296000065,34.821553978000054
118,38,73,3,8,1,4,245,L,31.835477068000046,34.886044611000045
402,202,442,4,14,11,34,1109,C,31.847888296000065,34.90754148800005
38,145,54,0,53,4,16,310,R,31.835477068000046,34.92903836500005
4,631,3,0,103,3,4,748,R,31.847888296000065,35.03652275300004
160,16,36,8,8,1,4,233,L,31.835477068000046,35.05801963000005
180,1151,485,3,521,38,44,2422,R,31.847888296000065,35.165504018000036
1,41,1,0,1267,3,11,1324,O,31.835477068000046,35.18700089500004
403,3971,642,26,2695,69,209,8015,R,31.835477068000046,35.22999465000004
83,916,106,10,4131,25,73,5344,O,31.847888296000065,35.25149152700004
81,733,168,0,48,5,18,1053,R,31.835477068000046,35.31598216000003
2362,6693,4377,7,2819,166,475,16899,R,31.872710752000046,34.73556646800006
16,419,28,0,61,2,8,534,R,31.860299524000027,34.75706334600005
698,158,385,4,24,19,37,1325,L,31.860299524000027,34.80005710100005
1469,4879,2382,25,1347,105,840,11047,R,31.872710752000046,34.821553978000054
1555,2166,2183,11,451,66,168,6600,C,31.860299524000027,34.84305085600005
773,354,483,6,78,17,32,1743,L,31.872710752000046,34.86454773300005
